system:index,CellCode,LATITUDE,LONGITUDE,PLOTID,batch,constant,country,stratum,.geo
000000000000000017ae_0,81923030,41.73183884816615,0.54099929496351,a0-54099929496351_41-73183884816615,countries,6,ESP,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ba_0,84115842,37.26885353298397,-7.2350532215776,a-7-2350532215776_37-26885353298397,countries,6,ESP,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000482_0,86352509,38.23983209223555,-1.47565154106583,a-1-47565154106583_38-23983209223555,countries,6,ESP,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000067e_0,86352509,37.77465483318561,-1.04410102020314,a-1-04410102020314_37-77465483318561,countries,6,ESP,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d4_0,86352509,37.87049768340192,-0.88174154246853,a-0-88174154246853_37-87049768340192,countries,6,ESP,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000083e_0,86352509,38.10358522414573,-0.81690931373173,a-0-81690931373173_38-10358522414573,countries,6,ESP,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001378_0,86352509,38.19535388249464,-1.39091044155088,a-1-39091044155088_38-19535388249464,countries,6,ESP,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001af2_0,88666018,42.53711143504627,-0.36077870749674,a-0-36077870749674_42-53711143504627,countries,6,ESP,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ae_0,90103748,40.654043276213,-3.51627663492985,a-3-51627663492985_40-654043276213,countries,6,ESP,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000158e_0,90103748,40.41601411393344,-3.91326287670809,a-3-91326287670809_40-41601411393344,countries,6,ESP,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000874_0,94854508,42.16387478262331,-1.06719927387879,a-1-06719927387879_42-16387478262331,countries,6,ESP,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001b4e_0,94854508,41.71812722776843,-0.31913516878759,a-0-31913516878759_41-71812722776843,countries,6,ESP,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000701_0,96272350,38.11849122498167,-3.21197758493928,a-3-21197758493928_38-11849122498167,countries,6,ESP,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017fc_0,98349377,39.83561321492912,-4.09351228708939,a-4-09351228708939_39-83561321492912,countries,5,ESP,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002731_0,3902495,40.11235686370378,-5.36073209599081,a-5-36073209599081_40-11235686370378,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000758_0,4314748,43.23276255564293,-3.34198090918275,a-3-34198090918275_43-23276255564293,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e14_0,4314748,43.32916488336425,-3.08848270323181,a-3-08848270323181_43-32916488336425,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000845_0,10554854,39.32548667865669,-2.79630266601424,a-2-79630266601424_39-32548667865669,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000112a_0,11538097,41.05878789531447,-0.16817533556803,a-0-16817533556803_41-05878789531447,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028e_0,13769462,36.82610178666931,-6.311959285351,a-6-311959285351_36-82610178666931,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000142c_0,13769462,36.34217214785786,-6.10207902819552,a-6-10207902819552_36-34217214785786,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001aab_0,14393819,41.54805115682891,1.87992942518317,a1-87992942518317_41-54805115682891,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000274d_0,18544624,42.71657207265075,-8.5034371221124,a-8-5034371221124_42-71657207265075,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f07_0,24038894,38.7098534261595,0.04531303169832,a0-04531303169832_38-7098534261595,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002109_0,25752719,42.51650943076663,-1.67134540853826,a-1-67134540853826_42-51650943076663,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011d6_0,27263845,38.81110530829268,-0.65324713226668,a-0-65324713226668_38-81110530829268,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e76_0,30518969,39.32473143355206,-0.47404286688891,a-0-47404286688891_39-32473143355206,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000019f9_0,30597956,43.53192672429037,-6.98494804972485,a-6-98494804972485_43-53192672429037,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001318_0,33843269,42.97434385231,-9.11616900243056,a-9-11616900243056_42-97434385231,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024f_0,35185825,42.50127808943833,0.47214749629739,a0-47214749629739_42-50127808943833,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002759_0,44558253,41.11559547533134,1.01780571869964,a1-01780571869964_41-11559547533134,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001b52_0,45735391,43.54055750803159,-6.00483649634729,a-6-00483649634729_43-54055750803159,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000474_0,49193684,37.85624230755505,-4.89494484089878,a-4-89494484089878_37-85624230755505,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001801_0,49193684,37.39338688190876,-4.78833327542392,a-4-78833327542392_37-39338688190876,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002037_0,49193684,37.51942037533302,-4.93210965359273,a-4-93210965359273_37-51942037533302,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e6c_0,49528598,42.50740423822398,-6.03971746888972,a-6-03971746888972_42-50740423822398,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_0,57804160,37.44261940764148,-5.69871612327814,a-5-69871612327814_37-44261940764148,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002480_0,57804160,37.30547675150013,-5.93148568777879,a-5-93148568777879_37-30547675150013,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027c_0,60219617,41.43907265011343,-3.9708270170923,a-3-9708270170923_41-43907265011343,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010c3_0,60437885,42.33132485689903,-8.81733293263387,a-8-81733293263387_42-33132485689903,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000020c9_0,60437885,42.58759018572193,-8.98280035712345,a-8-98280035712345_42-58759018572193,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015ba_0,61748320,41.93679315288238,2.22525066057695,a2-22525066057695_41-93679315288238,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022c_0,71234136,36.68578925213046,-4.44773490121536,a-4-44773490121536_36-68578925213046,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043f_0,71234136,36.63015251829028,-4.72804475212533,a-4-72804475212533_36-63015251829028,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012a1_0,72806805,38.99288926866849,1.29770097911798,a1-29770097911798_38-99288926866849,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001647_0,72806805,39.03496079759405,1.50684456287092,a1-50684456287092_39-03496079759405,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c2_0,74296835,42.33737940130586,-3.16058868156435,a-3-16058868156435_42-33737940130586,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000259c_0,74296835,42.38094068088101,-2.49607786420648,a-2-49607786420648_42-38094068088101,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ae_0,86352509,37.85758352102763,-0.8293604521548,a-0-8293604521548_37-85758352102763,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000019d3_0,86352509,38.04457815948097,-0.84887364785355,a-0-84887364785355_38-04457815948097,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000019ea_0,89157636,36.51197888461652,-5.32703521329762,a-5-32703521329762_36-51197888461652,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001037_0,96988172,28.30343173600067,-16.81778120453968,a-16-81778120453968_28-30343173600067,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f29_0,98349377,39.83648324235266,-4.09571887290182,a-4-09571887290182_39-83648324235266,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001567_0,98349377,40.09254102374404,-3.82567804883019,a-3-82567804883019_40-09254102374404,countries,5,ESP,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005c1_0,24817,28.29283140170248,-16.47455430592475,a-16-47455430592475_28-29283140170248,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001462_0,24817,28.49150796997656,-16.30306424315057,a-16-30306424315057_28-49150796997656,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c18_0,4314748,43.24710307883766,-3.69192050318844,a-3-69192050318844_43-24710307883766,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c2f_0,6063470,38.40911984028552,-3.16556920582331,a-3-16556920582331_38-40911984028552,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000109c_0,6063470,38.61768642792227,-3.74654083967065,a-3-74654083967065_38-61768642792227,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023d5_0,6063470,39.19145911065586,-3.05601788677337,a-3-05601788677337_39-19145911065586,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001363_0,10554854,38.72254372866365,-2.80368514673019,a-2-80368514673019_38-72254372866365,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002140_0,11538097,40.92957328361635,-0.41786280603123,a-0-41786280603123_40-92957328361635,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011cc_0,11856822,43.18125809131412,-6.34302955012253,a-6-34302955012253_43-18125809131412,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001df8_0,11856822,43.31108015994229,-5.94771726824264,a-5-94771726824264_43-31108015994229,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a2e_0,14393819,41.476248121868,2.00881677167466,a2-00881677167466_41-476248121868,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026ce_0,14393819,41.35197406349818,1.48132939656424,a1-48132939656424_41-35197406349818,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a26_0,16343816,38.38567836269419,-2.29899298268982,a-2-29899298268982_38-38567836269419,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a93_0,16343816,38.52091110518141,-2.03878641141116,a-2-03878641141116_38-52091110518141,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c4d_0,18544624,42.48369879760082,-8.55955980742251,a-8-55955980742251_42-48369879760082,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ec6_0,18544624,42.2929705445784,-7.57814589007064,a-7-57814589007064_42-2929705445784,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f66_0,20402586,28.29397212531668,-14.06794321886506,a-14-06794321886506_28-29397212531668,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dde_0,22029081,38.62966152508207,-4.21637912759666,a-4-21637912759666_38-62966152508207,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001214_0,25396316,43.31114854636927,-4.49046409994199,a-4-49046409994199_43-31114854636927,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c1a_0,25396316,43.055193946662,-4.32338903443209,a-4-32338903443209_43-055193946662,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000256e_0,25396316,43.26281017753361,-4.75033833894064,a-4-75033833894064_43-26281017753361,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000094c_0,25752719,42.23486235052382,-2.02391895616233,a-2-02391895616233_42-23486235052382,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000127f_0,27396324,40.03413432085361,-2.46145217613173,a-2-46145217613173_40-03413432085361,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c82_0,27396324,39.98708343876817,-1.98717413141999,a-1-98717413141999_39-98708343876817,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a9c_0,30597956,43.48603581865529,-6.652957283009,a-6-652957283009_43-48603581865529,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000080a_0,31200096,41.79983022192806,-6.25226450551792,a-6-25226450551792_41-79983022192806,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b9_0,42593138,39.6773561472986,3.24526123081316,a3-24526123081316_39-6773561472986,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000133_0,44558253,41.14818533817691,0.35962258891404,a0-35962258891404_41-14818533817691,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ff8_0,46945518,43.30211794708605,-2.53573004829075,a-2-53573004829075_43-30211794708605,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f6_0,47134475,39.82813775943828,-5.3214565903731,a-5-3214565903731_39-82813775943828,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001cab_0,47134475,39.10752010753277,-4.53959626426941,a-4-53959626426941_39-10752010753277,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000022ff_0,47134475,39.32595187484258,-4.96498850638067,a-4-96498850638067_39-32595187484258,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000013ec_0,49193684,37.64740718942325,-4.35579549646321,a-4-35579549646321_37-64740718942325,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000828_0,49528598,42.02806825382494,-5.95144706424944,a-5-95144706424944_42-02806825382494,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000020d1_0,49528598,42.02924669411876,-5.67474730556794,a-5-67474730556794_42-02924669411876,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001142_0,50586505,37.30146638401502,-6.42057615064591,a-6-42057615064591_37-30146638401502,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e5_0,51550361,41.11516655526401,-1.50027748686547,a-1-50027748686547_41-11516655526401,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001497_0,51550361,40.94802103942752,-1.09573319244467,a-1-09573319244467_40-94802103942752,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000190d_0,51550361,40.50924144247563,-1.75691327061374,a-1-75691327061374_40-50924144247563,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011fa_0,54683569,38.81474332013925,-5.4136635400999,a-5-4136635400999_38-81474332013925,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002015_0,54683569,38.63385278737162,-5.78062023596695,a-5-78062023596695_38-63385278737162,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001fdc_0,57804160,37.9819426997468,-5.73175698289272,a-5-73175698289272_37-9819426997468,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000024b3_0,57804160,37.29580104323957,-5.0254492425471,a-5-0254492425471_37-29580104323957,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000132c_0,58252830,37.03513911538745,-2.00552672697235,a-2-00552672697235_37-03513911538745,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000018bf_0,58252830,36.8845996960531,-2.45018295067661,a-2-45018295067661_36-8845996960531,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000695_0,60219617,41.21603414867229,-3.95373398351286,a-3-95373398351286_41-21603414867229,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ec_0,60437885,42.83401734949608,-9.10555397905552,a-9-10555397905552_42-83401734949608,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000271c_0,60437885,42.54785359502426,-8.75942833795111,a-8-75942833795111_42-54785359502426,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009d8_0,61748320,41.92879643530777,2.39507630927276,a2-39507630927276_41-92879643530777,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001389_0,61748320,42.36497458621762,1.53160054135059,a1-53160054135059_42-36497458621762,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d2c_0,62906811,42.65934802909955,-3.76573640063438,a-3-76573640063438_42-65934802909955,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000221b_0,62906811,42.66225472729793,-3.74584293134156,a-3-74584293134156_42-66225472729793,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ca_0,63814442,41.94065152581922,-7.78090005970883,a-7-78090005970883_41-94065152581922,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f0_0,66979970,40.17829693138494,-0.7175679618575,a-0-7175679618575_40-17829693138494,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015f0_0,66979970,40.01112623474276,-0.65086912239025,a-0-65086912239025_40-01112623474276,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c7_0,69945190,39.43878837544811,-5.60064593088302,a-5-60064593088302_39-43878837544811,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001efe_0,69945190,39.84599017105004,-5.61836195442553,a-5-61836195442553_39-84599017105004,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002335_0,69945190,39.64576622362005,-5.95498844725666,a-5-95498844725666_39-64576622362005,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000069b_0,70005785,43.23836618990506,-8.47338829859907,a-8-47338829859907_43-23836618990506,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d37_0,70005785,43.6290574213423,-7.97416328997108,a-7-97416328997108_43-6290574213423,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e26_0,74296835,42.2915506603087,-2.54105521453265,a-2-54105521453265_42-2915506603087,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001d40_0,74296835,42.26258330523115,-2.64578859196338,a-2-64578859196338_42-26258330523115,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ba1_0,74404493,42.6155518477097,-6.51100929362392,a-6-51100929362392_42-6155518477097,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c4_0,74495039,41.06028028653783,-6.37753386015246,a-6-37753386015246_41-06028028653783,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f89_0,76207271,39.96436075018545,-0.92866271752161,a-0-92866271752161_39-96436075018545,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001301_0,76207271,39.56864873917842,-1.5783057257371,a-1-5783057257371_39-56864873917842,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000022a1_0,76207271,40.29178264678414,-1.94889427551574,a-1-94889427551574_40-29178264678414,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000230c_0,76207271,39.75912506434278,-1.75348073889063,a-1-75348073889063_39-75912506434278,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b4f_0,77301619,39.28921069576573,-6.84006795359166,a-6-84006795359166_39-28921069576573,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d35_0,81256262,37.14791597952672,-2.66248145082567,a-2-66248145082567_37-14791597952672,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c1e_0,83136755,28.15723261869936,-15.63981668589839,a-15-63981668589839_28-15723261869936,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002697_0,84115842,37.53850497674383,-7.46333128100192,a-7-46333128100192_37-53850497674383,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000013e2_0,86293386,42.2599159062756,2.70131137983808,a2-70131137983808_42-2599159062756,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010e4_0,86352509,38.54911358407494,-1.16056606219591,a-1-16056606219591_38-54911358407494,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f4c_0,86352509,38.02474581706098,-0.73076748955145,a-0-73076748955145_38-02474581706098,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f9b_0,86352509,38.59288052774893,-1.26867758756114,a-1-26867758756114_38-59288052774893,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000268d_0,88666018,42.73971023603974,-0.53668668239872,a-0-53668668239872_42-73971023603974,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009cc_0,89157636,36.3413750480406,-5.36865640809722,a-5-36865640809722_36-3413750480406,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a1d_0,89157636,37.10018382475343,-5.30842578861596,a-5-30842578861596_37-10018382475343,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000019cd_0,90103748,40.66224642533269,-3.80749718319496,a-3-80749718319496_40-66224642533269,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000170_0,90740096,38.36378012592175,-6.99485192737204,a-6-99485192737204_38-36378012592175,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011a1_0,90740096,38.67428858118741,-6.73628570369339,a-6-73628570369339_38-67428858118741,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002406_0,92730761,28.97287976153554,-13.58140914741791,a-13-58140914741791_28-97287976153554,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000078a_0,94854508,42.27963707260477,-0.69612182067869,a-0-69612182067869_42-27963707260477,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e81_0,96272350,37.70948748261147,-3.19192569749064,a-3-19192569749064_37-70948748261147,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000014a3_0,96272350,37.72255045307385,-2.93867212448916,a-2-93867212448916_37-72255045307385,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000273a_0,96272350,38.04566583112688,-2.96019378415737,a-2-96019378415737_38-04566583112688,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007fc_0,98349377,39.49487113894041,-3.11289936303386,a-3-11289936303386_39-49487113894041,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a7d_0,99561876,39.95368106425186,-6.08049485106017,a-6-08049485106017_39-95368106425186,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001926_0,99561876,39.92702934996332,-5.73918672429554,a-5-73918672429554_39-92702934996332,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000025c6_0,99561876,40.38352521374044,-6.18988487322032,a-6-18988487322032_40-38352521374044,countries,1,ESP,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000519_0,5618807,59.10047956530492,26.34390300285867,a26-34390300285867_59-10047956530492,countries,3,EST,buffer nature,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000052e_0,5618807,59.2404090525788,25.95349739371371,a25-95349739371371_59-2404090525788,countries,3,EST,buffer nature,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f97_0,5618807,59.35196491850297,26.83523983494824,a26-83523983494824_59-35196491850297,countries,3,EST,buffer nature,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000026b4_0,5618807,59.36785085805828,26.86583643778166,a26-86583643778166_59-36785085805828,countries,3,EST,buffer nature,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000163_0,8409228,58.87494140039652,22.42203159197764,a22-42203159197764_58-87494140039652,countries,3,EST,buffer nature,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017ed_0,8409228,58.51359306720683,23.04177774339233,a23-04177774339233_58-51359306720683,countries,3,EST,buffer nature,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e8e_0,12852477,58.45591466601273,26.74508711698658,a26-74508711698658_58-45591466601273,countries,3,EST,buffer nature,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001146_0,12852477,58.70005724062644,26.8424461117403,a26-8424461117403_58-70005724062644,countries,3,EST,buffer nature,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000142a_0,12852477,58.35389269969398,26.61856895273448,a26-61856895273448_58-35389269969398,countries,3,EST,buffer nature,"{""type"":""MultiPoint"",""coordinates"":[]}"
