system:index,CellCode,area,country,stratum,.geo
000000000000000000d9_1,47562079,4726697787.540346,TUR,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_2,47562079,30798300.81416413,TUR,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_3,47562079,22973561.641093593,TUR,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_4,47562079,31340893.170797817,TUR,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_5,47562079,23700509.38652499,TUR,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_0,47679333,4977088.989287056,NOR,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_0,47679333,8813368439.065811,SWE,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_1,47679333,4564667.088520693,SWE,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_2,47679333,162576.09168243408,SWE,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_3,47679333,14808.09839630127,SWE,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_4,47679333,120863.4405670166,SWE,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_0,47746111,8314085426.712857,GRC,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_1,47746111,1494127500.790479,GRC,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_2,47746111,12675518.42558121,GRC,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_3,47746111,2640381.2753687543,GRC,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_4,47746111,5541258.223601038,GRC,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_5,47746111,1107603.0142369887,GRC,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_0,47886492,6293632126.999918,DEU,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_1,47886492,3513811751.4509354,DEU,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_2,47886492,25056424.570284855,DEU,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_3,47886492,18826302.505508572,DEU,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_4,47886492,14820218.688239096,DEU,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_5,47886492,9465485.113120254,DEU,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_0,48166832,8246309774.098288,FRA,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_1,48166832,1630516986.0953116,FRA,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_2,48166832,38830428.668042354,FRA,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_3,48166832,14896727.945640832,FRA,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_4,48166832,21186910.796604052,FRA,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_5,48166832,2155725.269263952,FRA,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_0,48234817,7584162868.238506,ESP,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_1,48234817,2386642881.723751,ESP,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_2,48234817,2718658.3495273064,ESP,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_3,48234817,1122869.0877304077,ESP,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_4,48234817,1072988.5765919406,ESP,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_5,48234817,281317.34328460693,ESP,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_0,4827218,247724180.3126596,ESP,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_1,4827218,15558157.089530408,ESP,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_2,4827218,660188.2131195068,ESP,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_3,4827218,58318.909187316895,ESP,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_4,4827218,170964.06211853027,ESP,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_5,4827218,2596.323860168457,ESP,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_0,48645653,3858122669.443827,POL,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_1,48645653,2181476076.54137,POL,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_2,48645653,14714571.38823063,POL,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_3,48645653,8617816.72351158,POL,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_4,48645653,8392009.125248509,POL,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_5,48645653,4141162.189303679,POL,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_0,48752521,1648248449.8135712,AUT,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_1,48752521,55854218.739930645,AUT,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_2,48752521,2499181.491572361,AUT,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_3,48752521,882223.6935508279,AUT,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_4,48752521,1875809.491777188,AUT,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_5,48752521,27285.238555908203,AUT,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_0,48752521,6074882073.093945,DEU,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_1,48752521,1924135353.7535172,DEU,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_2,48752521,16715592.308624867,DEU,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_3,48752521,10011827.02810283,DEU,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_4,48752521,12731532.820454434,DEU,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_5,48752521,3745408.450263977,DEU,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_0,48791497,236008534.91070125,TUR,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_1,48791497,890195.9222253538,TUR,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_2,48791497,191918.91000943648,TUR,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_3,48791497,7618.502265630984,TUR,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_4,48791497,70241.6194330552,TUR,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_5,48791497,1601.243537902832,TUR,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_0,48866534,2826323430.920542,DEU,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_1,48866534,859595417.041306,DEU,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_2,48866534,9362551.368038433,DEU,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_3,48866534,4534582.61127777,DEU,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_4,48866534,5190321.670995077,DEU,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_5,48866534,1942484.8464940689,DEU,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_0,48866534,4295290699.439449,FRA,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_1,48866534,1848673250.4627895,FRA,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_2,48866534,14170907.293444883,FRA,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_3,48866534,7825907.413201186,FRA,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_4,48866534,10111790.018685196,FRA,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_5,48866534,5066242.843330294,FRA,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_0,48900159,7088039341.959089,FIN,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_1,48900159,668828107.2638329,FIN,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_2,48900159,6633680.664778916,FIN,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_3,48900159,2738122.8953621658,FIN,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_4,48900159,4415489.0748845115,FIN,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_5,48900159,302633.05880737305,FIN,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_0,48980126,6188665885.671085,CZE,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_1,48980126,2452322601.45491,CZE,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_2,48980126,17905514.297147326,CZE,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_3,48980126,6390085.864467906,CZE,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_4,48980126,12501057.773105549,CZE,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_5,48980126,2884313.5091521917,CZE,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_0,48980126,953961627.6479594,DEU,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_1,48980126,298698311.73543954,DEU,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_2,48980126,2064463.8213211056,DEU,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_3,48980126,1251384.9163748643,DEU,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_4,48980126,1517112.518167563,DEU,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_5,48980126,862810.685256958,DEU,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061_0,49034454,247738553.4634038,HUN,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061_1,49034454,42264711.19657923,HUN,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061_2,49034454,348494.8653651817,HUN,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061_3,49034454,77394.51388549805,HUN,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061_4,49034454,149584.9826817232,HUN,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061_5,49034454,80681.79337310791,HUN,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2_0,49034454,5763848550.230462,SVK,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2_1,49034454,3870408876.939712,SVK,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2_2,49034454,18461027.75245457,SVK,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2_3,49034454,6329679.327211896,SVK,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2_4,49034454,12065389.085389735,SVK,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2_5,49034454,4436338.4266277235,SVK,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_0,49072966,59668883.42100792,ITA,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_1,49072966,2851022.6457097665,ITA,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_2,49072966,513458.66667719826,ITA,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_3,49072966,38529.96556854248,ITA,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_4,49072966,170032.07753753662,ITA,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_5,49072966,2802.1708450317383,ITA,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_0,49193684,6041680303.902971,ESP,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_1,49193684,3880781425.81662,ESP,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_2,49193684,10917343.37420382,ESP,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_3,49193684,6584066.426467866,ESP,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_4,49193684,4656665.5294466205,ESP,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_5,49193684,2128068.77894317,ESP,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_0,49226925,755430994.8642201,AUT,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_1,49226925,1555065062.3790395,AUT,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_2,49226925,3263414.537416914,AUT,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_3,49226925,3543171.1836429373,AUT,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_4,49226925,2599151.1703312295,AUT,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_5,49226925,2880846.9240627512,AUT,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_0,49226925,993427050.6086336,CZE,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_1,49226925,854578433.1120656,CZE,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_2,49226925,3830939.749531645,CZE,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_3,49226925,1606590.5852615356,CZE,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_4,49226925,2935193.680548155,CZE,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_5,49226925,1206576.9400253296,CZE,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2_0,49226925,2864500543.2244964,SVK,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2_1,49226925,2781356059.943993,SVK,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2_2,49226925,14701898.081259811,SVK,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2_3,49226925,7373868.57736577,SVK,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2_4,49226925,13867302.699714482,SVK,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2_5,49226925,6835710.082599237,SVK,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_0,49326203,5120365306.07374,DEU,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_1,49326203,4757295439.98775,DEU,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_2,49326203,13249653.11946154,DEU,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_3,49326203,12887578.68188635,DEU,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_4,49326203,11175109.198187375,DEU,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_5,49326203,10163237.342933329,DEU,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_0,49346835,147301860.32001603,GBR,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_1,49346835,3211650.103343529,GBR,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_2,49346835,112055.76581573486,GBR,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_3,49346835,20708.535598754883,GBR,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_4,49346835,40120.15212249756,GBR,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_5,49346835,1100.3818435668943,GBR,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_0,49387817,75646125.62917456,FRA,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_1,49387817,33322361.367763218,FRA,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_2,49387817,1426920.330763155,FRA,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_3,49387817,210198.5049796011,FRA,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_4,49387817,384004.1332408531,FRA,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_5,49387817,1500.5257415771484,FRA,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_0,49387817,180157.5257439408,ITA,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_1,49387817,838428.2810897533,ITA,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_0,49524486,380250033.22080386,ESP,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_1,49524486,66390194.63456475,ESP,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_2,49524486,4170675.9739632695,ESP,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_3,49524486,1341930.7327659158,ESP,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_4,49524486,1255091.905266676,ESP,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_5,49524486,112962.55363464355,ESP,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_0,49528598,3679451092.2923665,ESP,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_1,49528598,6278399599.26096,ESP,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_2,49528598,4279601.516013231,ESP,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_3,49528598,3270663.6271138806,ESP,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_4,49528598,2727069.2363827275,ESP,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_5,49528598,1516178.828842163,ESP,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_0,4954641,3663627206.437547,TUR,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_1,4954641,597299514.6425635,TUR,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_2,4954641,34584423.95086856,TUR,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_3,4954641,8713822.070483936,TUR,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_4,4954641,28933996.74614862,TUR,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_5,4954641,3792294.9658445767,TUR,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005f_0,49639880,40479823.35374591,HRV,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005f_1,49639880,8447463.93002104,HRV,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005f_2,49639880,812390.7167500213,HRV,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005f_3,49639880,164441.05353438435,HRV,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005f_4,49639880,752554.2087202783,HRV,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005f_5,49639880,14406.872703552246,HRV,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_0,49639880,185824108.08737457,ITA,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_1,49639880,420747356.3963145,ITA,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_2,49639880,2405632.6822070554,ITA,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_3,49639880,1446101.42639594,ITA,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_4,49639880,1071321.6340916352,ITA,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_5,49639880,432132.6323587455,ITA,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c0_0,49639880,9158.624978009391,SVN,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c0_1,49639880,18440.055813478953,SVN,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5_0,49649186,8332592938.282836,ROU,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5_1,49649186,1499420797.522696,ROU,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5_2,49649186,37366842.17360771,ROU,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5_3,49649186,15220636.235000582,ROU,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5_4,49649186,18407489.44134465,ROU,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5_5,49649186,6514992.352762978,ROU,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_0,49784765,412120169.3358579,CZE,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_1,49784765,37225722.76960407,CZE,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_2,49784765,1772346.704614497,CZE,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_3,49784765,331097.46116530476,CZE,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_4,49784765,1015362.5149004768,CZE,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_5,49784765,9006.911949157715,CZE,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_0,49784765,3686373510.2741137,DEU,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_1,49784765,1923684912.1691616,DEU,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_2,49784765,14804871.364078598,DEU,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_3,49784765,6121459.889946553,DEU,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_4,49784765,7618963.003979283,DEU,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_5,49784765,1343679.1999220904,DEU,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_0,49784765,2912877562.997325,POL,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_1,49784765,743136012.8250319,POL,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_2,49784765,12141900.99573053,POL,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_3,49784765,3456159.4612501254,POL,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_4,49784765,8675552.60964188,POL,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_5,49784765,1609863.010207741,POL,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_0,49898430,44360055.28973544,ITA,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_1,49898430,1545372.4008345662,ITA,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_2,49898430,431993.75283957087,ITA,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_3,49898430,13986.285171508787,ITA,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_4,49898430,182305.16239345772,ITA,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_5,49898430,4062.342774694106,ITA,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_0,50201150,117554823.6525088,FRA,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_1,50201150,66852759.455546916,FRA,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_2,50201150,780460.5957796882,FRA,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_3,50201150,281736.9806991876,FRA,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_4,50201150,301718.1910971249,FRA,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_5,50201150,71031.2381515503,FRA,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_0,5023080,411636097.1116013,ESP,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_1,5023080,77637808.52549419,ESP,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_2,5023080,2501388.507850976,ESP,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_3,5023080,523907.5308290669,ESP,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_4,5023080,1083626.33998817,ESP,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_5,5023080,90082.3600692749,ESP,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_0,50575082,65031962.8853318,GBR,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_1,50575082,7406085.320506854,GBR,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_2,50575082,52741.333099365234,GBR,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_3,50575082,14311.239128112791,GBR,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_4,50575082,18514.541145324707,GBR,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_5,50575082,1701.337905883789,GBR,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_0,50586505,6764064822.56373,ESP,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_1,50586505,1693154803.7287529,ESP,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_2,50586505,20707751.181355223,ESP,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_3,50586505,7075434.104092288,ESP,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_4,50586505,10946991.728423055,ESP,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_5,50586505,2358014.968132019,ESP,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_0,50646333,6429805417.8625345,GBR,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_1,50646333,2505620950.5510855,GBR,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_2,50646333,39832884.92670892,GBR,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_3,50646333,19700556.81612546,GBR,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_4,50646333,36430704.66230126,GBR,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_5,50646333,5375218.134335926,GBR,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_0,50650968,8716520459.835392,SWE,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_1,50650968,480092042.0697264,SWE,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
