system:index,CellCode,area,country,stratum,.geo
00000000000000000045_2,31200096,1735871.5154474897,ESP,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_3,31200096,333473.3093330533,ESP,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_4,31200096,481174.5796203613,ESP,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_5,31200096,44275.06875610352,ESP,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_0,31200096,2681796195.057978,PRT,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_1,31200096,282221824.3589587,PRT,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_2,31200096,2573942.345375061,PRT,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_3,31200096,1000799.5415115356,PRT,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_4,31200096,1195107.4979476929,PRT,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_5,31200096,218102.5059967041,PRT,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_0,31384930,3229596436.8975024,NOR,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_1,31384930,57807.66923202814,NOR,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_0,31384930,6478083345.50261,FIN,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_1,31384930,2707012.990189915,FIN,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_2,31384930,6997.052520751953,FIN,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_3,31384930,99.97103118896484,FIN,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_4,31384930,799.6720199584961,FIN,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5_0,31438811,6550429155.255985,ROU,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5_1,31438811,3292505942.1887593,ROU,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5_2,31438811,39313185.99251622,ROU,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5_3,31438811,13751020.08231934,ROU,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5_4,31438811,37052267.673851274,ROU,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5_5,31438811,9579464.890329728,ROU,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_0,31440358,1000150936.6326616,NOR,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_1,31440358,23885950.509425387,NOR,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_2,31440358,765760.1966832179,NOR,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_3,31440358,138668.74786625282,NOR,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_4,31440358,770052.3666891959,NOR,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_5,31440358,14207.314208984377,NOR,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000080_0,31466239,1722754591.875165,LTU,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000080_1,31466239,1634470935.8157778,LTU,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000080_2,31466239,6177635.781956631,LTU,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000080_3,31466239,2417072.7266932167,LTU,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000080_4,31466239,2870470.320450547,LTU,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000080_5,31466239,724480.9208450317,LTU,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_0,31466239,3122481155.8817058,POL,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_1,31466239,856146466.6672708,POL,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_2,31466239,13544768.82544843,POL,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_3,31466239,4644085.237543771,POL,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_4,31466239,8374537.33246451,POL,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_5,31466239,1628908.7577850043,POL,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_0,31504693,6229698806.802794,TUR,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_1,31504693,3664863525.664418,TUR,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_2,31504693,22364018.531703547,TUR,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_3,31504693,10752120.47819938,TUR,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_4,31504693,16974047.801618777,TUR,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_5,31504693,6292476.824215279,TUR,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_0,31511412,4178137173.689494,PRT,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_1,31511412,886405850.2732716,PRT,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_2,31511412,36352556.62706104,PRT,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_3,31511412,14950214.987937778,PRT,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_4,31511412,20320668.130774852,PRT,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_5,31511412,2551457.9563312605,PRT,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_0,31517186,102290064.94487365,TUR,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_1,31517186,4710348.569025616,TUR,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_2,31517186,350348.54834684485,TUR,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_3,31517186,10307.062690734863,TUR,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_4,31517186,270573.4621309168,TUR,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_5,31517186,5398.988925799202,TUR,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_0,31644383,7274268255.105218,NOR,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_1,31644383,4371057.394740235,NOR,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_2,31644383,166204.62258148193,NOR,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_3,31644383,38224.16082763672,NOR,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_4,31644383,160101.95346832275,NOR,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_0,31644383,2119329505.10628,FIN,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_1,31644383,339421.2187756706,FIN,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_2,31644383,4802.795913696289,FIN,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_3,31644383,13507.864555358889,FIN,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_4,31644383,14408.386932373049,FIN,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_0,31853093,87301616.18591775,PRT,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_1,31853093,6700241.897068188,PRT,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_2,31853093,315200.32967137353,PRT,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_3,31853093,41775.2754720052,PRT,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_4,31853093,123014.59642028809,PRT,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_5,31853093,5500.625762939453,PRT,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_0,31897281,1615560836.5103853,NOR,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_1,31897281,41122877.15875917,NOR,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_2,31897281,987771.1690786324,NOR,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_3,31897281,264490.05252275657,NOR,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_4,31897281,599562.4465383193,NOR,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_5,31897281,67672.69659881592,NOR,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_0,31905313,2738406458.178175,FIN,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_1,31905313,40616501.419771954,FIN,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_2,31905313,480603.56394958496,FIN,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_3,31905313,85019.62202453613,FIN,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_4,31905313,426000.3151702881,FIN,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_5,31905313,7302.011360168457,FIN,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_0,31986079,5631564203.028856,SWE,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_1,31986079,3089582555.604753,SWE,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_2,31986079,22556838.577649914,SWE,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_3,31986079,9922502.38481583,SWE,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_4,31986079,15166447.673786089,SWE,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_5,31986079,5068156.259244612,SWE,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_0,32031899,2652687801.6560483,POL,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_1,32031899,1038039169.4198294,POL,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_2,32031899,30982910.58899156,POL,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_3,32031899,10424661.341029238,POL,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_4,32031899,33302648.251074433,POL,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_5,32031899,7758719.286719409,POL,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_0,32380454,265459392.8684399,GBR,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_1,32380454,5269457.019704093,GBR,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_2,32380454,1165041.392181247,GBR,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_3,32380454,166617.7484063541,GBR,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_4,32380454,643126.0117758359,GBR,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_5,32380454,200.1159515380859,GBR,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000063_0,32380454,9034662755.43683,IRL,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000063_1,32380454,224468532.99525696,IRL,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000063_2,32380454,38547517.17688829,IRL,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000063_3,32380454,5202036.262457095,IRL,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000063_4,32380454,23661876.4256923,IRL,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000063_5,32380454,236233.5421447754,IRL,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_0,32442266,8330269046.094736,TUR,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_1,32442266,1583580666.3783035,TUR,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_2,32442266,25135810.108314004,TUR,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_3,32442266,5456691.060522491,TUR,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_4,32442266,10843548.636518292,TUR,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_5,32442266,3214128.676930476,TUR,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_0,32493957,1343466001.232594,CHE,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_1,32493957,277743128.6544143,CHE,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_2,32493957,4778323.812207242,CHE,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_3,32493957,2230343.3429429894,CHE,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_4,32493957,2485602.381033864,CHE,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_5,32493957,631092.8916721719,CHE,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_0,32493957,6357879043.610073,FRA,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_1,32493957,685236433.4578916,FRA,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_2,32493957,26636237.442264657,FRA,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_3,32493957,7515280.831015164,FRA,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_4,32493957,14009056.369966574,FRA,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_5,32493957,1552455.4083295036,FRA,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_0,32493957,739350107.2666459,ITA,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_1,32493957,6587529.250478199,ITA,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_2,32493957,669160.9977320354,ITA,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_3,32493957,89551.87853240967,ITA,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_4,32493957,152953.83435058594,ITA,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_5,32493957,2196.316474914551,ITA,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_0,32583279,2383320310.5932946,PRT,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_1,32583279,196368675.46379748,PRT,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_2,32583279,9418579.521866623,PRT,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_3,32583279,3054890.1690374035,PRT,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_4,32583279,5250740.537355191,PRT,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1_5,32583279,221073.0040435791,PRT,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_0,32701562,9192004422.205605,SWE,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_1,32701562,21624776.098007467,SWE,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_2,32701562,709011.332107544,SWE,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_3,32701562,163088.35684204102,SWE,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_4,32701562,361092.41094970703,SWE,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_0,32735018,9270352340.101269,NOR,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_1,32735018,84235053.01365851,NOR,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_2,32735018,9060721.80920141,NOR,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_3,32735018,1139198.656247068,NOR,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_4,32735018,7771041.889063576,NOR,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_5,32735018,118293.0619277954,NOR,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069_0,32772651,2129206666.036142,ISL,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069_1,32772651,5648385.2367322445,ISL,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069_2,32772651,192896.05809783936,ISL,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069_3,32772651,45498.501052856445,ISL,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069_4,32772651,134597.41054534912,ISL,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_0,32927903,13479872.263120536,ALB,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_1,32927903,34221.79358296114,ALB,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_2,32927903,11008.454833984377,ALB,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_3,32927903,200.15493774414065,ALB,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a_0,32927903,7221364439.528301,MKD,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a_1,32927903,1205200158.318796,MKD,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a_2,32927903,17252032.960053656,MKD,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a_3,32927903,15174857.450454324,MKD,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a_4,32927903,10798023.18954764,MKD,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a_5,32927903,11043615.053712314,MKD,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6_0,32927903,1321048033.3812733,SRB,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6_1,32927903,132213032.0250573,SRB,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6_2,32927903,6895906.347018791,SRB,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6_3,32927903,4172972.463175845,SRB,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6_4,32927903,4980507.662476124,SRB,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6_5,32927903,2555758.698874709,SRB,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_0,33567433,8242733744.638731,FRA,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_1,33567433,1648119009.8078597,FRA,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_2,33567433,16446690.52901312,FRA,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_3,33567433,7427957.916177727,FRA,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_4,33567433,9378649.093525786,FRA,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_5,33567433,1128030.4126358032,FRA,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_0,33614642,245295843.9067275,ESP,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_1,33614642,10605194.675882284,ESP,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_2,33614642,256239.46729856005,ESP,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_3,33614642,54255.03131800632,ESP,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_4,33614642,185066.65310803585,ESP,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_0,33701383,1330202265.44084,NOR,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_1,33701383,8520.066801243203,NOR,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_2,33701383,399.9363250732422,NOR,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_0,33701383,8733350.751803841,FIN,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_1,33701383,94523.29984465954,FIN,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_0,33701383,7910809530.430405,SWE,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_1,33701383,11024667.000789508,SWE,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_2,33701383,820440.9796062993,SWE,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_3,33701383,289582.41387176514,SWE,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_4,33701383,1224965.7240829468,SWE,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_0,33719776,3090365466.3523407,FIN,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_1,33719776,8247478.938789338,FIN,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_2,33719776,189103.40720367432,FIN,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_3,33719776,58631.57009124756,FIN,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_4,33719776,71436.78122711182,FIN,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_0,33719776,6478956412.157173,SWE,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_1,33719776,7072528.507714904,SWE,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_2,33719776,107172.7162399292,SWE,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_3,33719776,10907.481262207031,SWE,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_4,33719776,43531.24574279785,SWE,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_0,33843269,797313223.0186663,ESP,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_1,33843269,138044887.64662695,ESP,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_2,33843269,1558633.998247962,ESP,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_3,33843269,802919.5256600174,ESP,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_4,33843269,670657.5468010098,ESP,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_5,33843269,323546.3650369083,ESP,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_0,34230195,4666965846.492406,CHE,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_1,34230195,109415005.49399972,CHE,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_2,34230195,4580300.554325059,CHE,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_3,34230195,1218886.302378905,CHE,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_4,34230195,1726593.6043551874,CHE,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_5,34230195,188680.0174560547,CHE,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_0,34230195,4987549943.485072,ITA,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_1,34230195,140002199.29132295,ITA,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_2,34230195,9298024.39178138,ITA,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_3,34230195,1871659.7686997657,ITA,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_4,34230195,3063420.468175492,ITA,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_5,34230195,40620.627502441406,ITA,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_0,34438256,5634678463.948047,CZE,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_1,34438256,4230538064.6113553,CZE,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_2,34438256,28739860.3159992,CZE,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_3,34438256,11851799.712532464,CZE,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_4,34438256,16668670.697596442,CZE,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_5,34438256,5803838.990840388,CZE,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_0,34452496,1615754644.394505,FIN,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_1,34452496,220342434.5977912,FIN,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_2,34452496,2465299.81453271,FIN,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_3,34452496,1275834.6584007414,FIN,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_4,34452496,2040615.456665817,FIN,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_5,34452496,132083.3250350952,FIN,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_0,34616968,980249930.0781465,SWE,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_1,34616968,41561458.10964206,SWE,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_2,34616968,2621321.394194001,SWE,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_3,34616968,476772.2039859846,SWE,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_4,34616968,1666806.2567837886,SWE,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd_5,34616968,18208.26455688477,SWE,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_0,34812866,147296042.8427593,GBR,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_1,34812866,534461.4388960595,GBR,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_2,34812866,43627.25434112549,GBR,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_3,34812866,10106.33479309082,GBR,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_4,34812866,20112.515129089355,GBR,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_0,34859378,925463289.3308284,BEL,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_1,34859378,160197761.67991373,BEL,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_2,34859378,2856045.297012838,BEL,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_3,34859378,1027037.7449375824,BEL,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_4,34859378,2029425.5824868595,BEL,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
