system:index,CellCode,area,stratum,type,.geo
2_3,25752719,44031.74272155762,800,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,25817888,5325404410.499754,661,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,25817888,4591852485.622049,735,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,25817888,2465725.6986470837,661,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,25817888,1063214.1224487904,735,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,25825683,1310650187.5187783,780,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,25825683,123116.8084640503,780,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,25981152,9921220193.585829,664,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,25981152,35851953.34161122,664,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,26357176,428796627.34383094,701,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,26357176,1945550602.1034472,798,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2,26357176,30537185.193753906,805,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,26357176,4366763.668648963,701,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,26357176,19903226.681236744,798,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2,26357176,43946.26392364502,805,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,26376554,9927280787.2981,686,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,26376554,23038131.041702807,686,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,26400686,8054231797.9405,652,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,26400686,1927349385.0332415,725,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2,26400686,4018724.817931561,786,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,26400686,13334779.829545146,652,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,26400686,2631019.569054188,725,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2,26400686,16910.520294189453,786,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,26466980,9783776712.14536,679,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,26466980,4562210.141699698,679,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,26545950,9920417105.859028,654,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,26545950,45002844.30747166,654,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,26575463,151226155.21500397,645,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,26575463,54311.28408050537,645,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,26607137,328735648.4995285,799,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,26607137,1242352.3460487514,799,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,26636520,3429155187.2532635,665,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,26636520,109204127.67039798,703,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,26636520,7231973.67596256,665,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,26636520,286527.7118354349,703,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,26762955,9326502869.073214,664,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,26762955,595901561.5347879,686,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,26762955,14659050.009930989,664,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,26762955,943891.0185089112,686,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,26836743,4401403045.941856,795,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,26836743,17197674.16973114,806,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,26836743,9917669.069671482,795,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,26836743,7305.018844604492,806,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,26961052,6185805177.775392,686,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,26961052,3565660927.440358,689,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,26961052,11544339.326022878,686,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,26961052,2012844.697774012,689,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,27263845,7608945460.040659,793,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,27263845,2367950499.515458,799,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,27263845,2905554.6442093193,793,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,27263845,1306139.599829281,799,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,27365903,910787166.5489995,793,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,27365903,319026790.1067469,803,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,27365903,2314413.525948468,793,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,27365903,637425.5462300021,803,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,27382758,746118585.5967157,785,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,27382758,3142293.4119873047,785,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,27396324,1499086800.6752164,792,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,27396324,8450772985.700076,793,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,27396324,381461.1912460327,792,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,27396324,2461889.1472880645,793,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,27493381,3958451729.703445,662,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,27493381,5776852749.852528,791,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,27493381,11299931.572501808,662,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,27493381,29268880.561510004,791,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,27550308,5039393479.21731,785,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,27550308,4897398210.797973,786,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,27550308,24290608.870157573,785,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,27550308,7357927.735898007,786,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,27621353,479868013.5136919,675,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,27621353,2763869200.2343507,689,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2,27621353,4875536034.84594,795,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3,27621353,510628952.8522625,799,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,27621353,1521655.401609892,675,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,27621353,2781965.60307312,689,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2,27621353,10531419.34043914,795,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3,27621353,607037.9934234619,799,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,27638974,5276829774.609841,806,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,27638974,38142715.1611835,806,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,27746717,8959718062.623463,647,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,27746717,161693349.6515512,654,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,27746717,21283497.724744823,647,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,27746717,165416.1891860962,654,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,27833724,828287021.6041526,0,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,27833724,8746808455.775938,711,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,27833724,103974.41130065918,711,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,27901949,9523621182.33586,652,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,27901949,368154890.8764511,703,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2,27901949,11250283.422155105,725,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,27901949,22015258.183155704,652,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,27901949,631365.6355107925,703,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2,27901949,4402.096237182617,725,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,2801502,9926222910.631529,674,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,2801502,13441669.375087185,692,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,2801502,20660207.787002623,674,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,2801502,32803.29335021973,692,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,28051083,6874879745.423018,717,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,28051083,6805944.949205555,717,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,28066877,1337054043.088775,675,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,28066877,8603870469.339964,689,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,28066877,10734686.618767714,675,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,28066877,14847791.02986241,689,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,28096126,860599742.316384,799,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,28096126,2850329.8181210384,799,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,28209198,9923912348.869465,679,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,28209198,6201623.178705642,679,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,28217147,4431806220.046249,665,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,28217147,5463469017.722114,703,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,28217147,8222631.20682403,665,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,28217147,13030037.739996906,703,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,2844016,261657701.07225817,711,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,2844016,793819.772392273,711,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,28563950,94346017.53890644,0,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,28563950,6696722138.080677,711,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,28563950,3515146.3231263105,711,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,28576583,1077212313.8688073,651,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,28576583,4568043.969146609,651,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,28667551,6918008810.744331,654,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,28667551,2960171591.9009886,664,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,28667551,11380516.799674988,654,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,28667551,2232102.603390114,664,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,28733733,475150372.9936346,672,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,28733733,448974.63767870737,672,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,28772736,9868024735.8093,674,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,28772736,30709803.37205712,674,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,28849022,8314790174.561689,664,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,28849022,1655307004.7869778,686,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,28849022,16433445.10183596,664,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,28849022,1796915.9828257842,686,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,28878043,8758984598.265375,686,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,28878043,1132044431.6265635,689,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,28878043,26121477.45164017,686,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,28878043,912539.4395936556,689,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,28923319,8124922709.06981,717,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,28923319,4226637.270565378,717,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,29065435,406146831.1681459,679,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,29065435,525080.366859436,679,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,29089457,178115839.27168733,672,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,29089457,688119.3276437199,672,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,29206093,9966315970.869898,793,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,29206093,8796667.08344206,793,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,29288296,127648586.53939152,787,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,29288296,1830624.6245701208,787,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,29439700,9380417157.023249,717,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,29439700,382942.31147595576,717,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,29714118,3472260770.521004,795,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,29714118,1360987062.5892503,802,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2,29714118,2201027514.650235,806,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,29714118,9324341.891736738,795,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,29714118,701886.2034884584,802,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2,29714118,8944917.961167999,806,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,29989783,236527066.61384445,644,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,29989783,9489043044.84609,795,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2,29989783,8120290.017055531,802,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3,29989783,240975855.03487667,806,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,29989783,198412.1186560238,644,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,29989783,13409919.334209727,795,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2,29989783,11508.30990600586,802,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3,29989783,577970.9214090086,806,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,30017715,555509981.6828358,787,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,30017715,1507483.7224890315,787,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,30106294,9944250824.444515,654,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,30106294,5091343.123314084,654,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,30169234,4913945105.757441,679,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,30169234,3106855792.3846965,717,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,30169234,12068246.460342018,679,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,30169234,1020817.2951583862,717,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,30293686,2758740586.668392,652,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,30293686,251953995.29972452,791,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2,30293686,6628173380.885889,804,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,30293686,8071323.730760551,652,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,30293686,1692405.6937102077,791,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2,30293686,16195365.195975002,804,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,30298453,19854454.856712997,708,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,30298453,3235793832.106349,717,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2,30298453,4686040056.50636,780,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,30298453,17806.548370361328,708,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,30298453,433621.4094338211,717,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2,30298453,410458.5141596476,780,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,30367639,2107102789.0724068,711,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,30367639,93584.83438571106,711,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,30518969,277320507.42789894,793,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,30518969,3390764623.381001,799,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,30518969,177548.60301938525,793,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,30518969,11430272.44617842,799,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,30535355,5552262277.595463,735,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,30535355,2171013.2427104576,735,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,30536611,2947265434.934603,648,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,30536611,1382173267.84937,664,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,30536611,7953049.618074814,648,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,30536611,4245439.274534876,664,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,30585114,9980184004.935003,686,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,30585114,22890289.85439501,686,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,30597625,846840313.5559131,806,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,30597625,4144534.9511699905,806,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,30597956,3537014256.471023,648,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,30597956,2411372.848922879,648,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,30646783,3436875128.403025,646,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,30646783,2744705530.0601845,678,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2,30646783,2903981345.472346,785,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,30646783,1299784.8557120827,646,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,30646783,1858319.2417595957,678,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2,30646783,2941343.0765625597,785,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,3068212,5965967534.255343,651,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,3068212,37001634.85451627,651,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,30777244,947693263.4793572,785,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,30777244,1627814.780321428,785,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,30811478,165127954.12724558,717,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,30811478,73680.03630562576,717,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,30827031,246713898.60312492,679,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,30827031,811419.5267634672,679,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,30841118,1911887056.6357903,646,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,30841118,53207707.99320128,660,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2,30841118,7942841172.385646,674,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,30841118,3822217.510294267,646,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,30841118,26398.4455947876,660,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2,30841118,26116679.45927821,674,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,30867007,71032194.9127863,708,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,30867007,432675938.6478262,717,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2,30867007,8812682825.746504,780,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,30867007,2602.002456665039,708,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,30867007,480270.9201507568,717,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2,30867007,263606.64293670654,780,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,30882138,1694167536.1899865,651,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,30882138,4713197021.939302,663,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,30882138,5325690.018523003,651,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,30882138,14028350.037619706,663,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,31059744,9902904915.473352,654,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,31059744,34434394.35705501,654,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,31200096,91856915.56288344,648,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,31200096,792235092.3746598,793,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2,31200096,9042640021.170263,800,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,31200096,200.06114959716797,648,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,31200096,132250.5570602417,793,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2,31200096,1977995.690490723,800,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,31384930,9710455274.61015,717,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,31384930,799.6720199584961,717,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,31438811,1068199031.5313206,646,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,31438811,7355027126.463032,654,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2,31438811,2190961.4080550256,661,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3,31438811,1517213916.681262,692,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,31438811,1631350.0206450515,646,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,31438811,45174931.743535146,654,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2,31438811,2358.2029263664695,661,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3,31438811,1681766.1471884036,692,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,31440358,211806099.10178223,708,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,31440358,411988286.7579293,717,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2,31440358,175313497.7134514,780,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,31440358,139776.41970825195,708,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,31440358,75074.2684650496,717,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2,31440358,201395.4154586792,780,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,31466239,9797289563.15846,654,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,31466239,15725062.90313712,654,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,31504693,7644895055.043934,652,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,31504693,1343537459.7569869,662,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2,31504693,756605926.5117033,703,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3,31504693,205906554.790266,804,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,31504693,22918061.539605893,652,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,31504693,958355.2856750488,662,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2,31504693,340570.563924782,703,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3,31504693,137282.89410750446,804,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,31511412,3329482049.8955727,648,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,31511412,144200057.26300573,793,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2,31511412,1531939840.0951328,805,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,31511412,18053930.570093043,648,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,31511412,907369.2532481774,793,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2,31511412,5787281.901173431,805,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,31517186,9874729225.236431,727,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,31517186,15219832.221103802,727,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,31644383,6959111306.261452,717,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,31644383,2439597388.6955843,780,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,31644383,198725.05555725095,717,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,31853093,94813260.71862791,645,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,31853093,131915.51053619385,645,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,31897281,286242285.4951116,708,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,31897281,1108904076.2704155,780,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,31897281,152557.9157180786,708,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,31897281,362140.3717956543,780,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,31905313,8906230555.368225,717,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,31905313,461104.6498336792,717,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,31986079,6840777654.465952,647,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,31986079,1924283663.2423189,679,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,31986079,19347168.03609709,647,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,31986079,2130994.954085496,679,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,32031899,3645458648.253677,647,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,32031899,96616391.57412164,654,allLand,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,32031899,40925597.98484976,647,loss,"{""type"":""MultiPoint"",""coordinates"":[]}"
