system:index,area,id,stratum,.geo
"51,18_4",336400.0,3.67298725E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,18_0",2.4452748E9,7.13926035E8,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,18_1",286400.0,7.13926035E8,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,18_2",67200.0,7.13926035E8,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,18_3",3600.0,7.13926035E8,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,18_4",11200.0,7.13926035E8,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"53,18_0",2.44777E9,9.366228611E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"53,18_1",22000.0,9.366228611E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"53,18_2",800.0,9.366228611E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"54,18_0",2.4736592E9,2.502954145E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"54,18_1",9600.0,2.502954145E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"55,18_0",2.4731728E9,5.841794558E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"55,18_1",568000.0,5.841794558E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"55,18_2",22800.0,5.841794558E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"55,18_3",1200.0,5.841794558E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"55,18_4",5600.0,5.841794558E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"56,18_0",2.4457896E9,4.045395719E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"56,18_1",960000.0,4.045395719E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"56,18_2",98800.0,4.045395719E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"56,18_3",6800.0,4.045395719E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"56,18_4",61600.0,4.045395719E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,18_0",2.4544236E9,1.615553919E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,18_1",753600.0,1.615553919E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,18_0",1.6951216E9,8.836000366E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,18_1",2170000.0,8.836000366E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,18_2",44400.0,8.836000366E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,18_3",16800.0,8.836000366E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,18_4",800.0,8.836000366E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"82,18_0",1.251E7,2.498496874E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"82,18_1",441600.0,2.498496874E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"82,18_2",14000.0,2.498496874E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"82,18_3",10400.0,2.498496874E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"82,18_4",12400.0,2.498496874E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"82,18_5",400.0,2.498496874E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"83,18_0",1.3058E7,2.843342857E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"83,18_1",560000.0,2.843342857E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"83,18_2",47200.0,2.843342857E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"83,18_3",3200.0,2.843342857E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"83,18_4",9200.0,2.843342857E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,18_0",3.876388E8,1.881612564E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,18_1",3980400.0,1.881612564E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,18_2",311200.0,1.881612564E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,18_3",64000.0,1.881612564E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,18_4",168400.0,1.881612564E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,18_5",800.0,1.881612564E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,18_0",1.927848E9,7.61598281E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,18_1",7605600.0,7.61598281E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,18_2",329600.0,7.61598281E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,18_3",36800.0,7.61598281E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,18_4",215600.0,7.61598281E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,18_5",3200.0,7.61598281E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,18_0",2.0967912E9,3.196838586E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,18_1",1200.0,3.196838586E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,18_0",2.30477E9,1.565219198E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,18_1",284400.0,1.565219198E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,18_2",5200.0,1.565219198E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"88,18_0",2.2041856E9,5.341884114E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"88,18_1",936800.0,5.341884114E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"88,18_2",7600.0,5.341884114E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"89,18_0",2.3211032E9,3.867866145E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"89,18_1",1990400.0,3.867866145E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"89,18_2",35600.0,3.867866145E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"89,18_3",2000.0,3.867866145E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"89,18_4",18000.0,3.867866145E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"90,18_0",2.36573E9,7.493709298E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"90,18_1",1.52324E7,7.493709298E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"90,18_2",2177200.0,7.493709298E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"90,18_3",279600.0,7.493709298E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"90,18_4",1684800.0,7.493709298E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"91,18_0",2.4410228E9,8.431779181E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"91,18_1",4128400.0,8.431779181E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"91,18_2",330800.0,8.431779181E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"91,18_3",57600.0,8.431779181E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"91,18_4",161600.0,8.431779181E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"92,18_0",2.4425588E9,4.098749495E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"92,18_1",6813600.0,4.098749495E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"92,18_2",315200.0,4.098749495E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"92,18_3",40400.0,4.098749495E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"92,18_4",120800.0,4.098749495E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"93,18_0",2.4316124E9,5.303339117E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"93,18_1",5422800.0,5.303339117E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"93,18_2",194400.0,5.303339117E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"93,18_3",21200.0,5.303339117E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"93,18_4",64800.0,5.303339117E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"94,18_0",2.4029084E9,6.92141025E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"94,18_1",4860000.0,6.92141025E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"94,18_2",101600.0,6.92141025E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"94,18_3",35600.0,6.92141025E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"94,18_4",44800.0,6.92141025E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"94,18_5",400.0,6.92141025E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"95,18_0",2.3347972E9,3.793250712E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"95,18_1",4601600.0,3.793250712E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"95,18_2",165600.0,3.793250712E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"95,18_3",22000.0,3.793250712E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"95,18_4",89600.0,3.793250712E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"96,18_0",2.1698452E9,8.357928066E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"96,18_1",1.108E7,8.357928066E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"96,18_2",485200.0,8.357928066E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"96,18_3",123200.0,8.357928066E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"96,18_4",257200.0,8.357928066E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"97,18_0",2.1489168E9,8.310836658E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"97,18_1",4456400.0,8.310836658E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"97,18_2",112400.0,8.310836658E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"97,18_3",24800.0,8.310836658E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"97,18_4",33600.0,8.310836658E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"98,18_0",2.900444E8,9.088886355E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"98,18_1",282400.0,9.088886355E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"98,18_2",4000.0,9.088886355E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"98,18_3",400.0,9.088886355E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"49,19_0",1.794892E8,6.110854817E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"49,19_1",1695600.0,6.110854817E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"49,19_2",147600.0,6.110854817E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"49,19_3",70400.0,6.110854817E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"49,19_4",147600.0,6.110854817E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"50,19_0",1.316334E9,2.899959371E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"50,19_1",7.19844E7,2.899959371E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"50,19_2",2446800.0,2.899959371E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"50,19_3",1477200.0,2.899959371E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"50,19_4",3214400.0,2.899959371E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,19_0",2.2606912E9,6.190103022E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,19_1",1.46208E7,6.190103022E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,19_2",2296400.0,6.190103022E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,19_3",210800.0,6.190103022E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,19_4",2542400.0,6.190103022E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,19_0",2.4514516E9,4.41861064E8,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,19_1",4791200.0,4.41861064E8,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,19_2",521600.0,4.41861064E8,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,19_3",18400.0,4.41861064E8,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,19_4",265200.0,4.41861064E8,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"53,19_0",2.4063604E9,4.401478735E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"53,19_1",7200.0,4.401478735E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"53,19_2",8800.0,4.401478735E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"54,19_0",2.4047132E9,2.560239706E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"55,19_0",2.495316E9,6.567155677E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"56,19_0",2.4170144E9,2.541546344E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"56,19_1",7600.0,2.541546344E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,19_0",2.4243312E9,8.85454669E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,19_1",982000.0,8.85454669E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,19_2",60400.0,8.85454669E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,19_3",4400.0,8.85454669E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,19_4",14000.0,8.85454669E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,19_0",2.3328076E9,5.3776058E8,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,19_1",6980800.0,5.3776058E8,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,19_2",368000.0,5.3776058E8,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,19_3",220000.0,5.3776058E8,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,19_4",217200.0,5.3776058E8,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"59,19_0",2.520704E8,292611.0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"59,19_1",383200.0,292611.0,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"59,19_2",15200.0,292611.0,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"59,19_3",1600.0,292611.0,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"83,19_0",4.96216E7,5.63826236E8,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"83,19_1",545200.0,5.63826236E8,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"83,19_2",89200.0,5.63826236E8,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"83,19_3",5600.0,5.63826236E8,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"83,19_4",62000.0,5.63826236E8,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,19_0",1.480006E9,9.188611683E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,19_1",1.82648E7,9.188611683E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,19_2",960400.0,9.188611683E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,19_3",167600.0,9.188611683E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,19_4",647600.0,9.188611683E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,19_5",2800.0,9.188611683E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,19_0",2.1755632E9,9.369224601E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,19_1",9858400.0,9.369224601E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,19_2",426400.0,9.369224601E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,19_3",50000.0,9.369224601E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,19_4",290400.0,9.369224601E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,19_0",2.1997512E9,6.437254568E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,19_1",429200.0,6.437254568E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,19_2",17200.0,6.437254568E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,19_3",2000.0,6.437254568E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,19_4",21200.0,6.437254568E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,19_0",2.346948E9,9.244099181E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,19_1",365600.0,9.244099181E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,19_2",34000.0,9.244099181E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,19_3",1600.0,9.244099181E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,19_4",29200.0,9.244099181E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"88,19_0",2.2143156E9,1.85269492E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"88,19_1",1952000.0,1.85269492E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"88,19_2",26400.0,1.85269492E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"88,19_3",800.0,1.85269492E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"88,19_4",10800.0,1.85269492E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"89,19_0",2.3027964E9,1.58652251E8,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"89,19_1",4372400.0,1.58652251E8,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"89,19_2",145600.0,1.58652251E8,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"89,19_3",19200.0,1.58652251E8,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"89,19_4",92000.0,1.58652251E8,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"90,19_0",2.425076E9,8.672860269E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"90,19_1",5495600.0,8.672860269E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"90,19_2",156400.0,8.672860269E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"90,19_3",25200.0,8.672860269E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"90,19_4",64000.0,8.672860269E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"91,19_0",2.434504E9,4.51491386E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"91,19_1",4409200.0,4.51491386E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"91,19_2",113600.0,4.51491386E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"91,19_3",17200.0,4.51491386E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"91,19_4",60000.0,4.51491386E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"92,19_0",2.4021316E9,9.308842829E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"92,19_1",9666400.0,9.308842829E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"92,19_2",364400.0,9.308842829E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"92,19_3",84800.0,9.308842829E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"92,19_4",236400.0,9.308842829E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"93,19_0",2.2384648E9,2.520855404E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"93,19_1",1.1578E7,2.520855404E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"93,19_2",558000.0,2.520855404E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"93,19_3",153200.0,2.520855404E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"93,19_4",286400.0,2.520855404E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"94,19_0",2.3398304E9,7.35298207E8,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"94,19_1",2.4326E7,7.35298207E8,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"94,19_2",2000800.0,7.35298207E8,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"94,19_3",556800.0,7.35298207E8,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"94,19_4",2144800.0,7.35298207E8,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"94,19_5",6400.0,7.35298207E8,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"95,19_0",2.3267268E9,7.474537004E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"95,19_1",8042800.0,7.474537004E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"95,19_2",165600.0,7.474537004E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"95,19_3",22000.0,7.474537004E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"95,19_4",79200.0,7.474537004E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"95,19_5",2000.0,7.474537004E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"96,19_0",2.2235552E9,3.930249912E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"96,19_1",7992000.0,3.930249912E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"96,19_2",173200.0,3.930249912E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"96,19_3",12400.0,3.930249912E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"96,19_4",53600.0,3.930249912E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"97,19_0",2.0100036E9,8.920051589E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"97,19_1",1.19944E7,8.920051589E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"97,19_2",533600.0,8.920051589E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"97,19_3",85600.0,8.920051589E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"97,19_4",278800.0,8.920051589E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"97,19_5",1600.0,8.920051589E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"98,19_0",1.6763832E9,7.251957302E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"98,19_1",1.18492E7,7.251957302E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"98,19_2",391600.0,7.251957302E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"98,19_3",53200.0,7.251957302E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"98,19_4",175600.0,7.251957302E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"99,19_0",2.48932E7,5.880334151E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"99,19_1",2800.0,5.880334151E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,20_0",1.2878992E9,2.362345893E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,20_1",1.68352E7,2.362345893E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,20_2",1222400.0,2.362345893E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,20_3",71600.0,2.362345893E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,20_4",897200.0,2.362345893E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,20_5",1600.0,2.362345893E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,20_0",2.461122E9,5.414448831E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,20_1",1207600.0,5.414448831E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,20_2",958400.0,5.414448831E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,20_3",15200.0,5.414448831E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,20_4",157200.0,5.414448831E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"53,20_0",2.2544344E9,6.015058154E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"53,20_1",84800.0,6.015058154E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"53,20_2",16400.0,6.015058154E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"53,20_3",3200.0,6.015058154E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"54,20_0",2.46392E9,7.66600466E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"54,20_1",403200.0,7.66600466E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"54,20_2",18400.0,7.66600466E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"55,20_0",2.4986472E9,7.905738562E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"55,20_1",1035200.0,7.905738562E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"56,20_0",2.4754248E9,9.138284924E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"56,20_1",33600.0,9.138284924E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"56,20_2",1200.0,9.138284924E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,20_0",2.3910748E9,2.627533708E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,20_1",1699600.0,2.627533708E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,20_2",122800.0,2.627533708E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,20_3",7200.0,2.627533708E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,20_4",17600.0,2.627533708E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,20_0",1.5252384E9,5.077819672E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,20_1",5984000.0,5.077819672E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,20_2",250800.0,5.077819672E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,20_3",67200.0,5.077819672E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,20_4",102800.0,5.077819672E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"59,20_0",7112000.0,1.906099209E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"82,20_0",1.50012E7,7.791862351E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"82,20_1",222400.0,7.791862351E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"82,20_2",35600.0,7.791862351E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"82,20_3",16400.0,7.791862351E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"82,20_4",8000.0,7.791862351E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"83,20_0",7.538288E8,2.894258047E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"83,20_1",2672400.0,2.894258047E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"83,20_2",280800.0,2.894258047E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"83,20_3",35200.0,2.894258047E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"83,20_4",197600.0,2.894258047E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,20_0",2.31993E9,5.599261779E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
