system:index,area,id,stratum,.geo
"86,58_1",7.994296E8,8.308040872E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,58_2",6533200.0,8.308040872E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,58_3",2146800.0,8.308040872E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,58_4",4261600.0,8.308040872E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,58_5",854000.0,8.308040872E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,58_0",1.438568E9,8.920845697E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,58_1",1.0264616E9,8.920845697E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,58_2",5684400.0,8.920845697E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,58_3",2448000.0,8.920845697E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,58_4",3529600.0,8.920845697E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,58_5",1223200.0,8.920845697E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"88,58_0",1.4498724E9,5.594378781E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"88,58_1",1.0083644E9,5.594378781E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"88,58_2",7867200.0,5.594378781E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"88,58_3",3084400.0,5.594378781E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"88,58_4",4722800.0,5.594378781E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"88,58_5",1411600.0,5.594378781E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"89,58_0",1.4434088E9,1.546440923E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"89,58_1",1.0139152E9,1.546440923E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"89,58_2",8257600.0,1.546440923E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"89,58_3",3398000.0,1.546440923E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"89,58_4",4670400.0,1.546440923E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"89,58_5",1668400.0,1.546440923E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"90,58_0",1.5414704E9,2.39626558E8,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"90,58_1",9.322448E8,2.39626558E8,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"90,58_2",7333600.0,2.39626558E8,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"90,58_3",3531600.0,2.39626558E8,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"90,58_4",5070800.0,2.39626558E8,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"90,58_5",2348000.0,2.39626558E8,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"91,58_0",9.493328E8,1.377475879E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"91,58_1",1.5153028E9,1.377475879E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"91,58_2",5918400.0,1.377475879E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"91,58_3",3357600.0,1.377475879E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"91,58_4",4368800.0,1.377475879E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"91,58_5",2432800.0,1.377475879E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"92,58_0",2.2456448E9,5.583603934E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"92,58_1",2.277476E8,5.583603934E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"92,58_2",8463600.0,5.583603934E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"92,58_3",1731600.0,5.583603934E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"92,58_4",4801200.0,5.583603934E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"92,58_5",450800.0,5.583603934E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"93,58_0",2.2234996E9,2.795848076E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"93,58_1",2.37092E8,2.795848076E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"93,58_2",1.05468E7,2.795848076E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"93,58_3",2425600.0,2.795848076E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"93,58_4",8060000.0,2.795848076E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"93,58_5",686400.0,2.795848076E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"94,58_0",2.12981E9,3.954258743E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"94,58_1",3.163316E8,3.954258743E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"94,58_2",6816800.0,3.954258743E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"94,58_3",2146000.0,3.954258743E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"94,58_4",5853600.0,3.954258743E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"94,58_5",1866400.0,3.954258743E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"95,58_0",2.0960068E9,8.769950504E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"95,58_1",3.863564E8,8.769950504E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"95,58_2",5098400.0,8.769950504E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"95,58_3",1834800.0,8.769950504E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"95,58_4",4096000.0,8.769950504E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"95,58_5",1089600.0,8.769950504E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"96,58_0",2.0729212E9,7.75573526E8,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"96,58_1",4.096328E8,7.75573526E8,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"96,58_2",5355600.0,7.75573526E8,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"96,58_3",1912400.0,7.75573526E8,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"96,58_4",3589600.0,7.75573526E8,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"96,58_5",1117200.0,7.75573526E8,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"97,58_0",1.8215044E9,7.308548282E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"97,58_1",6.487636E8,7.308548282E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"97,58_2",6823600.0,7.308548282E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"97,58_3",2726800.0,7.308548282E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"97,58_4",5218000.0,7.308548282E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"97,58_5",1748400.0,7.308548282E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"98,58_0",1.840678E9,2.048843728E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"98,58_1",3.834504E8,2.048843728E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"98,58_2",2225200.0,2.048843728E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"98,58_3",659600.0,2.048843728E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"98,58_4",1245600.0,2.048843728E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"98,58_5",270000.0,2.048843728E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"99,58_0",1.04676E8,4.160251069E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"99,58_1",711200.0,4.160251069E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"99,58_2",5200.0,4.160251069E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"99,58_3",1600.0,4.160251069E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"104,58_0",4.5026E7,2.017256375E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"104,58_1",5921600.0,2.017256375E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"104,58_2",53200.0,2.017256375E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"104,58_3",111600.0,2.017256375E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"104,58_4",8800.0,2.017256375E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"104,58_5",24400.0,2.017256375E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"105,58_0",3.172912E8,5.59139711E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"105,58_1",3.542292E8,5.59139711E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"105,58_2",1255600.0,5.59139711E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"105,58_3",1334400.0,5.59139711E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"105,58_4",426400.0,5.59139711E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"105,58_5",333600.0,5.59139711E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"106,58_0",954400.0,1.417536397E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"106,58_1",286000.0,1.417536397E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"106,58_2",1200.0,1.417536397E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"106,58_3",1600.0,1.417536397E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,59_0",5853600.0,4.606936068E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,59_1",540000.0,4.606936068E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,59_2",12800.0,4.606936068E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,59_3",2400.0,4.606936068E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,59_4",400.0,4.606936068E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"59,59_0",9.208768E8,5.689901693E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"59,59_1",5.916392E8,5.689901693E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"59,59_2",6701600.0,5.689901693E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"59,59_3",3421200.0,5.689901693E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"59,59_4",3748400.0,5.689901693E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"59,59_5",930000.0,5.689901693E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"60,59_0",1.5826456E9,2.940864743E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"60,59_1",8.973556E8,2.940864743E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"60,59_2",5502400.0,2.940864743E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"60,59_3",2749200.0,2.940864743E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"60,59_4",2607600.0,2.940864743E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"60,59_5",870400.0,2.940864743E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"61,59_0",1.4340148E9,5.3473155E8,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"61,59_1",1.0355148E9,5.3473155E8,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"61,59_2",7227600.0,5.3473155E8,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"61,59_3",4603200.0,5.3473155E8,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"61,59_4",4027600.0,5.3473155E8,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"61,59_5",1770000.0,5.3473155E8,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"62,59_0",9.880504E8,5.317981607E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"62,59_1",1.179166E9,5.317981607E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"62,59_2",9358000.0,5.317981607E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"62,59_3",6058000.0,5.317981607E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"62,59_4",4520800.0,5.317981607E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"62,59_5",2204800.0,5.317981607E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"63,59_0",1.002938E9,4.984983352E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"63,59_1",1.0325504E9,4.984983352E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"63,59_2",8889600.0,4.984983352E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"63,59_3",4942800.0,4.984983352E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"63,59_4",5081200.0,4.984983352E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"63,59_5",2067200.0,4.984983352E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"64,59_0",1.3873292E9,5.35187819E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"64,59_1",1.0923568E9,5.35187819E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"64,59_2",7838400.0,5.35187819E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"64,59_3",2828800.0,5.35187819E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"64,59_4",4021200.0,5.35187819E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"64,59_5",979200.0,5.35187819E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"65,59_0",1.4935272E9,6.192879109E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"65,59_1",9.897528E8,6.192879109E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"65,59_2",7146800.0,6.192879109E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"65,59_3",2172400.0,6.192879109E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"65,59_4",3319200.0,6.192879109E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"65,59_5",459600.0,6.192879109E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"66,59_0",1.6111844E9,3.969073432E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"66,59_1",8.755088E8,3.969073432E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"66,59_2",5681200.0,3.969073432E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"66,59_3",1654400.0,3.969073432E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"66,59_4",2627600.0,3.969073432E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"66,59_5",578400.0,3.969073432E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"67,59_0",1.05856E9,5.017041697E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"67,59_1",1.42694E9,5.017041697E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"67,59_2",4836000.0,5.017041697E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"67,59_3",1936000.0,5.017041697E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"67,59_4",2041200.0,5.017041697E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"67,59_5",720800.0,5.017041697E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"68,59_0",1.1141384E9,1.060421839E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"68,59_1",1.3486864E9,1.060421839E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"68,59_2",9120000.0,1.060421839E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"68,59_3",4618800.0,1.060421839E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"68,59_4",5135600.0,1.060421839E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"68,59_5",1461200.0,1.060421839E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"69,59_0",9.556148E8,6.411667668E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"69,59_1",1.4715068E9,6.411667668E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"69,59_2",1.19992E7,6.411667668E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"69,59_3",1.00812E7,6.411667668E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"69,59_4",1.22464E7,6.411667668E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"69,59_5",2917600.0,6.411667668E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"70,59_0",9.467168E8,3.540127852E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"70,59_1",1.5124412E9,3.540127852E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"70,59_2",8735200.0,3.540127852E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"70,59_3",4532800.0,3.540127852E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"70,59_4",7016800.0,3.540127852E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"70,59_5",3607200.0,3.540127852E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"71,59_0",1.1863288E9,7.18254626E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"71,59_1",1.2968508E9,7.18254626E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"71,59_2",2978800.0,7.18254626E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"71,59_3",1294400.0,7.18254626E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"71,59_4",1504400.0,7.18254626E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"71,59_5",594400.0,7.18254626E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"72,59_0",6.26006E8,1.648859958E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"72,59_1",1.8592232E9,1.648859958E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"72,59_2",1865600.0,1.648859958E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"72,59_3",2033600.0,1.648859958E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"72,59_4",1187600.0,1.648859958E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"72,59_5",1061200.0,1.648859958E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"73,59_0",1.287526E9,5.10300302E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"73,59_1",1.1970228E9,5.10300302E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"73,59_2",1376000.0,5.10300302E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"73,59_3",705600.0,5.10300302E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"73,59_4",839200.0,5.10300302E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"73,59_5",333200.0,5.10300302E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"74,59_0",1.381592E9,5.30522446E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"74,59_1",1.0873272E9,5.30522446E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"74,59_2",2166400.0,5.30522446E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"74,59_3",1321200.0,5.30522446E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"74,59_4",1493200.0,5.30522446E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"74,59_5",575200.0,5.30522446E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"75,59_0",1.2465632E9,2.652712431E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"75,59_1",1.2162616E9,2.652712431E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"75,59_2",4708400.0,2.652712431E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"75,59_3",3090800.0,2.652712431E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"75,59_4",3891600.0,2.652712431E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"75,59_5",1762800.0,2.652712431E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"76,59_0",1.7818052E9,4.83413816E8,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"76,59_1",6.911652E8,4.83413816E8,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"76,59_2",7689600.0,4.83413816E8,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"76,59_3",2721200.0,4.83413816E8,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"76,59_4",4601200.0,4.83413816E8,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"76,59_5",668000.0,4.83413816E8,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"77,59_0",2.0355772E9,3.619183801E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"77,59_1",4.51696E8,3.619183801E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"77,59_2",5006000.0,3.619183801E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"77,59_3",1956400.0,3.619183801E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"77,59_4",3032000.0,3.619183801E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"77,59_5",624400.0,3.619183801E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"78,59_0",1.4030984E9,1.857715976E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"78,59_1",1.0170312E9,1.857715976E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"78,59_2",7460400.0,1.857715976E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"78,59_3",4873200.0,1.857715976E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"78,59_4",4460800.0,1.857715976E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"78,59_5",2202400.0,1.857715976E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"79,59_0",1.3080348E9,5.996693236E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"79,59_1",1.1656036E9,5.996693236E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"79,59_2",5353200.0,5.996693236E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"79,59_3",4144400.0,5.996693236E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"79,59_4",3075200.0,5.996693236E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"79,59_5",3911600.0,5.996693236E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"80,59_0",1.5939084E9,8.600240022E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"80,59_1",8.86378E8,8.600240022E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"80,59_2",6002800.0,8.600240022E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"80,59_3",3560400.0,8.600240022E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"80,59_4",4004400.0,8.600240022E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"80,59_5",3114000.0,8.600240022E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"81,59_0",1.4070224E9,7.456219965E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"81,59_1",1.0639904E9,7.456219965E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"81,59_2",4722000.0,7.456219965E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"81,59_3",3689600.0,7.456219965E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"81,59_4",3486800.0,7.456219965E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"81,59_5",2860800.0,7.456219965E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"82,59_0",1.5714564E9,8.522168617E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"82,59_1",8.938564E8,8.522168617E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"82,59_2",4126400.0,8.522168617E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"82,59_3",3268400.0,8.522168617E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"82,59_4",3217600.0,8.522168617E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"82,59_5",2497200.0,8.522168617E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"83,59_0",1.564498E9,9.694999252E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"83,59_1",8.975692E8,9.694999252E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"83,59_2",3439600.0,9.694999252E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"83,59_3",3609600.0,9.694999252E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"83,59_4",2957200.0,9.694999252E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"83,59_5",2899600.0,9.694999252E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,59_0",1.6621664E9,5.9876387E7,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,59_1",7.851108E8,5.9876387E7,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,59_2",6256400.0,5.9876387E7,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,59_3",4031600.0,5.9876387E7,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,59_4",4629600.0,5.9876387E7,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,59_5",2893200.0,5.9876387E7,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,59_0",2.3282752E9,3.254703133E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,59_1",1.564084E8,3.254703133E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,59_2",5379200.0,3.254703133E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,59_3",1438800.0,3.254703133E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,59_4",3198000.0,3.254703133E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,59_5",313600.0,3.254703133E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,59_0",2.0294064E9,6.087716923E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,59_1",4.44586E8,6.087716923E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,59_2",5142800.0,6.087716923E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,59_3",1456000.0,6.087716923E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,59_4",3227200.0,6.087716923E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,59_5",328800.0,6.087716923E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,59_0",1.5903796E9,1.09565257E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,59_1",7.881648E8,1.09565257E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,59_2",6445600.0,1.09565257E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,59_3",2791200.0,1.09565257E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,59_4",4668800.0,1.09565257E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,59_5",1302800.0,1.09565257E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"88,59_0",1.5093784E9,3.542813392E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
