selectedName,sessionID,REFID,INDEX,verification,baseline_land_use,change_type,change_type_2,confidence,timespent,notes,starred,PLOTID
zander_venter,1737315465591,a0-04531303169832_38-7098534261595,0,no,forest,NA,NA,very certain,NA,NA,NA,a0-04531303169832_38-7098534261595
zander_venter,1737315465591,a13-41513152710657_47-83830721083802,1,no,forest,NA,NA,very certain,NA,NA,NA,a13-41513152710657_47-83830721083802
zander_venter,1737315465591,a16-93807322075551_45-40602113882165,2,no,forest,NA,NA,very certain,NA,NA,NA,a16-93807322075551_45-40602113882165
zander_venter,1737315465591,a5-14691031269749_50-95077036791575,3,no,shrubland,NA,NA,moderately certain,NA,NA,NA,a5-14691031269749_50-95077036791575
zander_venter,1737315799937,a7-85922943215815_45-99628762629743,0,no,water,NA,NA,very certain,NA,NA,NA,a7-85922943215815_45-99628762629743
zander_venter,1737315799937,a-6-49442756322622_53-56368278446406,1,no,cropland,NA,NA,moderately certain,NA,NA,NA,a-6-49442756322622_53-56368278446406
zander_venter,1737315993852,a25-96403307496173_44-93793635289983,0,no,cropland,NA,NA,very certain,NA,NA,NA,a25-96403307496173_44-93793635289983
zander_venter,1737315993852,a20-66301488192324_64-4834054975267,1,no,forest,NA,NA,very certain,NA,NA,NA,a20-66301488192324_64-4834054975267
zander_venter,1737315993852,a14-55220834318987_46-18808411468467,2,no,grassland/wetland,NA,NA,moderately certain,NA,NA,NA,a14-55220834318987_46-18808411468467
zander_venter,1737315993852,a15-48579118270305_44-36048532201287,3,no,bareland,NA,NA,very certain,NA,NA,NA,a15-48579118270305_44-36048532201287
zander_venter,1737406117527,a19-58675532329417_46-86168651387365,1,yes,forest,Industry and Manufacturing,NA,very certain,323.8,NA,NA,a19-58675532329417_46-86168651387365
zander_venter,1737406117527,a24-1086239180018_54-82867410993069,2,no,grassland/wetland,NA,NA,moderately certain,130,NA,NA,a24-1086239180018_54-82867410993069
zander_venter,1737406117527,a7-51809470710427_47-82837273581611,3,yes,grassland/wetland,Residential,NA,moderately certain,120,NA,NA,a7-51809470710427_47-82837273581611
zander_venter,1737406117527,a-21-67160659054681_64-15659846561768,4,no,cropland,NA,NA,very certain,90.564,NA,NA,a-21-67160659054681_64-15659846561768
zander_venter,1737406117527,a-2-5852367205371_55-02614224215207,5,no,forest,NA,NA,very certain,277.114,NA,NA,a-2-5852367205371_55-02614224215207
zander_venter,1737406117527,a18-63095276768697_51-69749800724855,6,no,bareland,NA,NA,very certain,54.294,NA,NA,a18-63095276768697_51-69749800724855
zander_venter,1737441670527,a15-8697138752691_41-09522231844541,0,no,cropland,NA,NA,very certain,97.382,NA,NA,a15-8697138752691_41-09522231844541
zander_venter,1737441670527,a16-61635212385798_58-18769158229657,1,yes,grassland/wetland,Residential,NA,very certain,39.405,NA,NA,a16-61635212385798_58-18769158229657
zander_venter,1737441670527,a7-68629503534242_47-26660967827338,2,no,cropland,NA,NA,moderately certain,57.642,NA,NA,a7-68629503534242_47-26660967827338
zander_venter,1737441670527,a14-9025589457742_50-41990793949343,3,no,forest,NA,NA,moderately certain,42.357,NA,NA,a14-9025589457742_50-41990793949343
zander_venter,1737441670527,a25-70702178828917_59-03533220503562,4,yes,grassland/wetland,Residential,NA,moderately certain,73.415,NA,NA,a25-70702178828917_59-03533220503562
zander_venter,1737441670527,a5-34198493965318_50-56861336190552,5,no,forest,NA,NA,very certain,45.763,NA,NA,a5-34198493965318_50-56861336190552
zander_venter,1737441670527,a13-7346561185882_46-4551961322882,6,no,forest,NA,NA,moderately certain,237.764,NA,NA,a13-7346561185882_46-4551961322882
zander_venter,1737441670527,a21-28560430899113_50-96811457958262,8,no,grassland/wetland,NA,NA,moderately certain,233.076,NA,NA,a21-28560430899113_50-96811457958262
zander_venter,1737441670527,a21-82914847876206_47-06173467066629,10,yes,cropland,Residential,NA,very certain,50.514,NA,NA,a21-82914847876206_47-06173467066629
zander_venter,1737441670527,a24-81730357872243_59-36884637797609,11,no,forest,NA,NA,very certain,26.93,NA,NA,a24-81730357872243_59-36884637797609
zander_venter,1737441670527,a6-17225783862528_44-55605513561465,12,no,bareland,NA,NA,very certain,33.659,NA,NA,a6-17225783862528_44-55605513561465
zander_venter,1737441670527,a20-0268981683218_46-61988558487558,13,no,built,NA,NA,moderately certain,43.091,NA,NA,a20-0268981683218_46-61988558487558
zander_venter,1737452535936,a34-38010955603878_37-47632061546198,0,no,cropland,NA,NA,very certain,67.649,NA,NA,a34-38010955603878_37-47632061546198
zander_venter,1737452535936,a18-59694107952522_48-19209311322555,1,yes,cropland,Aquaculture and Fishing,NA,very certain,57.641,NA,NA,a18-59694107952522_48-19209311322555
zander_venter,1737452535936,a24-82650320685695_59-34039540206325,2,yes,cropland,"Transport, Communication Networks, and Logistics",NA,moderately certain,52.621,NA,NA,a24-82650320685695_59-34039540206325
zander_venter,1737452535936,a10-09573068611225_56-99257320790407,3,yes,cropland,Residential,NA,moderately certain,56.57,NA,NA,a10-09573068611225_56-99257320790407
zander_venter,1737452535936,a2-39507630927276_41-92879643530777,4,no,forest,NA,NA,very certain,37.615,NA,NA,a2-39507630927276_41-92879643530777
zander_venter,1737452535936,a20-10032742388076_46-28695653676793,5,yes,cropland,"Transport, Communication Networks, and Logistics",Energy Production,moderately certain,154.455,NA,NA,a20-10032742388076_46-28695653676793
zander_venter,1737452535936,a-0-85651913510059_38-51090893751918,6,yes,cropland,Agriculture,NA,moderately certain,57.958,NA,NA,a-0-85651913510059_38-51090893751918
leopold_salzenstein,1737466844349,a15-18452243192915_45-7879312406615,0,yes,grassland/wetland,Uncertain,NA,moderately certain,283.58,NA,NA,a15-18452243192915_45-7879312406615
leopold_salzenstein,1737466844349,a25-63837365270359_42-44782166321832,1,no,cropland,NA,NA,very certain,105.641,NA,NA,a25-63837365270359_42-44782166321832
leopold_salzenstein,1737466844349,a2-72246030273078_44-47674811030717,2,yes,cropland,NA,NA,moderately certain,699.367,NA,NA,a2-72246030273078_44-47674811030717
leopold_salzenstein,1737466844349,a7-37050069950549_44-01375301884495,3,no,shrubland,NA,NA,very certain,67.767,NA,NA,a7-37050069950549_44-01375301884495
leopold_salzenstein,1737466844349,a-14-39197775953076_65-29129299312773,4,no,built,NA,NA,very certain,60.046,NA,NA,a-14-39197775953076_65-29129299312773
leopold_salzenstein,1737466844349,a3-24046468606424_51-16317356504959,5,yes,forest,Residential,NA,moderately certain,152.863,NA,NA,a3-24046468606424_51-16317356504959
leopold_salzenstein,1737466844349,a-9-31810228970667_54-07376359590508,6,no,built,NA,NA,very certain,48.806,NA,NA,a-9-31810228970667_54-07376359590508
leopold_salzenstein,1737466844349,a6-62329494506573_46-89197171739571,7,no,forest,NA,NA,very certain,87.851,NA,NA,a6-62329494506573_46-89197171739571
leopold_salzenstein,1737466844349,a-8-5034371221124_42-71657207265075,8,no,built,NA,NA,very certain,80.251,NA,NA,a-8-5034371221124_42-71657207265075
leopold_salzenstein,1737466844349,a23-8576913594811_41-29082178677504,9,no,forest,NA,NA,very certain,46.565,NA,NA,a23-8576913594811_41-29082178677504
leopold_salzenstein,1737466844349,a24-16055100456664_46-645694615057,10,yes,cropland,Residential,NA,moderately certain,120.821,NA,NA,a24-16055100456664_46-645694615057
leopold_salzenstein,1737466844349,a23-75652022479812_37-90977660894531,11,no,built,NA,NA,very certain,84.675,NA,NA,a23-75652022479812_37-90977660894531
leopold_salzenstein,1737466844349,a22-99551037364199_36-17542593324573,12,no,built,NA,NA,very certain,42.028,NA,NA,a22-99551037364199_36-17542593324573
leopold_salzenstein,1737466844349,a-3-08848270323181_43-32916488336425,13,no,grassland/wetland,NA,NA,moderately certain,174.262,NA,NA,a-3-08848270323181_43-32916488336425
leopold_salzenstein,1737466844349,a23-00049870437276_54-74961380454269,14,no,cropland,NA,NA,very certain,37.123,NA,NA,a23-00049870437276_54-74961380454269
leopold_salzenstein,1737466844349,a1-86378571179165_46-22157084040046,15,no,forest,NA,NA,moderately certain,137.85,NA,NA,a1-86378571179165_46-22157084040046
leopold_salzenstein,1737466844349,a15-1018757460523_65-8104006682339,16,yes,forest,Uncertain,NA,very certain,133.004,NA,NA,a15-1018757460523_65-8104006682339
leopold_salzenstein,1737466844349,a14-8303940340616_51-21872914661495,17,no,forest,NA,NA,very certain,208.865,NA,NA,a14-8303940340616_51-21872914661495
leopold_salzenstein,1737466844349,a25-62167807907832_41-92919955324357,18,yes,cropland,"Transport, Communication Networks, and Logistics",NA,moderately certain,136.139,NA,NA,a25-62167807907832_41-92919955324357
leopold_salzenstein,1737476416813,a15-05107768110898_45-89572289010096,1,yes,built,Residential,NA,very certain,66.032,NA,NA,a15-05107768110898_45-89572289010096
leopold_salzenstein,1737476416813,a22-47293407808544_39-86904446982426,2,no,shrubland,NA,NA,very certain,41.218,NA,NA,a22-47293407808544_39-86904446982426
leopold_salzenstein,1737476416813,a19-50068268845749_49-0597971065496,3,yes,cropland,Residential,NA,very certain,53.881,NA,NA,a19-50068268845749_49-0597971065496
leopold_salzenstein,1737476416813,a24-07482649539981_58-82576176673594,4,no,built,NA,NA,very certain,41.419,NA,NA,a24-07482649539981_58-82576176673594
leopold_salzenstein,1737476416813,a6-37212399491898_58-76570532120618,5,yes,shrubland,Uncertain,NA,moderately certain,79.601,NA,NA,a6-37212399491898_58-76570532120618
leopold_salzenstein,1737476416813,a27-33990708049759_56-54733418354865,6,no,built,NA,NA,very certain,64.927,NA,NA,a27-33990708049759_56-54733418354865
leopold_salzenstein,1737476416813,a24-77922017489086_56-04798774650032,7,no,cropland,NA,NA,very certain,38.573,NA,NA,a24-77922017489086_56-04798774650032
leopold_salzenstein,1737476416813,a-8-04093132553854_40-56096762731399,8,no,shrubland,NA,NA,very certain,41.583,NA,NA,a-8-04093132553854_40-56096762731399
leopold_salzenstein,1737476416813,a-1-02537172691867_37-69767713268965,9,no,built,NA,NA,very certain,60.458,NA,NA,a-1-02537172691867_37-69767713268965
leopold_salzenstein,1737476416813,a5-92973134868759_52-16623337698183,10,no,forest,NA,NA,very certain,50.286,NA,NA,a5-92973134868759_52-16623337698183
leopold_salzenstein,1737476416813,a9-45462245595658_47-46656198459014,11,no,built,NA,NA,very certain,59.164,NA,NA,a9-45462245595658_47-46656198459014
leopold_salzenstein,1737476416813,a15-15448922562065_46-60894552589276,12,no,built,NA,NA,very certain,193.874,NA,NA,a15-15448922562065_46-60894552589276
leopold_salzenstein,1737476416813,a15-14042790549466_48-00679540185202,14,no,grassland/wetland,NA,NA,very certain,85.586,NA,NA,a15-14042790549466_48-00679540185202
zander_venter,1737637415459,a15-10244826566866_48-97268825330948,0,no,forest,NA,NA,very certain,48.211,notes,FALSE,a15-10244826566866_48-97268825330948
zander_venter,1737637415459,a12-99622871718733_61-37865458523093,1,no,forest,NA,NA,very certain,177.603,NA,FALSE,a12-99622871718733_61-37865458523093
zander_venter,1737637415459,a10-94310486580914_55-16151089364135,2,no,forest,NA,NA,moderately certain,122.062,NA,FALSE,a10-94310486580914_55-16151089364135
samantha_venter,1737909013484,a17-20522874533598_48-09174820027111,0,no,cropland,NA,NA,moderately certain,400.293,NA,FALSE,a17-20522874533598_48-09174820027111
samantha_venter,1737909013484,a16-4801948643931_58-18557137279515,1,no,forest,NA,NA,very certain,86.659,NA,FALSE,a16-4801948643931_58-18557137279515
samantha_venter,1737912889735,a-6-44683363605364_53-83659321121385,0,no,cropland,NA,NA,very certain,64.84,NA,FALSE,a-6-44683363605364_53-83659321121385
samantha_venter,1737912889735,a15-00845625062046_47-89271862220969,1,no,forest,NA,NA,very certain,113.727,NA,FALSE,a15-00845625062046_47-89271862220969
samantha_venter,1737912889735,a16-95364171890798_53-4763397319641,2,no,forest,NA,NA,very certain,21.979,NA,FALSE,a16-95364171890798_53-4763397319641
samantha_venter,1737912889735,a33-99561700489837_38-27179938540117,3,yes,grassland/wetland,Industry and Manufacturing,NA,moderately certain,160.266,NA,FALSE,a33-99561700489837_38-27179938540117
samantha_venter,1737912889735,a7-64966438316263_43-80271821383901,4,no,forest,NA,NA,moderately certain,57.966,NA,FALSE,a7-64966438316263_43-80271821383901
samantha_venter,1737912889735,a9-6766610337955_52-10349632218196,5,no,cropland,NA,NA,very certain,36.239,NA,FALSE,a9-6766610337955_52-10349632218196
samantha_venter,1737912889735,a15-28208819982673_46-80944567387886,6,no,grassland/wetland,NA,NA,moderately certain,29.085,NA,FALSE,a15-28208819982673_46-80944567387886
zander_venter,1737913702367,a-7-31036289006545_53-00944640072891,0,yes,grassland/wetland,NA,NA,moderately certain,43.367,NA,FALSE,a-7-31036289006545_53-00944640072891
zander_venter,1737913702367,a10-17538648176661_53-44415801646632,1,no,grassland/wetland,NA,NA,very certain,46.127,NA,FALSE,a10-17538648176661_53-44415801646632
zander_venter,1737913702367,a11-2590745569224_54-70523277256642,2,no,forest,NA,NA,moderately certain,60.374,NA,FALSE,a11-2590745569224_54-70523277256642
zander_venter,1737913702367,a23-36695340902555_57-04437484357828,3,yes,grassland/wetland,Residential,NA,moderately certain,106.282,NA,FALSE,a23-36695340902555_57-04437484357828
zander_venter,1737913702367,a23-12454972168644_39-31313345844998,4,yes,cropland,"Transport, Communication Networks, and Logistics",NA,moderately certain,125.126,NA,FALSE,a23-12454972168644_39-31313345844998
zander_venter,1737913702367,a-5-97461412105212_37-22172134326563,5,yes,cropland,Agriculture,NA,moderately certain,90.866,NA,FALSE,a-5-97461412105212_37-22172134326563
zander_venter,1737913702367,a17-00213519054353_47-94178151027307,6,yes,cropland,Industry and Manufacturing,NA,moderately certain,123.911,NA,FALSE,a17-00213519054353_47-94178151027307
zander_venter,1737913702367,a5-7757278461385_60-38856581107058,7,yes,forest,"Recreation, Leisure, and Sports",NA,moderately certain,99.853,NA,FALSE,a5-7757278461385_60-38856581107058
zander_venter,1737913702367,a24-78350613963874_42-20059030819067,8,yes,grassland/wetland,NA,NA,moderately certain,105.737,NA,FALSE,a24-78350613963874_42-20059030819067
zander_venter,1737913702367,a0-05645633235581_52-29022902333239,9,yes,grassland/wetland,Residential,NA,very certain,47.07,NA,FALSE,a0-05645633235581_52-29022902333239
zander_venter,1737913702367,a8-28015123656313_46-79435214338498,10,no,forest,NA,NA,very certain,20.303,NA,FALSE,a8-28015123656313_46-79435214338498
zander_venter,1737913702367,a9-78145786573651_55-82674161826109,11,no,cropland,NA,NA,very certain,66.364,NA,FALSE,a9-78145786573651_55-82674161826109
zander_venter,1737913702367,a16-56353918790165_43-56685031719536,12,no,forest,NA,NA,moderately certain,71.18,NA,FALSE,a16-56353918790165_43-56685031719536
zander_venter,1737913702367,a39-24520810792496_41-04563105226595,13,no,forest,NA,NA,very certain,85.961,NA,FALSE,a39-24520810792496_41-04563105226595
zander_venter,1737913702367,a39-12270485807818_38-92483571768939,14,no,bareland,NA,NA,very certain,38.969,NA,FALSE,a39-12270485807818_38-92483571768939
zander_venter,1737913702367,a22-31025313030456_36-82796799787163,15,yes,shrubland,Residential,NA,moderately certain,121.215,NA,FALSE,a22-31025313030456_36-82796799787163
zander_venter,1737913702367,a28-40444011812127_43-48597302533897,16,no,cropland,NA,NA,very certain,63.46,NA,FALSE,a28-40444011812127_43-48597302533897
zander_venter,1737913702367,a6-13321522138524_45-77045319671529,17,no,grassland/wetland,NA,NA,moderately certain,49.718,NA,FALSE,a6-13321522138524_45-77045319671529
zander_venter,1737913702367,a35-72695566719119_40-5416235329874,18,no,built,NA,NA,moderately certain,54.422,NA,FALSE,a35-72695566719119_40-5416235329874
zander_venter,1737913702367,a0-17419010065692_44-25528758278944,19,no,forest,NA,NA,very certain,20.201,NA,FALSE,a0-17419010065692_44-25528758278944
zander_venter,1737913702367,a19-73695436544166_49-94330034181441,20,yes,cropland,Community Services,"Transport, Communication Networks, and Logistics",moderately certain,148.118,NA,FALSE,a19-73695436544166_49-94330034181441
zander_venter,1737913702367,a16-39843006454928_46-52337514288645,21,no,cropland,NA,NA,very certain,48.588,NA,FALSE,a16-39843006454928_46-52337514288645
zander_venter,1737913702367,a18-00748739357951_48-20250616280947,22,no,cropland,NA,NA,very certain,27.327,NA,FALSE,a18-00748739357951_48-20250616280947
zander_venter,1737913702367,a5-85781107889731_51-86332937331492,23,yes,grassland/wetland,"Recreation, Leisure, and Sports",NA,very certain,59.102,NA,FALSE,a5-85781107889731_51-86332937331492
zander_venter,1737913702367,a11-09586099878482_43-30334947565451,24,no,cropland,NA,NA,very certain,40.825,NA,FALSE,a11-09586099878482_43-30334947565451
zander_venter,1737913702367,a30-16163376829259_40-51343552242613,25,no,grassland/wetland,NA,NA,very certain,41.785,NA,FALSE,a30-16163376829259_40-51343552242613
zander_venter,1737913702367,a15-25070884492682_45-92783076873412,26,no,grassland/wetland,NA,NA,very certain,64.486,NA,FALSE,a15-25070884492682_45-92783076873412
zander_venter,1737913702367,a15-96847011782353_48-50996180179775,28,no,cropland,NA,NA,very certain,27.823,NA,FALSE,a15-96847011782353_48-50996180179775
zander_venter,1737913702367,a25-26598457946103_46-9203348210149,30,no,forest,NA,NA,very certain,17.858,NA,FALSE,a25-26598457946103_46-9203348210149
zander_venter,1737913702367,a9-96358632997784_48-63228938500844,31,no,forest,NA,NA,very certain,19.155,NA,FALSE,a9-96358632997784_48-63228938500844
zander_venter,1737913702367,a-6-76190653798004_54-09305970467898,32,no,forest,NA,NA,moderately certain,45.317,NA,FALSE,a-6-76190653798004_54-09305970467898
zander_venter,1737913702367,a23-9172289635742_61-62870318525496,33,yes,forest,NA,NA,very certain,23.492,NA,FALSE,a23-9172289635742_61-62870318525496
zander_venter,1737913702367,a19-45584945168945_51-82580327807887,34,yes,grassland/wetland,Residential,NA,very certain,50.249,NA,FALSE,a19-45584945168945_51-82580327807887
zander_venter,1737913702367,a15-43543787077499_59-18724576876186,35,no,cropland,NA,NA,very certain,51.755,NA,FALSE,a15-43543787077499_59-18724576876186
zander_venter,1737913702367,a33-01601359523483_39-55366220895914,36,yes,bareland,"Transport, Communication Networks, and Logistics",Residential,very certain,48.087,NA,FALSE,a33-01601359523483_39-55366220895914
zander_venter,1737913702367,a6-97343993574001_46-37631701248963,38,no,forest,NA,NA,very certain,34.143,NA,FALSE,a6-97343993574001_46-37631701248963
zander_venter,1737913702367,a24-63274680894229_40-94798682304085,39,no,forest,NA,NA,very certain,23.693,NA,FALSE,a24-63274680894229_40-94798682304085
zander_venter,1737913702367,a4-72600447977163_52-15588026099197,40,no,grassland/wetland,NA,NA,very certain,28.841,NA,FALSE,a4-72600447977163_52-15588026099197
zander_venter,1737913702367,a6-12201417012424_52-3001891774471,41,yes,grassland/wetland,Agriculture,NA,very certain,79.106,NA,FALSE,a6-12201417012424_52-3001891774471
zander_venter,1737913702367,a7-12692813827484_60-62720411529293,42,no,grassland/wetland,NA,NA,moderately certain,81.934,NA,FALSE,a7-12692813827484_60-62720411529293
zander_venter,1737913702367,a19-17360752366546_48-53655003091459,43,no,forest,NA,NA,very certain,22.768,NA,FALSE,a19-17360752366546_48-53655003091459
zander_venter,1737913702367,a8-79605944711959_55-21411045814265,44,no,cropland,NA,NA,very certain,47.204,NA,FALSE,a8-79605944711959_55-21411045814265
zander_venter,1737913702367,a4-18053743658158_45-78007428348519,46,no,grassland/wetland,NA,NA,very certain,30.617,NA,FALSE,a4-18053743658158_45-78007428348519
zander_venter,1737913702367,a-8-28741008311752_54-73364181896345,47,no,grassland/wetland,NA,NA,very certain,37.411,NA,FALSE,a-8-28741008311752_54-73364181896345
zander_venter,1737913702367,a41-17831811895697_37-87459389307539,48,yes,built,NA,NA,moderately certain,126.249,NA,FALSE,a41-17831811895697_37-87459389307539
zander_venter,1737913702367,a9-01206216943661_60-91640899343058,49,no,forest,NA,NA,very certain,149.317,NA,FALSE,a9-01206216943661_60-91640899343058
zander_venter,1737913702367,a0-99152354631288_44-36984741888782,50,no,forest,NA,NA,very certain,29.412,NA,FALSE,a0-99152354631288_44-36984741888782
annelinn_kumano-ensby,1737965157295,a-0-82518531318471_40-73656164945282,0,no,bareland,NA,NA,very certain,302.085,NA,FALSE,a-0-82518531318471_40-73656164945282
annelinn_kumano-ensby,1737965157295,a11-55200696117868_55-41002794157718,1,yes,grassland/wetland,Residential,NA,very certain,527.016,Looks like a huge grass lawn surrounding farm(?) turned into housing complex,FALSE,a11-55200696117868_55-41002794157718
annelinn_kumano-ensby,1737975864020,a8-67580705137053_55-97925046070986,0,no,cropland,NA,NA,moderately certain,171.243,Square in line of trees between crops,FALSE,a8-67580705137053_55-97925046070986
annelinn_kumano-ensby,1737975864020,a8-52811265963648_60-67708877183268,1,yes,shrubland,Uncertain,NA,moderately certain,139.325,road? pipeline?,FALSE,a8-52811265963648_60-67708877183268
annelinn_kumano-ensby,1737975864020,a16-81629648667655_67-75457372599175,2,no,bareland,NA,NA,very certain,180.262,snow in the bare mountain,FALSE,a16-81629648667655_67-75457372599175
annelinn_kumano-ensby,1737975864020,a26-71383420304365_55-960384104292,4,yes,cropland,Uncertain,NA,very certain,416.107,NA,FALSE,a26-71383420304365_55-960384104292
annelinn_kumano-ensby,1737975864020,a27-48222788574849_47-13996160130272,5,no,cropland,NA,NA,very certain,42.884,NA,FALSE,a27-48222788574849_47-13996160130272
annelinn_kumano-ensby,1737975864020,a15-78824505638068_47-67577653406875,7,no,cropland,NA,NA,very certain,194.137,NA,FALSE,a15-78824505638068_47-67577653406875
annelinn_kumano-ensby,1737975864020,a9-55885460587808_56-57926959168307,8,no,cropland,NA,NA,moderately certain,507.197,temporary placement of farming equipment,FALSE,a9-55885460587808_56-57926959168307
annelinn_kumano-ensby,1737975864020,a26-87760833582792_58-5481007896513,9,no,forest,NA,NA,moderately certain,271.696,no new high-resolution satelite,FALSE,a26-87760833582792_58-5481007896513
annelinn_kumano-ensby,1737975864020,a24-5296920499091_57-48834074100806,10,no,cropland,NA,NA,very certain,95.608,new greenhouse next to the square,FALSE,a24-5296920499091_57-48834074100806
annelinn_kumano-ensby,1737975864020,a23-4927596896294_42-6920704585375,12,no,cropland,NA,NA,very certain,81.461,NA,FALSE,a23-4927596896294_42-6920704585375
annelinn_kumano-ensby,1737975864020,a23-07707330347525_56-53093541034683,13,no,built,NA,NA,moderately certain,133.948,new building next to this road,FALSE,a23-07707330347525_56-53093541034683
annelinn_kumano-ensby,1737975864020,a10-45897370930548_50-05090608274402,14,no,cropland,NA,NA,moderately certain,177.485,NA,FALSE,a10-45897370930548_50-05090608274402
desmet_dries,1737979167241,a8-17736810141006_47-26488069851313,0,no,built,NA,NA,very certain,525.489,NA,FALSE,a8-17736810141006_47-26488069851313
annelinn_kumano-ensby,1737982211930,a27-5717233553103_42-97994622932571,0,no,forest,NA,NA,very certain,155.237,NA,FALSE,a27-5717233553103_42-97994622932571
annelinn_kumano-ensby,1737982211930,a16-43884377929237_47-95806955265211,2,yes,cropland,Commerce and Services,Industry and Manufacturing,very certain,170.701,NA,FALSE,a16-43884377929237_47-95806955265211
annelinn_kumano-ensby,1737982211930,a6-80881481121257_62-81107412093119,3,no,built,NA,NA,very certain,81.732,NA,FALSE,a6-80881481121257_62-81107412093119
annelinn_kumano-ensby,1737982211930,a12-00687476419305_55-04907543251776,4,no,cropland,NA,NA,moderately certain,65.812,NA,FALSE,a12-00687476419305_55-04907543251776
annelinn_kumano-ensby,1737982211930,a4-84398982699609_50-06237112554316,5,no,forest,NA,NA,moderately certain,203.748,NA,FALSE,a4-84398982699609_50-06237112554316
annelinn_kumano-ensby,1737982211930,a18-59155461669383_65-92348358545104,6,no,grassland/wetland,NA,NA,moderately certain,1173.245,NA,FALSE,a18-59155461669383_65-92348358545104
annelinn_kumano-ensby,1737982211930,a26-76517280680285_59-10650497314586,8,no,forest,NA,NA,moderately certain,0.903,no hig res image after 22,FALSE,a26-76517280680285_59-10650497314586
lotta_narhi,1737979740535,a29-73506892963713_67-47982858368827,0,no,forest,NA,NA,moderately certain,5458.061,NA,FALSE,a29-73506892963713_67-47982858368827
annelinn_kumano-ensby,1737982211930,a27-80278787860218_61-89606087917143,9,yes,grassland/wetland,Commerce and Services,NA,moderately certain,4.747,Avant Center Itä-Suomi (no new high res-satelite images),FALSE,a27-80278787860218_61-89606087917143
annelinn_kumano-ensby,1737982211930,a37-36325824293395_36-81995887723216,10,no,cropland,NA,NA,very certain,278.5,NA,FALSE,a37-36325824293395_36-81995887723216
annelinn_kumano-ensby,1737982211930,a22-03995677909362_62-23382171196587,11,no,forest,NA,NA,very certain,32.575,NA,FALSE,a22-03995677909362_62-23382171196587
annelinn_kumano-ensby,1737982211930,a6-00270000173597_51-66594973176989,12,yes,cropland,Commerce and Services,Energy Production,very certain,187.177,huge industrial complex with solar,TRUE,a6-00270000173597_51-66594973176989
zander_venter,1737986820493,a8-85074452411301_47-29623325100078,0,yes,grassland/wetland,Commerce and Services,NA,very certain,1363.607,NA,FALSE,a8-85074452411301_47-29623325100078
lotta_narhi,1737979740535,a12-88877354203338_55-87390927566725,1,yes,cropland,"Transport, Communication Networks, and Logistics",Commerce and Services,moderately certain,13.404,The land has been cleared but not yet built on,FALSE,a12-88877354203338_55-87390927566725
zander_venter,1737986820493,a18-19868515033463_49-58011095407548,1,no,forest,NA,NA,very certain,20.459,NA,FALSE,a18-19868515033463_49-58011095407548
zander_venter,1737986820493,a10-29365385757989_56-61716937230479,2,no,forest,NA,NA,very certain,65.012,NA,FALSE,a10-29365385757989_56-61716937230479
zander_venter,1737986820493,a27-31529761405943_40-41609348676222,3,no,built,NA,NA,very certain,195.282,NA,FALSE,a27-31529761405943_40-41609348676222
zander_venter,1737986820493,a6-38067742233212_60-27953576372183,4,no,grassland/wetland,NA,NA,moderately certain,102.006,NA,FALSE,a6-38067742233212_60-27953576372183
zander_venter,1737986820493,a18-1001937408335_46-82814093508184,5,no,built,NA,NA,very certain,31.765,NA,FALSE,a18-1001937408335_46-82814093508184
zander_venter,1737986820493,a39-6526603750118_36-90342564177552,6,yes,bareland,Uncertain,NA,moderately certain,84.433,NA,FALSE,a39-6526603750118_36-90342564177552
zander_venter,1737986820493,a-8-12575434810802_41-06869151325778,7,no,cropland,NA,NA,moderately certain,62.413,NA,FALSE,a-8-12575434810802_41-06869151325778
zander_venter,1737986820493,a23-6904003868304_69-01270874289206,8,no,grassland/wetland,NA,NA,moderately certain,55.16,NA,FALSE,a23-6904003868304_69-01270874289206
zander_venter,1737986820493,a15-27241616628645_37-82265701803626,9,no,grassland/wetland,NA,NA,moderately certain,93.722,NA,FALSE,a15-27241616628645_37-82265701803626
zander_venter,1737986820493,a24-22083686398637_45-63964787172274,10,no,grassland/wetland,NA,NA,very certain,24.732,NA,FALSE,a24-22083686398637_45-63964787172274
zander_venter,1737986820493,a8-76448171137026_58-51702167242588,11,no,forest,NA,NA,very certain,25.87,NA,FALSE,a8-76448171137026_58-51702167242588
zander_venter,1737986820493,a10-47726170238577_49-46129291344268,12,no,cropland,NA,NA,very certain,23.293,NA,FALSE,a10-47726170238577_49-46129291344268
zander_venter,1737986820493,a24-30771918787576_55-72501352305368,13,no,grassland/wetland,NA,NA,very certain,24.314,NA,FALSE,a24-30771918787576_55-72501352305368
zander_venter,1737986820493,a15-67279100079838_48-48032088109964,14,yes,cropland,Residential,NA,very certain,29.747,NA,FALSE,a15-67279100079838_48-48032088109964
lotta_narhi,1737979740535,a17-50668828362552_48-41054968555398,2,yes,shrubland,Industry and Manufacturing,NA,very certain,1899.666,This can also be a storage for sand.,FALSE,a17-50668828362552_48-41054968555398
zander_venter,1737990087921,a7-15016113477619_50-94257354685152,1,no,forest,NA,NA,very certain,108.585,NA,FALSE,a7-15016113477619_50-94257354685152
lotta_narhi,1737979740535,a1-20432264410222_41-28419297746896,3,no,built,NA,NA,very certain,509.936,NA,FALSE,a1-20432264410222_41-28419297746896
