system.index,CellCode,PLOTID,stratum,.geo,country,geometry
000000000000000000b0_0,1609724,a7-33941132364701_47-41510125834054,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.33941132364701, 47.4151012583405)"
0000000000000000145c_0,1609724,a7-83619155493412_47-57592228000586,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.83619155493412, 47.5759222800059)"
00000000000000002654_0,1609724,a7-69431800400102_47-46731294107149,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.69431800400102, 47.4673129410715)"
000000000000000000dc_0,26961052,a7-33028401934533_47-19044630708586,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.33028401934533, 47.1904463070859)"
00000000000000000221_0,26961052,a8-10156276255079_47-10483632382891,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.10156276255079, 47.1048363238289)"
000000000000000002fc_0,26961052,a7-1501258678302_46-91022233147673,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.1501258678302, 46.9102223314767)"
00000000000000000877_0,26961052,a7-14514056071305_46-74288408400163,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.14514056071305, 46.7428840840016)"
00000000000000000882_0,26961052,a7-57170181529897_47-20521253726678,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.57170181529897, 47.2052125372668)"
00000000000000000de0_0,26961052,a7-28642391554954_46-81473098279726,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.28642391554954, 46.8147309827973)"
00000000000000000e91_0,26961052,a8-21160380011483_47-22943439979756,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.21160380011483, 47.2294343997976)"
00000000000000000f96_0,26961052,a7-64733629397948_47-02297739526234,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.64733629397948, 47.0229773952623)"
0000000000000000131b_0,26961052,a7-44530682594618_46-83689702857753,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.44530682594618, 46.8368970285775)"
000000000000000013f1_0,26961052,a7-61581020017494_46-83953785610566,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.61581020017494, 46.8395378561057)"
0000000000000000150e_0,26961052,a7-42408722801029_46-50018482214453,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.42408722801029, 46.5001848221445)"
00000000000000001a36_0,26961052,a7-18351516122222_46-64370866198412,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.18351516122222, 46.6437086619841)"
00000000000000001f37_0,26961052,a7-69433120539194_47-14457791605975,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.69433120539194, 47.1445779160598)"
00000000000000002323_0,26961052,a7-5227350164223_47-202575053157,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.5227350164223, 47.202575053157)"
00000000000000002626_0,26961052,a7-58660809428048_46-8017777889972,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.58660809428048, 46.8017777889972)"
00000000000000000b8a_0,32493957,a6-30649796418554_46-44003536419218,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(6.30649796418554, 46.4400353641922)"
0000000000000000132a_0,32493957,a6-13164549196166_46-16663382530771,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(6.13164549196166, 46.1666338253077)"
00000000000000000a77_0,34230195,a7-2300724351066_46-15527040504077,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.2300724351066, 46.1552704050408)"
000000000000000021ae_0,34230195,a7-4652870601883_46-4443149506013,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.4652870601883, 46.4443149506013)"
00000000000000000dc4_0,74765029,a8-75861971796005_47-4081984101601,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.75861971796005, 47.4081984101601)"
00000000000000000fa2_0,74765029,a9-54528927619469_47-46643771038691,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(9.54528927619469, 47.4664377103869)"
00000000000000001e29_0,74765029,a9-59259421305723_47-41783975317449,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(9.59259421305723, 47.4178397531745)"
00000000000000000154_0,86531882,a8-43014080592484_47-39702756049295,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.43014080592484, 47.397027560493)"
00000000000000000159_0,86531882,a9-19899803208724_46-99731945574673,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(9.19899803208724, 46.9973194557467)"
0000000000000000039d_0,86531882,a9-43464778822746_47-31685955152237,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(9.43464778822746, 47.3168595515224)"
000000000000000005cd_0,86531882,a8-55562123680893_47-05016135473702,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.55562123680893, 47.050161354737)"
00000000000000000e4a_0,86531882,a9-18429404760937_46-77625487329548,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(9.18429404760937, 46.7762548732955)"
00000000000000001115_0,86531882,a8-77668345611362_47-01722937123861,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.77668345611362, 47.0172293712386)"
000000000000000016a8_0,86531882,a9-66979778596781_47-04245356527894,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(9.66979778596781, 47.0424535652789)"
00000000000000001a2e_0,86531882,a9-31543180828344_46-68090884421865,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(9.31543180828344, 46.6809088442186)"
0000000000000000209a_0,86531882,a9-55546944402283_46-69333305538962,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(9.55546944402283, 46.6933330553896)"
000000000000000003b9_0,93272735,a6-60060174716002_46-5717071263202,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(6.60060174716002, 46.5717071263202)"
00000000000000000b60_0,93272735,a6-6974487508445_46-97995251645874,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(6.6974487508445, 46.9799525164587)"
00000000000000001562_0,93272735,a6-87900236352211_46-66044360420843,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(6.87900236352211, 46.6604436042084)"
00000000000000001c4f_0,93272735,a7-09666621203687_46-73924612679846,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.09666621203687, 46.7392461267985)"
00000000000000001fcb_0,93272735,a6-21721402608663_46-45999931684315,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(6.21721402608663, 46.4599993168432)"
00000000000000002124_0,93272735,a6-75770428211433_47-05592498162093,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(6.75770428211433, 47.0559249816209)"
00000000000000000223_0,1609724,a8-18839567272729_47-55145378089215,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.18839567272729, 47.5514537808922)"
00000000000000000cbd_0,1609724,a8-01355075520316_47-51150011245795,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.01355075520316, 47.511500112458)"
00000000000000001225_0,1609724,a7-65775474304636_47-53091304402432,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.65775474304636, 47.5309130440243)"
000000000000000015c7_0,1609724,a8-01355278585406_47-52527480289237,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.01355278585406, 47.5252748028924)"
00000000000000001b4a_0,1609724,a7-4812923974344_47-42405780597723,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.4812923974344, 47.4240578059772)"
000000000000000024cb_0,1609724,a7-54142839653437_47-42750274769804,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.54142839653437, 47.427502747698)"
000000000000000002e6_0,26961052,a7-82917131730502_47-23011710268975,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.82917131730502, 47.2301171026898)"
00000000000000000581_0,26961052,a7-27247192653118_46-97067133665965,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.27247192653118, 46.9706713366596)"
000000000000000006f8_0,26961052,a7-81987736328152_47-30403960620974,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.81987736328152, 47.3040396062097)"
0000000000000000096d_0,26961052,a7-17932820566314_46-61188435421334,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.17932820566314, 46.6118843542133)"
00000000000000000ac8_0,26961052,a7-70202268158673_47-14951413872384,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.70202268158673, 47.1495141387238)"
00000000000000000b5f_0,26961052,a8-11496718347962_47-15315463919026,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.11496718347962, 47.1531546391903)"
00000000000000000cc1_0,26961052,a7-23982623760597_46-91669530603771,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.23982623760597, 46.9166953060377)"
00000000000000000e0e_0,26961052,a7-58742998372528_46-80098549414907,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.58742998372528, 46.8009854941491)"
000000000000000012b7_0,26961052,a7-58474885700551_47-09995412731696,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.58474885700551, 47.099954127317)"
000000000000000013f6_0,26961052,a7-73154501948966_47-16481455029799,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.73154501948966, 47.164814550298)"
00000000000000001575_0,26961052,a7-24020459557905_47-14468877485387,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.24020459557905, 47.1446887748539)"
00000000000000001ce6_0,26961052,a7-78972325919751_47-167186174252,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.78972325919751, 47.167186174252)"
00000000000000001e01_0,26961052,a7-1891635660022_46-73187916918923,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.1891635660022, 46.7318791691892)"
00000000000000001ebc_0,26961052,a7-7039113235059_46-61229462372496,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.7039113235059, 46.612294623725)"
00000000000000002494_0,26961052,a8-11164730884211_47-22684198981111,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.11164730884211, 47.2268419898111)"
00000000000000000fc0_0,32493957,a6-1296817461438_46-16692329245857,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(6.1296817461438, 46.1669232924586)"
00000000000000001908_0,32493957,a6-15270987407007_46-37918110380526,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(6.15270987407007, 46.3791811038053)"
0000000000000000186b_0,34230195,a7-43233500873619_46-24998785439318,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.43233500873619, 46.2499878543932)"
00000000000000001b46_0,34230195,a7-44341901553457_46-34937004737273,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.44341901553457, 46.3493700473727)"
000000000000000026b5_0,34230195,a7-15822556279218_46-08209260172518,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.15822556279218, 46.0820926017252)"
000000000000000006e9_0,74765029,a8-58491549044799_47-5767562073472,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.58491549044799, 47.5767562073472)"
000000000000000009a9_0,74765029,a8-45258676699955_47-45244377107069,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.45258676699955, 47.4524437710707)"
00000000000000001332_0,74765029,a8-5542216075883_47-49614865641305,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.5542216075883, 47.496148656413)"
00000000000000001627_0,74765029,a8-62085180567498_47-67379908878927,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.62085180567498, 47.6737990887893)"
0000000000000000221e_0,74765029,a8-44243104442261_47-45076873014514,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.44243104442261, 47.4507687301451)"
0000000000000000002b_0,86531882,a8-79551192087387_47-35910148816577,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.79551192087387, 47.3591014881658)"
00000000000000000815_0,86531882,a8-93881727088913_47-26670075730197,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.93881727088913, 47.266700757302)"
00000000000000000d52_0,86531882,a8-42828160996863_47-2965289340795,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.42828160996863, 47.2965289340795)"
000000000000000017d2_0,86531882,a9-68303105310928_46-78832834719619,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(9.68303105310928, 46.7883283471962)"
00000000000000001a95_0,86531882,a8-44831150588528_47-18301489900109,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.44831150588528, 47.1830148990011)"
00000000000000002407_0,86531882,a8-7775313817611_46-68073771310553,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.7775313817611, 46.6807377131055)"
00000000000000000009_0,93272735,a7-01795537453999_46-69411827732518,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.01795537453999, 46.6941182773252)"
000000000000000005ac_0,93272735,a6-68417778805612_46-69805046163464,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(6.68417778805612, 46.6980504616346)"
000000000000000025c1_0,93272735,a7-03237360760894_47-02452529169496,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.03237360760894, 47.024525291695)"
00000000000000001240_0,1609724,a7-9146142884352_47-44707962576386,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.9146142884352, 47.4470796257639)"
000000000000000020f1_0,1609724,a8-24998062198436_47-61142260450784,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.24998062198436, 47.6114226045078)"
00000000000000000ab9_0,11283583,a8-96933932802366_46-35916062372245,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.96933932802366, 46.3591606237225)"
0000000000000000025b_0,26961052,a7-13646791168026_46-82337651908806,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.13646791168026, 46.8233765190881)"
00000000000000000409_0,26961052,a8-02905503962854_47-16999701765803,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.02905503962854, 47.169997017658)"
00000000000000000542_0,26961052,a7-29603701380795_46-89820899851436,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.29603701380795, 46.8982089985144)"
000000000000000005a2_0,26961052,a7-45056235030906_46-99663380996882,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.45056235030906, 46.9966338099688)"
000000000000000007f7_0,26961052,a7-3955021191127_47-16321060731863,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.3955021191127, 47.1632106073186)"
00000000000000000aeb_0,26961052,a8-07781293710403_47-23165090806447,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.07781293710403, 47.2316509080645)"
00000000000000000bfd_0,26961052,a7-13145006586711_46-80477457109286,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.13145006586711, 46.8047745710929)"
00000000000000000c05_0,26961052,a8-37231463659773_47-11239167712031,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.37231463659773, 47.1123916771203)"
00000000000000000d75_0,26961052,a7-49806239103161_47-11428893777433,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.49806239103161, 47.1142889377743)"
00000000000000001370_0,26961052,a7-10455504012021_46-86288516914304,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.10455504012021, 46.862885169143)"
000000000000000013c3_0,26961052,a8-06354117796755_47-16800669178684,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.06354117796755, 47.1680066917869)"
00000000000000001460_0,26961052,a7-48744532359583_46-95651455908582,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.48744532359583, 46.9565145590858)"
0000000000000000149c_0,26961052,a7-6984460201998_47-26668763038726,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.6984460201998, 47.2666876303873)"
000000000000000019c2_0,26961052,a7-57357065638625_46-70915461013398,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.57357065638625, 46.709154610134)"
00000000000000001c98_0,26961052,a8-17736810141006_47-26488069851313,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.17736810141006, 47.2648806985131)"
000000000000000024ba_0,26961052,a7-14193658604238_46-94261676457716,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.14193658604238, 46.9426167645772)"
000000000000000002b7_0,32493957,a6-24523955202802_46-41888577082949,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(6.24523955202802, 46.4188857708295)"
000000000000000024ef_0,32493957,a6-92239792172151_46-37801669422542,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(6.92239792172151, 46.3780166942254)"
0000000000000000271f_0,34230195,a7-99297349589945_46-3300894411081,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.99297349589945, 46.3300894411081)"
000000000000000005c8_0,74765029,a8-64900695528898_47-6356258778969,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.64900695528898, 47.6356258778969)"
00000000000000000995_0,74765029,a8-71371270160627_47-59572122619803,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.71371270160627, 47.595721226198)"
000000000000000016ea_0,74765029,a8-47179588432939_47-42579776040527,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.47179588432939, 47.4257977604053)"
0000000000000000190e_0,74765029,a8-59082698747676_47-51589155303403,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.59082698747676, 47.515891553034)"
00000000000000001f5b_0,74765029,a8-65866091992641_47-48938127215505,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.65866091992641, 47.4893812721551)"
00000000000000001fcc_0,74765029,a9-23196388540286_47-58052162044576,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(9.23196388540286, 47.5805216204458)"
0000000000000000216a_0,74765029,a9-45462245595658_47-46656198459014,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(9.45462245595658, 47.4665619845901)"
00000000000000002590_0,74765029,a9-10373122255755_47-55938310512302,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(9.10373122255755, 47.559383105123)"
00000000000000000069_0,86531882,a9-52051114484148_46-84715416604638,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(9.52051114484148, 46.8471541660464)"
00000000000000000626_0,86531882,a8-60865171514381_47-04914489048534,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.60865171514381, 47.0491448904853)"
000000000000000006e4_0,86531882,a8-48479217774419_47-3935704448079,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.48479217774419, 47.3935704448079)"
00000000000000000e8a_0,86531882,a9-49618819909206_47-2128312917698,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(9.49618819909206, 47.2128312917698)"
00000000000000001590_0,86531882,a8-47211137224139_47-38808175899054,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.47211137224139, 47.3880817589905)"
00000000000000001254_0,93272735,a6-78121456657359_46-89796601376235,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(6.78121456657359, 46.8979660137623)"
00000000000000001623_0,93272735,a6-80070693174332_46-57415791661318,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(6.80070693174332, 46.5741579166132)"
00000000000000001b22_0,93272735,a6-86366837877557_46-824709084506,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(6.86366837877557, 46.824709084506)"
00000000000000001d91_0,93272735,a6-808244073727_47-0885983315157,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(6.808244073727, 47.0885983315157)"
00000000000000000db0_0,1609724,a8-16649410383248_47-40497207219057,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.16649410383248, 47.4049720721906)"
0000000000000000016a_0,26961052,a7-35797003455343_47-06295724102488,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.35797003455343, 47.0629572410249)"
0000000000000000021c_0,26961052,a7-8075104387274_47-32459137242596,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.8075104387274, 47.324591372426)"
0000000000000000062a_0,26961052,a7-61295840120353_47-30725783706046,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.61295840120353, 47.3072578370605)"
00000000000000000989_0,26961052,a7-33985326949885_47-1579872215607,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.33985326949885, 47.1579872215607)"
00000000000000000a3c_0,26961052,a8-15103103474223_47-20302857903616,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.15103103474223, 47.2030285790362)"
00000000000000000c5a_0,26961052,a7-5786697528929_46-90356334672875,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.5786697528929, 46.9035633467288)"
00000000000000000cff_0,26961052,a7-57863254845037_46-90437315419756,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.57863254845037, 46.9043731541976)"
00000000000000001336_0,26961052,a7-19345846891816_46-8581164986489,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.19345846891816, 46.8581164986489)"
000000000000000016b5_0,26961052,a7-72735898277024_47-2065117266343,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.72735898277024, 47.2065117266343)"
000000000000000016d0_0,26961052,a7-77202328185681_47-3039700053379,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.77202328185681, 47.3039700053379)"
0000000000000000177b_0,26961052,a7-35687754224917_47-06374122044113,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.35687754224917, 47.0637412204411)"
00000000000000001e61_0,26961052,a7-72441750412308_47-25885998720165,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.72441750412308, 47.2588599872016)"
00000000000000002144_0,26961052,a7-5246146066098_47-20189746358477,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.5246146066098, 47.2018974635848)"
0000000000000000218e_0,26961052,a8-29052111202182_47-39888669939054,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.29052111202182, 47.3988866993905)"
000000000000000022aa_0,26961052,a7-58492406576022_46-94459518109726,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.58492406576022, 46.9445951810973)"
00000000000000002555_0,26961052,a7-31911601385428_47-13036600287894,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.31911601385428, 47.1303660028789)"
00000000000000002793_0,26961052,a7-68629503534242_47-26660967827338,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.68629503534242, 47.2666096782734)"
0000000000000000088b_0,32493957,a6-08599006034772_46-17993708865529,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(6.08599006034772, 46.1799370886553)"
000000000000000008bd_0,32493957,a6-16385200996496_46-30898886019681,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(6.16385200996496, 46.3089888601968)"
000000000000000017f8_0,32493957,a6-18325759028208_46-17309047052672,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(6.18325759028208, 46.1730904705267)"
00000000000000001e64_0,32493957,a6-20906773504166_46-40598271174495,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(6.20906773504166, 46.4059827117449)"
00000000000000002012_0,32493957,a7-02423355272958_46-25031060544698,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.02423355272958, 46.250310605447)"
000000000000000027de_0,32493957,a6-09969959835052_46-16060197358158,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(6.09969959835052, 46.1606019735816)"
00000000000000001109_0,34230195,a7-5215407194306_46-27461945662352,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(7.5215407194306, 46.2746194566235)"
00000000000000000338_0,74765029,a8-80249467517939_47-54398344853953,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.80249467517939, 47.5439834485395)"
00000000000000000c31_0,74765029,a8-82415781659206_47-70632503017298,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.82415781659206, 47.706325030173)"
00000000000000002483_0,74765029,a8-66735611914678_47-57923333518237,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.66735611914678, 47.5792333351824)"
0000000000000000077d_0,86531882,a8-85074452411301_47-29623325100078,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.85074452411301, 47.2962332510008)"
00000000000000000e18_0,86531882,a8-74818950547365_47-40141756964757,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.74818950547365, 47.4014175696476)"
00000000000000001c35_0,86531882,a8-44889373526859_47-28332033394251,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(8.44889373526859, 47.2833203339425)"
00000000000000001f83_0,86531882,a9-4843003131549_47-16101307536516,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(9.4843003131549, 47.1610130753652)"
00000000000000000511_0,93272735,a6-63250225027387_46-63453501516715,cropland loss,"{""type"":""MultiPoint"",""coordinates"":[]}",CHE,"c(6.63250225027387, 46.6345350151672)"
