system.index,CellCode,PLOTID,stratum,.geo,country,geometry
000000000000000009f6_0,22253159,a9-52123887583012_56-67540562720221,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.52123887583012, 56.6754056272022)"
00000000000000000f33_0,22253159,a8-86930368385967_57-03771525391218,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(8.86930368385967, 57.0377152539122)"
000000000000000014fd_0,22253159,a8-46165126128751_56-95282616350307,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(8.46165126128751, 56.9528261635031)"
00000000000000001738_0,22253159,a9-18078533116694_56-60538987409052,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.18078533116694, 56.6053898740905)"
00000000000000001eb8_0,22253159,a9-64026100085456_56-91336800378469,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.64026100085456, 56.9133680037847)"
0000000000000000219b_0,22253159,a8-41620465061345_56-45150356555802,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(8.41620465061345, 56.451503565558)"
0000000000000000229b_0,22253159,a9-4919486731618_56-4751171015711,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.4919486731618, 56.4751171015711)"
00000000000000001e3a_0,44434546,a10-16679313067068_55-12557308623196,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(10.1667931306707, 55.125573086232)"
00000000000000000aa6_0,53200302,a9-79027669659886_57-45487795274922,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.79027669659886, 57.4548779527492)"
00000000000000000d5b_0,53200302,a10-03543121945433_57-53397549077169,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(10.0354312194543, 57.5339754907717)"
000000000000000017cd_0,53200302,a10-38485629253542_57-5609335657382,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(10.3848562925354, 57.5609335657382)"
0000000000000000180f_0,53200302,a9-95652199900252_57-5711042887392,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.95652199900252, 57.5711042887392)"
00000000000000002336_0,53200302,a10-59960187280797_57-74625409737901,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(10.599601872808, 57.746254097379)"
0000000000000000233e_0,53200302,a9-97624766035725_57-52238029873989,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.97624766035725, 57.5223802987399)"
00000000000000002373_0,53200302,a10-03914623703744_57-57838807063394,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(10.0391462370374, 57.5783880706339)"
00000000000000000087_0,65888612,a8-32271541353812_55-75855567947499,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(8.32271541353812, 55.758555679475)"
0000000000000000042c_0,65888612,a8-93341342466272_56-37922359203454,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(8.93341342466272, 56.3792235920345)"
00000000000000000446_0,65888612,a9-43482611715538_56-01280032321975,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.43482611715538, 56.0128003232197)"
00000000000000000553_0,65888612,a8-79877226898998_56-07331569494754,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(8.79877226898998, 56.0733156949475)"
000000000000000009ae_0,65888612,a8-63532263996633_56-13038060107608,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(8.63532263996633, 56.1303806010761)"
00000000000000000f13_0,65888612,a9-3353424704156_56-11577432044754,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.3353424704156, 56.1157743204475)"
0000000000000000158f_0,65888612,a9-35216680547952_56-08934570274145,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.35216680547952, 56.0893457027415)"
000000000000000017f9_0,65888612,a9-33559207762018_56-32753737757241,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.33559207762018, 56.3275373775724)"
0000000000000000186a_0,65888612,a9-04280672055484_55-68834197907645,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.04280672055484, 55.6883419790764)"
00000000000000001aea_0,65888612,a9-23913604821398_55-76767936120497,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.23913604821398, 55.767679361205)"
000000000000000020ec_0,65888612,a8-60389562928062_55-71394626417779,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(8.60389562928062, 55.7139462641778)"
00000000000000002159_0,65888612,a8-92148264896685_56-37202324496588,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(8.92148264896685, 56.3720232449659)"
000000000000000022b1_0,65888612,a9-63555493840935_56-18807052078939,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.63555493840935, 56.1880705207894)"
00000000000000002462_0,65888612,a9-39651298905502_56-06610336324749,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.39651298905502, 56.0661033632475)"
00000000000000002495_0,65888612,a8-77994623731169_56-19313944670589,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(8.77994623731169, 56.1931394467059)"
000000000000000024fd_0,65888612,a8-50773565186393_55-57712540968458,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(8.50773565186393, 55.5771254096846)"
00000000000000000099_0,66162126,a9-03677012628495_55-10437942061654,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.03677012628495, 55.1043794206165)"
00000000000000000289_0,66162126,a9-0056608932757_54-98083273231575,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.0056608932757, 54.9808327323157)"
00000000000000000a9f_0,66162126,a9-3203591601958_55-33980372240876,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.3203591601958, 55.3398037224088)"
000000000000000011dc_0,66162126,a9-0800747621067_54-94239716629076,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.0800747621067, 54.9423971662908)"
000000000000000021fc_0,66162126,a8-73672616935343_55-21802334419125,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(8.73672616935343, 55.2180233441913)"
00000000000000002652_0,66162126,a8-87770866224977_55-22043658559815,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(8.87770866224977, 55.2204365855981)"
000000000000000023ad_0,69479625,a11-49324670621151_55-40884763422439,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(11.4932467062115, 55.4088476342244)"
00000000000000000067_0,79238614,a9-75209455489731_56-3366491493197,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.75209455489731, 56.3366491493197)"
0000000000000000007b_0,79238614,a9-71270140645403_55-98379570988195,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.71270140645403, 55.983795709882)"
00000000000000001f8d_0,79238614,a10-12336454246305_55-98639522617224,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(10.1233645424631, 55.9863952261722)"
00000000000000002562_0,69479625,a11-39432606462489_54-64123868022866,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(11.3943260646249, 54.6412386802287)"
00000000000000001f38_0,22253159,a8-83697760141458_56-78840432258094,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(8.83697760141458, 56.7884043225809)"
0000000000000000055b_0,69479625,a11-91337265213673_54-72171355232454,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(11.9133726521367, 54.7217135523245)"
00000000000000001eaf_0,69479625,a12-11533487285807_55-18744722048705,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(12.1153348728581, 55.187447220487)"
00000000000000001300_0,4135271,a10-29365385757989_56-61716937230479,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(10.2936538575799, 56.6171693723048)"
000000000000000004ef_0,4135271,a9-956075569688_56-96005971177313,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.956075569688, 56.9600597117731)"
00000000000000000aab_0,65888612,a8-47246155431793_55-84745226277818,nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(8.47246155431793, 55.8474522627782)"
0000000000000000255a_0,4135271,a9-76082167248015_57-14449220917648,nature loss,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(9.76082167248015, 57.1444922091765)"
000000000000000018f0_0,81929133,a11-55929879406223_55-90801529780931,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",DNK,"c(11.5592987940622, 55.9080152978093)"
00000000000000000519_0,5618807,a26-34390300285867_59-10047956530492,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.3439030028587, 59.1004795653049)"
0000000000000000052e_0,5618807,a25-95349739371371_59-2404090525788,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(25.9534973937137, 59.2404090525788)"
00000000000000000f97_0,5618807,a26-83523983494824_59-35196491850297,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.8352398349482, 59.351964918503)"
000000000000000026b4_0,5618807,a26-86583643778166_59-36785085805828,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.8658364377817, 59.3678508580583)"
00000000000000000163_0,8409228,a22-42203159197764_58-87494140039652,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(22.4220315919776, 58.8749414003965)"
000000000000000017ed_0,8409228,a23-04177774339233_58-51359306720683,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(23.0417777433923, 58.5135930672068)"
00000000000000000e8e_0,12852477,a26-74508711698658_58-45591466601273,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.7450871169866, 58.4559146660127)"
00000000000000001146_0,12852477,a26-8424461117403_58-70005724062644,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.8424461117403, 58.7000572406264)"
0000000000000000142a_0,12852477,a26-61856895273448_58-35389269969398,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.6185689527345, 58.353892699694)"
0000000000000000146c_0,12852477,a26-84483286757033_58-2907707471252,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.8448328675703, 58.2907707471252)"
000000000000000017bd_0,12852477,a27-01934703038502_58-77198549969498,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(27.019347030385, 58.771985499695)"
00000000000000001f32_0,12852477,a26-69659208102947_58-51532983067089,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.6965920810295, 58.5153298306709)"
000000000000000025e7_0,12852477,a26-64796340421553_58-80297950570811,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.6479634042155, 58.8029795057081)"
000000000000000027d5_0,12852477,a26-5635343478154_58-67256855801379,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.5635343478154, 58.6725685580138)"
00000000000000000777_0,23087432,a22-50235491128913_58-36214908836156,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(22.5023549112891, 58.3621490883616)"
00000000000000002685_0,23087432,a22-25279625673333_58-16651290644823,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(22.2527962567333, 58.1665129064482)"
000000000000000006f2_0,30169234,a28-19790648982163_59-38245034627565,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(28.1979064898216, 59.3824503462757)"
00000000000000001034_0,30169234,a27-87655480831111_59-21603917911514,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(27.8765548083111, 59.2160391791151)"
000000000000000003b3_0,42378577,a26-9249563917246_57-98826085629641,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.9249563917246, 57.9882608562964)"
00000000000000000647_0,42378577,a26-89340590889387_57-73996167725159,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.8934059088939, 57.7399616772516)"
000000000000000006a9_0,42378577,a27-17950300989597_57-86225940588211,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(27.179503009896, 57.8622594058821)"
00000000000000000d2b_0,42378577,a27-16567629318001_57-79435037388332,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(27.16567629318, 57.7943503738833)"
00000000000000000f07_0,42378577,a27-03984505506332_57-86431745448143,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(27.0398450550633, 57.8643174544814)"
00000000000000001e46_0,42378577,a26-54220994011804_57-60498833571611,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.542209940118, 57.6049883357161)"
00000000000000000690_0,64585600,a24-85110219764572_59-17979848891774,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.8511021976457, 59.1797984889177)"
00000000000000000ab6_0,64585600,a25-01807251685376_58-87803576815117,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(25.0180725168538, 58.8780357681512)"
0000000000000000198f_0,64585600,a24-80165707079293_59-01188334322379,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.8016570707929, 59.0118833432238)"
00000000000000001c62_0,64585600,a24-7581487657802_58-68306781585111,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.7581487657802, 58.6830678158511)"
00000000000000001e5e_0,64585600,a24-03347608700648_58-82319543616788,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.0334760870065, 58.8231954361679)"
000000000000000023d9_0,64585600,a24-64984038799537_58-40921590721106,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.6498403879954, 58.4092159072111)"
00000000000000002467_0,64585600,a24-3309292629027_59-20508861098782,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.3309292629027, 59.2050886109878)"
000000000000000020ea_0,78568280,a23-99456223524313_58-31065680280204,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(23.9945622352431, 58.3106568028021)"
00000000000000000028_0,81327806,a24-59600676266497_59-33722344512258,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.596006762665, 59.3372234451226)"
00000000000000000633_0,81327806,a25-18712472078858_59-45524139907621,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(25.1871247207886, 59.4552413990762)"
00000000000000000ceb_0,81327806,a24-2337120215813_59-34039786765649,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.2337120215813, 59.3403978676565)"
00000000000000001275_0,81327806,a24-87587995944261_59-40885773595203,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.8758799594426, 59.408857735952)"
00000000000000001a1b_0,81327806,a24-87956907692211_59-48468159825857,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.8795690769221, 59.4846815982586)"
00000000000000001bc1_0,81327806,a24-59285708745272_59-40325941030848,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.5928570874527, 59.4032594103085)"
000000000000000023b1_0,81327806,a25-11982559099787_59-35066928303792,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(25.1198255909979, 59.3506692830379)"
00000000000000000cdd_0,94930708,a26-37936777904823_57-86150870661108,buffer nature stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.3793677790482, 57.8615087066111)"
00000000000000000797_0,5618807,a26-94061183842767_59-35264702392938,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.9406118384277, 59.3526470239294)"
000000000000000011d2_0,5618807,a27-00923758821139_59-36136235376246,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(27.0092375882114, 59.3613623537625)"
000000000000000012a6_0,5618807,a27-01042345893077_59-33847899888828,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(27.0104234589308, 59.3384789988883)"
000000000000000014c6_0,5618807,a26-29869268528243_59-15940425312908,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.2986926852824, 59.1594042531291)"
00000000000000001be5_0,5618807,a26-42278975217473_59-29855010077346,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.4227897521747, 59.2985501007735)"
00000000000000000130_0,12852477,a26-14646659052918_58-2710480618119,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.1464665905292, 58.2710480618119)"
00000000000000000427_0,12852477,a25-48914177588024_58-89039782553156,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(25.4891417758802, 58.8903978255316)"
00000000000000000c50_0,12852477,a26-71317412390357_58-41462541909222,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.7131741239036, 58.4146254190922)"
00000000000000001026_0,12852477,a26-6333162231713_58-16206860482487,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.6333162231713, 58.1620686048249)"
00000000000000002024_0,12852477,a25-71614454712302_59-02672671172508,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(25.716144547123, 59.0267267117251)"
000000000000000026d6_0,12852477,a26-68052915855311_58-38385376096356,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.6805291585531, 58.3838537609636)"
00000000000000002375_0,23087432,a22-46730963571123_58-31525236914888,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(22.4673096357112, 58.3152523691489)"
00000000000000000324_0,42269340,a27-33560182320191_57-98640878554087,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(27.3356018232019, 57.9864087855409)"
000000000000000004b2_0,42269340,a26-88711512472113_58-05485475213629,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.8871151247211, 58.0548547521363)"
00000000000000000955_0,42269340,a27-35144749684756_58-00954670689581,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(27.3514474968476, 58.0095467068958)"
0000000000000000261d_0,42269340,a26-94408574253342_58-30756802658053,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.9440857425334, 58.3075680265805)"
00000000000000000750_0,42378577,a27-31353211057268_57-7586183654273,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(27.3135321105727, 57.7586183654273)"
0000000000000000094e_0,42378577,a26-96484396173627_57-73376374531929,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.9648439617363, 57.7337637453193)"
00000000000000000f82_0,42378577,a26-93008481992647_57-93924372979553,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.9300848199265, 57.9392437297955)"
00000000000000001982_0,42378577,a27-16130615794488_57-85337556195908,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(27.1613061579449, 57.8533755619591)"
00000000000000000c41_0,64585600,a24-48679501422086_58-4056348220162,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.4867950142209, 58.4056348220162)"
00000000000000000fdd_0,64585600,a24-26378780378828_58-70943679831791,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.2637878037883, 58.7094367983179)"
00000000000000001246_0,64585600,a23-76659715305027_58-84854095405975,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(23.7665971530503, 58.8485409540598)"
000000000000000002dc_0,81327806,a24-7100395304099_59-46084015263391,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.7100395304099, 59.4608401526339)"
000000000000000009b1_0,81327806,a24-93728270864586_59-47335076804006,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.9372827086459, 59.4733507680401)"
00000000000000000b56_0,81327806,a24-80604821327374_59-52478062213607,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.8060482132737, 59.5247806221361)"
00000000000000000fe8_0,81327806,a24-53807027879678_59-42294374432501,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.5380702787968, 59.422943744325)"
000000000000000013a5_0,81327806,a24-62666652754083_59-28512637001614,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.6266665275408, 59.2851263700161)"
000000000000000015d0_0,81327806,a25-22002034477855_59-1843865871325,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(25.2200203447786, 59.1843865871325)"
00000000000000001944_0,81327806,a24-85648911398835_59-49590956788205,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.8564891139883, 59.4959095678821)"
0000000000000000198a_0,81327806,a24-81730357872243_59-36884637797609,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.8173035787224, 59.3688463779761)"
000000000000000019df_0,81327806,a24-82495259047851_59-31329477141627,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.8249525904785, 59.3132947714163)"
00000000000000001d11_0,81327806,a24-48382895660972_59-25642224565146,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.4838289566097, 59.2564222456515)"
000000000000000025b1_0,81327806,a24-87395497509296_59-36002907653666,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.873954975093, 59.3600290765367)"
00000000000000002719_0,81327806,a24-83701826660717_59-33438709986555,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.8370182666072, 59.3343870998656)"
00000000000000002734_0,81327806,a24-25779587335943_59-3619073027314,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(24.2577958733594, 59.3619073027314)"
000000000000000027b2_0,81327806,a25-0520459853243_59-4794388087862,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(25.0520459853243, 59.4794388087862)"
00000000000000001345_0,94930708,a25-23128927926671_58-22790189142577,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(25.2312892792667, 58.2279018914258)"
00000000000000001b1e_0,94930708,a25-86897341614902_58-01063155940425,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(25.868973416149, 58.0106315594043)"
000000000000000023ea_0,94930708,a26-28803036305235_57-90141204458623,buffer crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.2880303630523, 57.9014120445862)"
00000000000000000be4_0,5618807,a26-23019277568098_59-34812211361632,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.230192775681, 59.3481221136163)"
000000000000000012aa_0,5618807,a26-41606805505724_59-06287789886313,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.4160680550572, 59.0628778988631)"
000000000000000018ba_0,5618807,a26-460681050101_59-26075704926831,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.460681050101, 59.2607570492683)"
00000000000000002093_0,5618807,a26-41739020003935_59-40500895413346,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.4173902000393, 59.4050089541335)"
00000000000000002107_0,5618807,a26-20342682111819_59-3496493816091,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.2034268211182, 59.3496493816091)"
000000000000000004aa_0,8409228,a23-5507970654974_58-97937284312663,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(23.5507970654974, 58.9793728431266)"
000000000000000004bd_0,12852477,a26-87625864251736_58-39550127756554,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.8762586425174, 58.3955012775655)"
00000000000000000535_0,12852477,a26-77322989976136_58-47996284607954,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.7732298997614, 58.4799628460795)"
00000000000000000b9d_0,12852477,a26-91700214607562_58-43638617892639,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.9170021460756, 58.4363861789264)"
00000000000000000e2c_0,12852477,a25-96069272343322_58-70415959387127,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(25.9606927234332, 58.7041595938713)"
00000000000000000ebf_0,12852477,a25-90058460409808_58-96824233335511,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(25.9005846040981, 58.9682423333551)"
000000000000000011f1_0,12852477,a26-70525828418574_58-48868789425745,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.7052582841857, 58.4886878942575)"
000000000000000017d3_0,12852477,a25-95330958070668_58-37658680143448,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(25.9533095807067, 58.3765868014345)"
000000000000000018a5_0,12852477,a25-69827469861198_58-49988128062807,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(25.698274698612, 58.4998812806281)"
00000000000000001b54_0,12852477,a25-44336692464579_58-53812648447197,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(25.4433669246458, 58.538126484472)"
00000000000000001c53_0,12852477,a25-74614196033181_58-78792926292726,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(25.7461419603318, 58.7879292629273)"
000000000000000020b9_0,12852477,a26-54423828371073_58-78674106965811,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.5442382837107, 58.7867410696581)"
000000000000000022a5_0,12852477,a26-04068696208221_58-71754734345103,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.0406869620822, 58.717547343451)"
000000000000000025b7_0,12852477,a26-30696618972748_58-56175146580915,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.3069661897275, 58.5617514658092)"
00000000000000002693_0,12852477,a26-13542401951842_58-62871759567292,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.1354240195184, 58.6287175956729)"
00000000000000002757_0,12852477,a26-75497495956308_58-62806239336399,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(26.7549749595631, 58.628062393364)"
000000000000000027b9_0,12852477,a25-67664095592745_58-70101633521116,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(25.6766409559274, 58.7010163352112)"
0000000000000000028c_0,23087432,a22-30074797461134_58-36057008151032,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(22.3007479746113, 58.3605700815103)"
00000000000000000af8_0,23087432,a23-06529961432202_58-46956300111346,crop/built stable,"{""type"":""MultiPoint"",""coordinates"":[]}",EST,"c(23.065299614322, 58.4695630011134)"
