CellCode,monthSet,start,end,geo
"33719776",start_6_end_9,"6",9,"POLYGON ((21.72857 68.65799, 21.67156 68.54666, 21.61516 68.43531, 21.55934 68.32397, 21.50411 68.21261, 21.44946 68.10125, 21.39537 67.98989, 21.34184 67.87852, 21.28886 67.76714, 21.43334 67.75788, 21.57771 67.7485, 21.72197 67.73901, 21.86612 67.7294, 22.01017 67.71967, 22.1541 67.70983, 22.29792 67.69987, 22.44162 67.6898, 22.58521 67.67961, 22.72868 67.66931, 22.87204 67.65889, 23.01528 67.64836, 23.15839 67.63771, 23.30139 67.62695, 23.44427 67.61607, 23.58702 67.60508, 23.65014 67.71563, 23.71391 67.82616, 23.77834 67.93668, 23.84342 68.04719, 23.90919 68.15768, 23.97563 68.26816, 24.04278 68.37862, 24.11063 68.48907, 23.96275 68.50052, 23.81473 68.51186, 23.66657 68.52307, 23.51828 68.53417, 23.36985 68.54515, 23.22128 68.55601, 23.07259 68.56675, 22.92376 68.57737, 22.7748 68.58787, 22.62572 68.59825, 22.4765 68.6085, 22.32716 68.61864, 22.1777 68.62866, 22.02811 68.63856, 21.8784 68.64834, 21.72857 68.65799))"
"33843269",start_7_end_10,"7",10,"POLYGON ((-8.815425 42.97971, -8.833263 43.03413, -8.851145 43.08853, -8.869072 43.14293, -8.887042 43.19733, -8.905057 43.25171, -8.923117 43.30609, -8.941222 43.36046, -8.959371 43.41482, -8.977566 43.46918, -8.995805 43.52353, -9.014091 43.57787, -9.032421 43.6322, -9.050798 43.68653, -9.06922 43.74085, -9.087689 43.79516, -9.106203 43.84947, -9.257429 43.82081, -9.408521 43.79193, -9.559479 43.76282, -9.710302 43.7335, -9.86099 43.70396, -10.01154 43.6742, -10.16196 43.64422, -10.31223 43.61402, -10.29269 43.55998, -10.27321 43.50592, -10.25376 43.45186, -10.23437 43.39778, -10.21503 43.3437, -10.19573 43.28962, -10.17648 43.23552, -10.15728 43.18142, -10.13812 43.1273, -10.11901 43.07318, -10.09995 43.01906, -10.08094 42.96492, -10.06197 42.91078, -10.04305 42.85663, -10.02417 42.80247, -10.00534 42.7483, -9.85705 42.77798, -9.708631 42.80745, -9.560082 42.8367, -9.411405 42.86574, -9.2626 42.89456, -9.113668 42.92316, -8.964609 42.95155, -8.815425 42.97971))"
"34201676",start_6_end_9,"6",9,"POLYGON ((32.20303 52.55236, 32.02597 52.58613, 31.84866 52.61965, 31.6711 52.6529, 31.4933 52.68588, 31.31525 52.71861, 31.13697 52.75107, 30.95844 52.78326, 30.77967 52.8152, 30.72697 52.70816, 30.67458 52.6011, 30.6225 52.494, 30.57073 52.38687, 30.51927 52.27971, 30.46812 52.17251, 30.41726 52.06528, 30.3667 51.95802, 30.54241 51.9268, 30.71789 51.89531, 30.89315 51.86356, 31.06818 51.83155, 31.24299 51.79929, 31.41756 51.76676, 31.59191 51.73398, 31.76603 51.70095, 31.79274 51.75423, 31.81954 51.8075, 31.84641 51.86076, 31.87336 51.91402, 31.90039 51.96726, 31.9275 52.0205, 31.95469 52.07373, 31.98196 52.12694, 32.00931 52.18015, 32.03674 52.23335, 32.06425 52.28655, 32.09184 52.33973, 32.11952 52.3929, 32.14727 52.44606, 32.17511 52.49922, 32.20303 52.55236))"
"34230195",start_6_end_9,"6",9,"POLYGON ((8.451178 45.6012, 8.444783 45.82638, 8.438318 46.05154, 8.431784 46.27666, 8.425178 46.50175, 8.262538 46.49924, 8.099913 46.49648, 7.937304 46.49348, 7.774713 46.49023, 7.612139 46.48674, 7.449586 46.483, 7.287054 46.47901, 7.124545 46.47478, 7.130587 46.3623, 7.136596 46.24982, 7.142573 46.13733, 7.148517 46.02483, 7.154429 45.91232, 7.16031 45.7998, 7.166159 45.68728, 7.171977 45.57474, 7.331812 45.57889, 7.491668 45.5828, 7.651544 45.58647, 7.811438 45.5899, 7.97135 45.59309, 8.131278 45.59603, 8.291221 45.59874, 8.451178 45.6012))"
"34438256",start_5_end_8,"5",8,"POLYGON ((15.1928 49.09276, 15.53421 49.07639, 15.87541 49.05898, 16.21638 49.04054, 16.55711 49.02105, 16.57206 49.13297, 16.5871 49.24488, 16.60223 49.35678, 16.61744 49.46867, 16.63274 49.58056, 16.64813 49.69243, 16.66361 49.80431, 16.67918 49.91617, 16.33219 49.93607, 15.98494 49.95492, 15.63745 49.9727, 15.28973 49.98942, 15.27736 49.87736, 15.26507 49.76529, 15.25285 49.65322, 15.2407 49.54114, 15.22862 49.42906, 15.21661 49.31696, 15.20467 49.20487, 15.1928 49.09276))"
"34452496",start_5_end_8,"5",8,"POLYGON ((28.08291 60.66569, 28.30365 60.63703, 28.52403 60.60803, 28.74405 60.5787, 28.9637 60.54903, 29.18298 60.51903, 29.40189 60.48869, 29.62042 60.45802, 29.83857 60.42702, 29.90515 60.53433, 29.97223 60.64161, 30.03981 60.74885, 30.10791 60.85606, 30.17653 60.96324, 30.24568 61.07038, 30.31535 61.17748, 30.38556 61.28455, 30.16222 61.31649, 29.93847 61.34809, 29.71431 61.37934, 29.48973 61.41026, 29.26475 61.44083, 29.03937 61.47106, 28.81359 61.50094, 28.58741 61.53047, 28.52263 61.42247, 28.45834 61.31445, 28.39456 61.20639, 28.33127 61.0983, 28.26846 60.99019, 28.20614 60.88205, 28.14429 60.77388, 28.08291 60.66569))"
"34616968",start_5_end_8,"5",8,"POLYGON ((17.34298 62.52373, 17.31609 62.41181, 17.28943 62.29989, 17.26299 62.18797, 17.23676 62.07605, 17.21075 61.96413, 17.18496 61.85222, 17.15937 61.74031, 17.13399 61.6284, 17.36759 61.61685, 17.60102 61.60492, 17.83428 61.59263, 18.06737 61.57997, 18.30028 61.56694, 18.533 61.55354, 18.76554 61.53977, 18.99789 61.52563, 19.02973 61.63713, 19.06184 61.74863, 19.09421 61.86013, 19.12684 61.97163, 19.15974 62.08313, 19.19291 62.19462, 19.22636 62.30611, 19.26008 62.41761, 19.02115 62.4322, 18.782 62.44642, 18.54265 62.46026, 18.3031 62.47372, 18.06335 62.48679, 17.82341 62.49949, 17.58328 62.5118, 17.34298 62.52373))"
"34812866",start_5_end_8,"5",8,"POLYGON ((-1.307626 60.45302, -1.345901 60.56384, -1.384474 60.67466, -1.423349 60.78546, -1.462529 60.89627, -1.502018 61.00706, -1.541819 61.11785, -1.581935 61.22863, -1.622371 61.33941, -1.851955 61.32077, -2.081285 61.30178, -2.310357 61.28242, -2.539167 61.26271, -2.76771 61.24264, -2.995983 61.22221, -3.223981 61.20143, -3.451699 61.18029, -3.405258 61.07012, -3.359179 60.95995, -3.31346 60.84977, -3.268095 60.73957, -3.223082 60.62936, -3.178414 60.51914, -3.13409 60.40891, -3.090106 60.29867, -2.868159 60.31918, -2.645958 60.33934, -2.423506 60.35916, -2.200808 60.37863, -1.977866 60.39775, -1.754686 60.41652, -1.531271 60.43494, -1.307626 60.45302))"
"34859378",start_6_end_9,"6",9,"POLYGON ((5.517799 50.02412, 5.528289 49.91197, 5.538717 49.79981, 5.549085 49.68764, 5.559392 49.57547, 5.56964 49.4633, 5.579828 49.35111, 5.589958 49.23893, 5.60003 49.12673, 5.942057 49.13964, 6.284241 49.15151, 6.626569 49.16234, 6.969029 49.17212, 6.95509 49.39674, 6.940989 49.62134, 6.926723 49.84592, 6.91229 50.07048, 6.563442 50.06049, 6.214735 50.04943, 5.866182 50.03731, 5.517799 50.02412))"
"34911820",start_5_end_8,"5",8,"POLYGON ((20.22046 39.65925, 20.20279 39.54718, 20.18519 39.43509, 20.16768 39.32298, 20.15026 39.21085, 20.13291 39.0987, 20.11565 38.98653, 20.09847 38.87435, 20.08137 38.76214, 20.15239 38.75465, 20.22339 38.7471, 20.29437 38.7395, 20.36534 38.73185, 20.4363 38.72414, 20.50724 38.71639, 20.57817 38.70858, 20.64908 38.70072, 20.71998 38.69281, 20.79087 38.68484, 20.86174 38.67682, 20.93259 38.66875, 21.00343 38.66063, 21.07426 38.65246, 21.14507 38.64423, 21.21586 38.63596, 21.23481 38.74792, 21.25385 38.85985, 21.27299 38.97177, 21.29221 39.08367, 21.31152 39.19555, 21.33093 39.3074, 21.35043 39.41924, 21.37002 39.53105, 21.22654 39.54782, 21.083 39.56437, 20.9394 39.58072, 20.79574 39.59685, 20.65201 39.61277, 20.50822 39.62847, 20.36437 39.64397, 20.22046 39.65925))"
"35140001",start_6_end_9,"6",9,"POLYGON ((16.02224 44.53724, 15.86564 44.54619, 15.709 44.5549, 15.55231 44.56338, 15.39558 44.57162, 15.23882 44.57963, 15.08201 44.5874, 14.92516 44.59494, 14.76828 44.60224, 14.7588 44.48979, 14.74936 44.37733, 14.73998 44.26486, 14.73064 44.15238, 14.72136 44.03988, 14.71212 43.92738, 14.70293 43.81487, 14.69378 43.70234, 14.84823 43.69517, 15.00264 43.68777, 15.15702 43.68014, 15.31136 43.67228, 15.46567 43.66418, 15.61993 43.65586, 15.77416 43.6473, 15.92834 43.63851, 15.93987 43.75089, 15.95145 43.86326, 15.9631 43.97562, 15.9748 44.08797, 15.98657 44.2003, 15.9984 44.31262, 16.01029 44.42494, 16.02224 44.53724))"
"35171552",start_5_end_8,"5",8,"POLYGON ((18.3888 43.46654, 18.40502 43.57854, 18.42132 43.69052, 18.43771 43.80249, 18.45418 43.91445, 18.47074 44.02639, 18.48738 44.13832, 18.50411 44.25023, 18.52093 44.36213, 18.36518 44.37483, 18.20938 44.38729, 18.05352 44.39953, 17.89759 44.41152, 17.74161 44.42329, 17.58557 44.43482, 17.42947 44.44612, 17.27332 44.45718, 17.25892 44.34506, 17.2446 44.23293, 17.23035 44.12079, 17.21617 44.00864, 17.20207 43.89647, 17.18804 43.78429, 17.17408 43.6721, 17.1602 43.55989, 17.31396 43.54903, 17.46767 43.53793, 17.62133 43.52661, 17.77494 43.51505, 17.92849 43.50327, 18.08198 43.49126, 18.23542 43.47902, 18.3888 43.46654))"
"35185825",start_3_end_6,"3",6,"POLYGON ((1.096282 43.42296, 0.9431677 43.40949, 0.7901171 43.39579, 0.6371311 43.38187, 0.4842106 43.36771, 0.3313566 43.35333, 0.1785701 43.33872, 0.02585208 43.32388, -0.1267964 43.30882, -0.1074118 43.19716, -0.08812531 43.08548, -0.06893616 42.97378, -0.04984372 42.86207, -0.0308473 42.75035, -0.01194627 42.63861, 0.006860082 42.52685, 0.02557228 42.41507, 0.1759938 42.42988, 0.3264806 42.44446, 0.4770318 42.45881, 0.6276465 42.47295, 0.7783237 42.48685, 0.9290624 42.50054, 1.079862 42.514, 1.230721 42.52723, 1.214212 42.63925, 1.197619 42.75125, 1.180943 42.86324, 1.164182 42.97522, 1.147336 43.08717, 1.130404 43.19912, 1.113387 43.31105, 1.096282 43.42296))"
"35375161",start_5_end_8,"5",8,"POLYGON ((14.73057 58.1183, 14.76003 58.34253, 14.78993 58.56677, 14.82027 58.79102, 14.85107 59.01528, 14.63435 59.02276, 14.41754 59.02991, 14.20065 59.03671, 13.98369 59.04318, 13.76665 59.0493, 13.54954 59.05507, 13.33237 59.06051, 13.11513 59.0656, 13.09531 58.84098, 13.07578 58.61637, 13.05654 58.39178, 13.03758 58.16721, 13.24943 58.16226, 13.46121 58.15698, 13.67294 58.15136, 13.88461 58.14541, 14.09621 58.13913, 14.30774 58.13252, 14.51919 58.12557, 14.73057 58.1183))"
"35404137",start_5_end_8,"5",8,"POLYGON ((-5.245757 52.73984, -5.284741 52.8493, -5.323964 52.95874, -5.36343 53.06817, -5.403139 53.17758, -5.443095 53.28697, -5.4833 53.39634, -5.523755 53.50569, -5.564463 53.61502, -5.749451 53.5909, -5.934245 53.5665, -6.118842 53.54182, -6.303242 53.51686, -6.487443 53.49162, -6.671442 53.4661, -6.855238 53.44031, -7.038829 53.41424, -6.99461 53.30549, -6.950663 53.19672, -6.906986 53.08793, -6.863576 52.97912, -6.820431 52.87028, -6.777548 52.76142, -6.734926 52.65254, -6.692562 52.54364, -6.512366 52.56912, -6.33198 52.59432, -6.151404 52.61926, -5.970642 52.64392, -5.789695 52.66831, -5.608564 52.69242, -5.427251 52.71627, -5.245757 52.73984))"
"35458811",start_5_end_8,"5",8,"POLYGON ((26.30433 60.88268, 26.36025 60.99169, 26.41661 61.10068, 26.4734 61.20965, 26.53064 61.31859, 26.58834 61.42752, 26.64648 61.53642, 26.70509 61.64531, 26.76416 61.75417, 26.53458 61.78054, 26.30464 61.80656, 26.07434 61.83222, 25.84369 61.85753, 25.61269 61.88247, 25.38135 61.90706, 25.14966 61.93128, 24.91765 61.95515, 24.86456 61.84551, 24.81189 61.73585, 24.75965 61.62617, 24.70782 61.51648, 24.65639 61.40677, 24.60538 61.29705, 24.55476 61.18731, 24.50454 61.07755, 24.73061 61.05442, 24.95637 61.03093, 25.18183 61.00709, 25.40697 60.9829, 25.63179 60.95837, 25.8563 60.93348, 26.08048 60.90825, 26.30433 60.88268))"
"35501700",start_5_end_8,"5",8,"POLYGON ((29.80676 43.71462, 29.82592 43.76877, 29.84512 43.82291, 29.86438 43.87705, 29.88368 43.93117, 29.90303 43.98529, 29.92243 44.0394, 29.94188 44.0935, 29.96138 44.1476, 29.98092 44.20169, 30.00052 44.25577, 30.02016 44.30984, 30.03986 44.3639, 30.0596 44.41796, 30.07939 44.47201, 30.09923 44.52605, 30.11913 44.58008, 29.96631 44.61007, 29.81335 44.63983, 29.66024 44.66937, 29.50699 44.69869, 29.35361 44.72778, 29.20008 44.75665, 29.04641 44.78529, 28.8926 44.81371, 28.87378 44.75941, 28.85501 44.70511, 28.83628 44.6508, 28.8176 44.59649, 28.79897 44.54216, 28.78039 44.48783, 28.76185 44.4335, 28.74336 44.37915, 28.72492 44.3248, 28.70652 44.27044, 28.68817 44.21608, 28.66987 44.1617, 28.65161 44.10732, 28.6334 44.05294, 28.61523 43.99854, 28.59711 43.94414, 28.74878 43.91623, 28.90032 43.88809, 29.05173 43.85973, 29.203 43.83115, 29.35414 43.80235, 29.50515 43.77333, 29.65602 43.74408, 29.80676 43.71462))"
"35603028",start_3_end_6,"3",6,"POLYGON ((18.95233 47.04391, 18.97154 47.1555, 18.99085 47.26708, 19.01028 47.37864, 19.02981 47.4902, 19.04944 47.60174, 19.06919 47.71327, 19.08905 47.82479, 19.10902 47.9363, 18.94279 47.95001, 18.77648 47.96348, 18.61009 47.97669, 18.44362 47.98964, 18.27708 48.00235, 18.11046 48.0148, 17.94377 48.027, 17.77701 48.03895, 17.7599 47.92719, 17.74289 47.81541, 17.72597 47.70362, 17.70915 47.59182, 17.69242 47.48002, 17.67578 47.3682, 17.65923 47.25637, 17.64277 47.14453, 17.80671 47.13282, 17.97058 47.12086, 18.13439 47.10865, 18.29812 47.0962, 18.46178 47.0835, 18.62537 47.07055, 18.78889 47.05735, 18.95233 47.04391))"
"35774451",start_5_end_8,"5",8,"POLYGON ((18.52119 59.74145, 18.54928 59.85297, 18.57759 59.96449, 18.60611 60.07601, 18.63485 60.18753, 18.66382 60.29905, 18.69301 60.41056, 18.72243 60.52208, 18.75208 60.63359, 18.52592 60.64729, 18.29959 60.66064, 18.07308 60.67363, 17.84641 60.68626, 17.61958 60.69853, 17.39259 60.71045, 17.16545 60.722, 16.93816 60.7332, 16.91454 60.62131, 16.89111 60.50942, 16.86786 60.39753, 16.84479 60.28564, 16.8219 60.17376, 16.79919 60.06187, 16.77665 59.94999, 16.75428 59.83811, 16.97565 59.82725, 17.19688 59.81603, 17.41797 59.80447, 17.63891 59.79256, 17.85971 59.78031, 18.08036 59.7677, 18.30086 59.75475, 18.52119 59.74145))"
"35791824",start_8_end_11,"8",11,"POLYGON ((13.40433 42.84985, 13.4108 42.96258, 13.41731 43.07529, 13.42385 43.18799, 13.43043 43.30068, 13.43703 43.41336, 13.44368 43.52603, 13.45035 43.63869, 13.45706 43.75134, 13.30235 43.75642, 13.14761 43.76127, 12.99285 43.76588, 12.83807 43.77026, 12.68327 43.77441, 12.52845 43.77833, 12.37361 43.78202, 12.21875 43.78547, 12.21444 43.67274, 12.21015 43.56001, 12.20588 43.44726, 12.20164 43.33451, 12.19741 43.22174, 12.19321 43.10896, 12.18903 42.99618, 12.18487 42.88338, 12.33737 42.87999, 12.48985 42.87637, 12.64231 42.87252, 12.79475 42.86844, 12.94718 42.86414, 13.09958 42.8596, 13.25197 42.85484, 13.40433 42.84985))"
"35811411",start_5_end_8,"5",8,"POLYGON ((14.24811 37.37993, 14.31805 37.37677, 14.38799 37.37355, 14.45791 37.37028, 14.52784 37.36696, 14.59775 37.36358, 14.66767 37.36016, 14.73757 37.35668, 14.80747 37.35316, 14.87736 37.34958, 14.94725 37.34595, 15.01713 37.34226, 15.087 37.33853, 15.15687 37.33474, 15.22673 37.33091, 15.29658 37.32702, 15.36643 37.32308, 15.37519 37.43628, 15.384 37.54947, 15.39284 37.66265, 15.40173 37.7758, 15.41066 37.88894, 15.41963 38.00206, 15.42864 38.11516, 15.43769 38.22825, 15.36693 38.23225, 15.29616 38.2362, 15.22537 38.2401, 15.15459 38.24394, 15.08379 38.24773, 15.01299 38.25147, 14.94218 38.25516, 14.87137 38.25879, 14.80055 38.26238, 14.72972 38.26591, 14.65889 38.26938, 14.58804 38.27281, 14.5172 38.27618, 14.44634 38.2795, 14.37549 38.28277, 14.30462 38.28598, 14.29744 38.17279, 14.29029 38.05957, 14.28318 37.94634, 14.2761 37.83309, 14.26905 37.71983, 14.26204 37.60655, 14.25506 37.49325, 14.24811 37.37993))"
"36143842",start_11_end_2,"11",2,"POLYGON ((12.00761 37.45395, 12.07768 37.45244, 12.14775 37.45088, 12.21781 37.44926, 12.28788 37.4476, 12.35794 37.44588, 12.42799 37.44411, 12.49805 37.44229, 12.5681 37.44041, 12.63815 37.43849, 12.70819 37.43651, 12.77823 37.43448, 12.84827 37.4324, 12.9183 37.43027, 12.98833 37.42809, 13.05836 37.42585, 13.12838 37.42356, 13.1335 37.53696, 13.13865 37.65034, 13.14382 37.76371, 13.14902 37.87706, 13.15424 37.99039, 13.15948 38.10371, 13.16475 38.21701, 13.17005 38.33029, 13.0991 38.33262, 13.02814 38.33489, 12.95718 38.3371, 12.88622 38.33927, 12.81525 38.34138, 12.74428 38.34344, 12.6733 38.34545, 12.60232 38.34741, 12.53134 38.34931, 12.46035 38.35116, 12.38936 38.35295, 12.31837 38.3547, 12.24737 38.35639, 12.17638 38.35803, 12.10537 38.35962, 12.03437 38.36115, 12.03097 38.24781, 12.02758 38.13445, 12.02421 38.02107, 12.02086 37.90768, 12.01752 37.79427, 12.0142 37.68085, 12.0109 37.56741, 12.00761 37.45395))"
"36153042",start_5_end_8,"5",8,"POLYGON ((33.66414 46.62574, 33.82057 46.59014, 33.97681 46.55431, 34.13287 46.51826, 34.28874 46.48199, 34.44442 46.44548, 34.59991 46.40876, 34.75521 46.37181, 34.91032 46.33464, 34.9362 46.3873, 34.96214 46.43996, 34.98815 46.4926, 35.01422 46.54524, 35.04036 46.59786, 35.06657 46.65047, 35.09285 46.70307, 35.11919 46.75566, 35.14561 46.80824, 35.17208 46.8608, 35.19863 46.91336, 35.22525 46.9659, 35.25193 47.01844, 35.27869 47.07096, 35.30551 47.12347, 35.3324 47.17597, 35.17519 47.21384, 35.01778 47.25148, 34.86017 47.2889, 34.70235 47.32609, 34.54434 47.36305, 34.38612 47.39978, 34.22771 47.43629, 34.06909 47.47256, 34.04329 47.41971, 34.01755 47.36685, 33.99187 47.31398, 33.96627 47.2611, 33.94073 47.20821, 33.91526 47.15531, 33.88985 47.1024, 33.86451 47.04948, 33.83924 46.99654, 33.81403 46.9436, 33.78888 46.89065, 33.76381 46.83769, 33.73879 46.78472, 33.71384 46.73173, 33.68896 46.67874, 33.66414 46.62574))"
"36201846",start_6_end_9,"6",9,"POLYGON ((30.3092 64.11277, 30.38865 64.21991, 30.46877 64.32702, 30.54958 64.43409, 30.63109 64.54111, 30.71331 64.64809, 30.79625 64.75503, 30.87991 64.86193, 30.96431 64.96879, 30.83864 64.98547, 30.71282 65.00205, 30.58686 65.01854, 30.46076 65.03493, 30.33452 65.05123, 30.20813 65.06742, 30.08161 65.08352, 29.95494 65.09952, 29.82813 65.11543, 29.70118 65.13123, 29.5741 65.14694, 29.44687 65.16255, 29.31951 65.17806, 29.19201 65.19347, 29.06438 65.20878, 28.9366 65.224, 28.85929 65.11603, 28.78266 65.00802, 28.70671 64.89998, 28.63143 64.79191, 28.55681 64.68381, 28.48284 64.57567, 28.40951 64.4675, 28.33682 64.3593, 28.46103 64.34461, 28.58512 64.32982, 28.70909 64.31494, 28.83293 64.29996, 28.95665 64.28488, 29.08025 64.26971, 29.20372 64.25444, 29.32706 64.23908, 29.45028 64.22362, 29.57337 64.20807, 29.69633 64.19242, 29.81916 64.17668, 29.94187 64.16084, 30.06444 64.14491, 30.18689 64.12889, 30.3092 64.11277))"
"36318198",start_6_end_9,"6",9,"POLYGON ((-2.018259 40.36604, -2.039543 40.47755, -2.06093 40.58905, -2.082421 40.70053, -2.104016 40.81198, -2.125716 40.92342, -2.147522 41.03483, -2.169434 41.14623, -2.191454 41.2576, -2.338558 41.23933, -2.485585 41.22084, -2.632534 41.20214, -2.779405 41.18322, -2.926197 41.16408, -3.07291 41.14472, -3.219542 41.12515, -3.366092 41.10536, -3.342062 40.9943, -3.318149 40.88322, -3.294351 40.77212, -3.270668 40.66099, -3.247099 40.54985, -3.223644 40.43868, -3.200301 40.32749, -3.17707 40.21628, -3.032482 40.23574, -2.887817 40.255, -2.743076 40.27404, -2.59826 40.29286, -2.45337 40.31148, -2.308405 40.32988, -2.163368 40.34807, -2.018259 40.36604))"
"36333804",start_7_end_10,"7",10,"POLYGON ((26.14304 39.76729, 26.12905 39.71212, 26.11509 39.65695, 26.10117 39.60177, 26.08728 39.54659, 26.07342 39.4914, 26.05959 39.4362, 26.0458 39.381, 26.03204 39.32579, 26.01831 39.27057, 26.00461 39.21535, 25.99095 39.16012, 25.97731 39.10488, 25.96371 39.04963, 25.95014 38.99439, 25.93661 38.93913, 25.9231 38.88387, 26.06406 38.86022, 26.20494 38.83636, 26.34573 38.8123, 26.41609 38.80019, 26.48643 38.78803, 26.55675 38.77582, 26.62704 38.76356, 26.69731 38.75125, 26.76756 38.73889, 26.83779 38.72647, 26.908 38.71401, 26.97818 38.70149, 27.04834 38.68892, 27.06271 38.744, 27.07713 38.79906, 27.09157 38.85413, 27.10605 38.90918, 27.12056 38.96422, 27.13511 39.01926, 27.14968 39.0743, 27.1643 39.12932, 27.17895 39.18434, 27.19363 39.23935, 27.20834 39.29436, 27.2231 39.34935, 27.23788 39.40434, 27.2527 39.45933, 27.26756 39.5143, 27.28244 39.56927, 27.14035 39.59475, 26.99816 39.62002, 26.85588 39.64509, 26.7135 39.66994, 26.57102 39.69459, 26.42845 39.71903, 26.28579 39.74326, 26.14304 39.76729))"
"36636161",start_6_end_9,"6",9,"POLYGON ((6.053667 59.94523, 6.079635 59.72068, 6.105208 59.49615, 6.130396 59.27163, 6.155207 59.04713, 6.372291 59.05303, 6.58944 59.05859, 6.806653 59.06381, 7.023925 59.06868, 7.241251 59.07321, 7.458628 59.07739, 7.676052 59.08124, 7.893519 59.08474, 7.879902 59.30951, 7.866077 59.53431, 7.852041 59.75913, 7.837788 59.98396, 7.614577 59.98036, 7.391414 59.9764, 7.168303 59.97209, 6.945247 59.96742, 6.722251 59.96241, 6.499319 59.95704, 6.276457 59.95131, 6.053667 59.94523))"
"36689145",start_6_end_9,"6",9,"POLYGON ((12.29089 45.58774, 12.45078 45.58415, 12.61064 45.58033, 12.77048 45.57626, 12.9303 45.57196, 13.0901 45.56741, 13.24987 45.56262, 13.40962 45.55759, 13.56934 45.55232, 13.57668 45.6648, 13.58405 45.77727, 13.59147 45.88974, 13.59893 46.00219, 13.60642 46.11464, 13.61396 46.22707, 13.62154 46.3395, 13.62916 46.45192, 13.46677 46.4573, 13.30436 46.46242, 13.14191 46.46731, 12.97945 46.47194, 12.81695 46.47633, 12.65443 46.48048, 12.49189 46.48437, 12.32933 46.48803, 12.31957 46.263, 12.30991 46.03795, 12.30511 45.92541, 12.30035 45.81286, 12.29561 45.7003, 12.29089 45.58774))"
"36699950",start_6_end_9,"6",9,"POLYGON ((33.6105 52.27284, 33.78529 52.23675, 33.95982 52.20039, 34.13409 52.16379, 34.3081 52.12693, 34.48184 52.08981, 34.65533 52.05244, 34.82855 52.01482, 35.00151 51.97695, 35.03236 52.0293, 35.06331 52.08163, 35.09434 52.13395, 35.12547 52.18626, 35.15668 52.23856, 35.18799 52.29085, 35.21938 52.34313, 35.25087 52.39539, 35.28245 52.44764, 35.31412 52.49988, 35.34588 52.55211, 35.37774 52.60433, 35.40968 52.65653, 35.44173 52.70872, 35.47386 52.7609, 35.50609 52.81307, 35.33037 52.85178, 35.15437 52.89023, 34.97809 52.92843, 34.80153 52.96637, 34.62468 53.00405, 34.44756 53.04147, 34.27016 53.07864, 34.09249 53.11555, 34.06169 53.06296, 34.03099 53.01036, 34.00037 52.95775, 33.96985 52.90513, 33.93942 52.8525, 33.90907 52.79985, 33.87882 52.7472, 33.84866 52.69454, 33.81858 52.64186, 33.78859 52.58918, 33.75869 52.53648, 33.72888 52.48378, 33.69916 52.43106, 33.66952 52.37833, 33.63997 52.32559, 33.6105 52.27284))"
"36807903",start_6_end_9,"6",9,"POLYGON ((11.01129 45.6077, 11.01547 45.83291, 11.01969 46.0581, 11.02395 46.28325, 11.02827 46.50837, 10.86558 46.50981, 10.70289 46.511, 10.54019 46.51194, 10.37748 46.51263, 10.21478 46.51308, 10.05207 46.51328, 9.889356 46.51324, 9.726647 46.51295, 9.727794 46.2878, 9.728929 46.06263, 9.730051 45.83742, 9.731162 45.61218, 9.891183 45.61247, 10.05121 45.61251, 10.21123 45.61231, 10.37125 45.61187, 10.53127 45.61119, 10.69128 45.61027, 10.85129 45.6091, 11.01129 45.6077))"
"36860485",start_5_end_8,"5",8,"POLYGON ((32.90249 44.9245, 32.87966 44.87118, 32.8569 44.81785, 32.83419 44.76451, 32.81154 44.71116, 32.78895 44.6578, 32.76641 44.60443, 32.74392 44.55105, 32.7215 44.49766, 32.69913 44.44426, 32.67681 44.39086, 32.65455 44.33744, 32.63235 44.28401, 32.6102 44.23058, 32.5881 44.17714, 32.56606 44.12368, 32.54408 44.07022, 32.69434 44.03649, 32.84445 44.00255, 32.99441 43.96839, 33.1442 43.93401, 33.29384 43.89941, 33.44332 43.8646, 33.59264 43.82958, 33.7418 43.79434, 33.76475 43.8475, 33.78776 43.90066, 33.81082 43.9538, 33.83394 44.00693, 33.85712 44.06006, 33.88036 44.11317, 33.90365 44.16627, 33.927 44.21937, 33.9504 44.27245, 33.97387 44.32552, 33.99739 44.37858, 34.02097 44.43164, 34.04461 44.48468, 34.06831 44.53771, 34.09207 44.59073, 34.11588 44.64375, 33.9648 44.6796, 33.81354 44.71525, 33.66212 44.75067, 33.51053 44.78587, 33.35877 44.82086, 33.20684 44.85563, 33.05475 44.89017, 32.90249 44.9245))"
