CellCode,monthSet,start,end,geo
"18568678",start_5_end_8,"5",8,"POLYGON ((14.40775 55.42796, 14.38317 55.20378, 14.35893 54.9796, 14.335 54.75542, 14.31139 54.53123, 14.69673 54.51723, 15.08181 54.50205, 15.46662 54.48566, 15.85114 54.46809, 15.86707 54.57999, 15.88311 54.69188, 15.89925 54.80377, 15.91549 54.91567, 15.93185 55.02755, 15.94831 55.13944, 15.96489 55.25133, 15.98157 55.36321, 15.78511 55.37238, 15.58857 55.38123, 15.39195 55.38979, 15.19525 55.39803, 14.99848 55.40598, 14.80163 55.41361, 14.60472 55.42094, 14.40775 55.42796))"
"18594054",start_4_end_7,"4",7,"POLYGON ((9.634307 59.10036, 9.851979 59.10077, 10.06965 59.10083, 10.28733 59.10055, 10.505 59.09992, 10.72266 59.09895, 10.9403 59.09764, 11.15793 59.09598, 11.37554 59.09398, 11.38443 59.31882, 11.39346 59.54369, 11.40263 59.76857, 11.41194 59.99348, 11.18858 59.99555, 10.96519 59.99725, 10.74179 59.99861, 10.51837 59.9996, 10.29494 60.00025, 10.0715 60.00054, 9.84806 60.00048, 9.624625 60.00006, 9.627101 59.7751, 9.62954 59.55017, 9.631941 59.32525, 9.634307 59.10036))"
"18650437",start_5_end_8,"5",8,"POLYGON ((11.41194 59.99348, 11.63528 59.99107, 11.85858 59.9883, 12.08185 59.98518, 12.30507 59.9817, 12.52825 59.97787, 12.75138 59.97368, 12.97446 59.96915, 13.19747 59.96425, 13.21886 60.18897, 13.24058 60.4137, 13.26264 60.63845, 13.28506 60.86323, 13.05595 60.86827, 12.82678 60.87295, 12.59755 60.87727, 12.36827 60.88121, 12.13893 60.8848, 11.90955 60.88802, 11.68013 60.89088, 11.45068 60.89337, 11.44076 60.66836, 11.43101 60.44337, 11.4214 60.21842, 11.41194 59.99348))"
"18807972",start_7_end_10,"7",10,"POLYGON ((33.66414 46.62574, 33.63938 46.57273, 33.61469 46.5197, 33.59006 46.46667, 33.5655 46.41363, 33.54099 46.36058, 33.51655 46.30752, 33.49218 46.25444, 33.46786 46.20136, 33.44361 46.14827, 33.41942 46.09517, 33.39529 46.04206, 33.37122 45.98894, 33.34722 45.93581, 33.32327 45.88267, 33.29939 45.82952, 33.27556 45.77636, 33.42988 45.74141, 33.58402 45.70623, 33.73798 45.67084, 33.89176 45.63522, 34.04537 45.59938, 34.19879 45.56332, 34.35204 45.52704, 34.50511 45.49053, 34.52996 45.54337, 34.55487 45.5962, 34.57985 45.64901, 34.60488 45.70182, 34.62998 45.75461, 34.65515 45.80739, 34.68037 45.86017, 34.70567 45.91293, 34.73102 45.96568, 34.75644 46.01842, 34.78192 46.07115, 34.80747 46.12387, 34.83309 46.17658, 34.85877 46.22928, 34.88451 46.28196, 34.91032 46.33464, 34.75521 46.37181, 34.59991 46.40876, 34.44442 46.44548, 34.28874 46.48199, 34.13287 46.51826, 33.97681 46.55431, 33.82057 46.59014, 33.66414 46.62574))"
"18887975",start_7_end_10,"7",10,"POLYGON ((32.90249 44.9245, 33.05475 44.89017, 33.20684 44.85563, 33.35877 44.82086, 33.51053 44.78587, 33.66212 44.75067, 33.81354 44.71525, 33.9648 44.6796, 34.11588 44.64375, 34.13976 44.69675, 34.16369 44.74974, 34.18769 44.80272, 34.21174 44.85569, 34.23585 44.90865, 34.26003 44.9616, 34.28426 45.01454, 34.30855 45.06747, 34.33291 45.12039, 34.35733 45.1733, 34.3818 45.2262, 34.40634 45.27909, 34.43094 45.33196, 34.4556 45.38483, 34.48033 45.43769, 34.50511 45.49053, 34.35204 45.52704, 34.19879 45.56332, 34.04537 45.59938, 33.89176 45.63522, 33.73798 45.67084, 33.58402 45.70623, 33.42988 45.74141, 33.27556 45.77636, 33.2518 45.72319, 33.2281 45.67001, 33.20446 45.61682, 33.18088 45.56362, 33.15735 45.51042, 33.13389 45.4572, 33.11049 45.40397, 33.08714 45.35074, 33.06386 45.29749, 33.04063 45.24423, 33.01746 45.19097, 32.99435 45.13769, 32.9713 45.08441, 32.9483 45.03112, 32.92537 44.97781, 32.90249 44.9245))"
"19106669",start_5_end_8,"5",8,"POLYGON ((20.25699 46.92753, 20.27891 47.03883, 20.30096 47.15012, 20.32312 47.2614, 20.34541 47.37266, 20.36782 47.48391, 20.39035 47.59515, 20.41301 47.70637, 20.43579 47.81758, 20.27025 47.8333, 20.10463 47.84876, 19.93891 47.86398, 19.7731 47.87894, 19.60721 47.89366, 19.44123 47.90813, 19.27516 47.92234, 19.10902 47.9363, 19.08905 47.82479, 19.06919 47.71327, 19.04944 47.60174, 19.02981 47.4902, 19.01028 47.37864, 18.99085 47.26708, 18.97154 47.1555, 18.95233 47.04391, 19.11569 47.03022, 19.27898 47.01629, 19.44218 47.00211, 19.60531 46.98768, 19.76836 46.97301, 19.93132 46.9581, 20.0942 46.94294, 20.25699 46.92753))"
"19149439",start_4_end_7,"4",7,"POLYGON ((13.82528 49.14783, 14.16741 49.13563, 14.50939 49.12238, 14.85119 49.10809, 15.1928 49.09276, 15.20467 49.20487, 15.21661 49.31696, 15.22862 49.42906, 15.2407 49.54114, 15.25285 49.65322, 15.26507 49.76529, 15.27736 49.87736, 15.28973 49.98942, 14.94179 50.00508, 14.59365 50.01967, 14.24532 50.03321, 13.89682 50.04567, 13.87862 49.82124, 13.86063 49.59679, 13.84285 49.37232, 13.82528 49.14783))"
"19269911",start_5_end_8,"5",8,"POLYGON ((-3.44895 56.60757, -3.248694 56.62838, -3.048237 56.64888, -2.847582 56.66907, -2.646731 56.68895, -2.445686 56.70853, -2.244452 56.72779, -2.043029 56.74675, -1.841422 56.76539, -1.876278 56.87596, -1.911377 56.98651, -1.94672 57.09706, -1.982309 57.2076, -2.018147 57.31813, -2.054237 57.42865, -2.090581 57.53917, -2.127182 57.64967, -2.333416 57.63052, -2.539449 57.61105, -2.745278 57.59127, -2.950899 57.57116, -3.156311 57.55074, -3.36151 57.53, -3.566494 57.50895, -3.771259 57.48758, -3.729986 57.37763, -3.689 57.26766, -3.648298 57.15768, -3.607878 57.04768, -3.567735 56.93767, -3.527868 56.82765, -3.488274 56.71762, -3.44895 56.60757))"
"19338481",start_7_end_10,"7",10,"POLYGON ((23.3026 48.41582, 23.46912 48.39549, 23.63552 48.37492, 23.80179 48.3541, 23.96794 48.33302, 24.13396 48.3117, 24.29986 48.29013, 24.46562 48.26831, 24.63125 48.24625, 24.66373 48.35617, 24.69638 48.46608, 24.72922 48.57596, 24.76224 48.68583, 24.79544 48.79568, 24.82883 48.90551, 24.86241 49.01532, 24.89617 49.12511, 24.72774 49.14763, 24.55918 49.1699, 24.39047 49.19191, 24.22163 49.21367, 24.05265 49.23518, 23.88354 49.25644, 23.7143 49.27744, 23.54492 49.29818, 23.51403 49.18795, 23.48331 49.07769, 23.45277 48.96742, 23.4224 48.85713, 23.3922 48.74683, 23.36217 48.63651, 23.3323 48.52617, 23.3026 48.41582))"
"19359631",start_6_end_9,"6",9,"POLYGON ((7.260997 43.77295, 7.255649 43.88563, 7.250273 43.99831, 7.244869 44.11097, 7.239437 44.22363, 7.233977 44.33627, 7.228488 44.44891, 7.22297 44.56153, 7.217423 44.67415, 7.060173 44.66983, 6.902945 44.66529, 6.745741 44.6605, 6.588561 44.65548, 6.431407 44.65022, 6.27428 44.64472, 6.117181 44.63899, 5.960111 44.63302, 5.968154 44.5205, 5.976154 44.40797, 5.984113 44.29543, 5.992031 44.18288, 5.999907 44.07032, 6.007742 43.95775, 6.015537 43.84516, 6.023292 43.73257, 6.177917 43.73843, 6.332569 43.74406, 6.487247 43.74945, 6.641951 43.75462, 6.796679 43.75955, 6.95143 43.76425, 7.106203 43.76871, 7.260997 43.77295))"
"19402531",start_3_end_6,"3",6,"POLYGON ((19.44428 49.719, 19.78836 49.68963, 20.13205 49.65922, 20.47535 49.62777, 20.81823 49.59527, 20.8433 49.70628, 20.86852 49.81726, 20.89389 49.92824, 20.91941 50.03921, 20.94507 50.15016, 20.97088 50.2611, 20.99685 50.37203, 21.02296 50.48295, 20.67383 50.51614, 20.32426 50.54828, 19.97425 50.57935, 19.62383 50.60936, 19.60092 50.49809, 19.57815 50.38682, 19.55551 50.27554, 19.533 50.16425, 19.51063 50.05296, 19.48838 49.94165, 19.46626 49.83033, 19.44428 49.719))"
"19424008",start_6_end_9,"6",9,"POLYGON ((17.05162 42.66177, 16.90011 42.67222, 16.74854 42.68244, 16.59693 42.69244, 16.44528 42.7022, 16.29358 42.71175, 16.14183 42.72106, 15.99005 42.73015, 15.83823 42.73901, 15.82722 42.62652, 15.81627 42.51401, 15.80537 42.40149, 15.79452 42.28896, 15.78374 42.17641, 15.773 42.06385, 15.76232 41.95128, 15.75169 41.83869, 15.90129 41.82998, 16.05085 41.82105, 16.20037 41.8119, 16.34985 41.80252, 16.49929 41.79292, 16.64869 41.78309, 16.79804 41.77305, 16.94735 41.76278, 16.96016 41.8752, 16.97303 41.98761, 16.98596 42.10001, 16.99897 42.21239, 17.01203 42.32475, 17.02516 42.43711, 17.03836 42.54945, 17.05162 42.66177))"
"19547828",start_4_end_7,"4",7,"POLYGON ((32.20303 52.55236, 32.37985 52.51833, 32.55641 52.48403, 32.73273 52.44948, 32.90879 52.41467, 33.0846 52.3796, 33.26016 52.34427, 33.43546 52.30869, 33.6105 52.27284, 33.63997 52.32559, 33.66952 52.37833, 33.69916 52.43106, 33.72888 52.48378, 33.75869 52.53648, 33.78859 52.58918, 33.81858 52.64186, 33.84866 52.69454, 33.87882 52.7472, 33.90907 52.79985, 33.93942 52.8525, 33.96985 52.90513, 34.00037 52.95775, 34.03099 53.01036, 34.06169 53.06296, 34.09249 53.11555, 33.91453 53.15219, 33.7363 53.18858, 33.5578 53.2247, 33.37903 53.26057, 33.19998 53.29617, 33.02067 53.3315, 32.84109 53.36658, 32.66123 53.40138, 32.63195 53.34839, 32.60275 53.29539, 32.57364 53.24238, 32.54462 53.18936, 32.51568 53.13633, 32.48683 53.08329, 32.45807 53.03024, 32.42939 52.97718, 32.4008 52.92411, 32.3723 52.87103, 32.34387 52.81794, 32.31554 52.76485, 32.28729 52.71174, 32.25912 52.65862, 32.23103 52.6055, 32.20303 52.55236))"
"19723393",start_6_end_9,"6",9,"POLYGON ((27.92877 37.60191, 27.94345 37.6569, 27.95816 37.71189, 27.97291 37.76687, 27.98769 37.82184, 28.0025 37.87681, 28.01735 37.93176, 28.03224 37.98671, 28.04715 38.04166, 28.0621 38.09659, 28.07709 38.15152, 28.09211 38.20644, 28.10716 38.26135, 28.12225 38.31625, 28.13737 38.37115, 28.15253 38.42604, 28.16773 38.48092, 28.09794 38.4943, 28.02813 38.50763, 27.9583 38.52091, 27.88844 38.53414, 27.81856 38.54732, 27.74866 38.56045, 27.67873 38.57352, 27.60878 38.58655, 27.53881 38.59952, 27.46881 38.61245, 27.39879 38.62532, 27.32874 38.63814, 27.25868 38.65091, 27.18859 38.66363, 27.11847 38.6763, 27.04834 38.68892, 27.03399 38.63384, 27.01968 38.57875, 27.0054 38.52366, 26.99116 38.46856, 26.97695 38.41345, 26.96277 38.35833, 26.94862 38.30321, 26.93451 38.24808, 26.92043 38.19294, 26.90638 38.13779, 26.89236 38.08264, 26.87838 38.02748, 26.86442 37.97232, 26.8505 37.91714, 26.83662 37.86196, 26.82276 37.80678, 26.89205 37.79435, 26.96132 37.78187, 27.03057 37.76934, 27.09979 37.75676, 27.16899 37.74413, 27.23818 37.73145, 27.30734 37.71873, 27.37647 37.70595, 27.44559 37.69312, 27.51468 37.68024, 27.58375 37.66731, 27.6528 37.65433, 27.72183 37.6413, 27.79083 37.62822, 27.85981 37.61509, 27.92877 37.60191))"
"20036258",start_5_end_8,"5",8,"POLYGON ((25.66357 42.60159, 25.63425 42.49146, 25.60506 42.38131, 25.57602 42.27114, 25.54713 42.16094, 25.51837 42.05072, 25.48976 41.94048, 25.46128 41.83021, 25.43295 41.71991, 25.58027 41.69682, 25.7275 41.67351, 25.87463 41.64998, 26.02166 41.62624, 26.1686 41.60228, 26.31542 41.57811, 26.46215 41.55372, 26.60878 41.52912, 26.62392 41.58407, 26.63909 41.63901, 26.65431 41.69395, 26.66956 41.74888, 26.68485 41.80381, 26.70017 41.85873, 26.71553 41.91364, 26.73093 41.96854, 26.74637 42.02344, 26.76184 42.07833, 26.77736 42.13322, 26.79291 42.1881, 26.8085 42.24297, 26.82412 42.29784, 26.83979 42.3527, 26.85549 42.40755, 26.70688 42.43257, 26.55816 42.45737, 26.40932 42.48196, 26.26038 42.50632, 26.11134 42.53047, 25.96219 42.5544, 25.81293 42.5781, 25.66357 42.60159))"
"20210009",start_4_end_7,"4",7,"POLYGON ((-3.861622 48.34654, -3.830921 48.23634, -3.800389 48.12613, -3.770026 48.0159, -3.739829 47.90565, -3.709799 47.79538, -3.679932 47.6851, -3.650229 47.5748, -3.620688 47.46448, -3.457181 47.48498, -3.293557 47.50523, -3.129819 47.52524, -2.965966 47.54501, -2.802001 47.56453, -2.637924 47.5838, -2.473737 47.60283, -2.309441 47.62161, -2.336282 47.73232, -2.363271 47.84301, -2.39041 47.95369, -2.417699 48.06435, -2.44514 48.175, -2.472733 48.28563, -2.500481 48.39625, -2.528384 48.50685, -2.695456 48.48769, -2.862411 48.46827, -3.029249 48.44861, -3.195967 48.42869, -3.362565 48.40853, -3.529041 48.38812, -3.695394 48.36745, -3.861622 48.34654))"
"20307698",start_5_end_8,"5",8,"POLYGON ((25.82907 63.70707, 25.76846 63.59772, 25.70836 63.48834, 25.64877 63.37895, 25.58969 63.26953, 25.5311 63.1601, 25.473 63.05065, 25.41538 62.94118, 25.35824 62.83169, 25.59655 62.80705, 25.8345 62.78203, 26.07207 62.75665, 26.30926 62.73089, 26.54607 62.70477, 26.78249 62.67828, 27.01852 62.65142, 27.25416 62.6242, 27.31767 62.73284, 27.38171 62.84146, 27.44627 62.95006, 27.51137 63.05863, 27.57702 63.16717, 27.64321 63.27568, 27.70996 63.38417, 27.77727 63.49263, 27.65631 63.50675, 27.53524 63.52076, 27.41406 63.53469, 27.29277 63.54852, 27.17138 63.56225, 27.04987 63.57589, 26.92826 63.58944, 26.80655 63.60289, 26.68473 63.61624, 26.5628 63.62951, 26.44077 63.64267, 26.31863 63.65574, 26.1964 63.66872, 26.07405 63.6816, 25.95161 63.69438, 25.82907 63.70707))"
"20402586",start_10_end_1,"10",1,"POLYGON ((-14.4109 27.627, -14.35051 27.64456, -14.2901 27.66208, -14.22967 27.67955, -14.16922 27.69698, -14.10876 27.71437, -14.04827 27.73171, -13.98777 27.74902, -13.92725 27.76628, -13.86671 27.78349, -13.80616 27.80067, -13.74558 27.8178, -13.68499 27.83489, -13.62438 27.85194, -13.56375 27.86894, -13.5031 27.8859, -13.44244 27.90282, -13.45733 27.95768, -13.47225 28.01253, -13.48721 28.06737, -13.50219 28.1222, -13.51721 28.17702, -13.53225 28.23183, -13.54733 28.28663, -13.56244 28.34141, -13.57757 28.39619, -13.59274 28.45095, -13.60794 28.5057, -13.62317 28.56044, -13.63844 28.61518, -13.65373 28.6699, -13.66905 28.7246, -13.68441 28.7793, -13.74559 28.76219, -13.80676 28.74503, -13.8679 28.72782, -13.92902 28.71058, -13.99013 28.69329, -14.05122 28.67596, -14.11228 28.65858, -14.17333 28.64117, -14.23436 28.6237, -14.29537 28.6062, -14.35637 28.58865, -14.41734 28.57106, -14.47829 28.55343, -14.53922 28.53576, -14.60014 28.51804, -14.66103 28.50028, -14.64516 28.44578, -14.62932 28.39128, -14.61351 28.33676, -14.59774 28.28223, -14.58199 28.22769, -14.56628 28.17314, -14.5506 28.11858, -14.53495 28.064, -14.51934 28.00942, -14.50375 27.95482, -14.4882 27.90021, -14.47268 27.8456, -14.45719 27.79096, -14.44173 27.73632, -14.4263 27.68167, -14.4109 27.627))"
"20566464",start_4_end_7,"4",7,"POLYGON ((21.69902 53.14154, 21.66883 53.03089, 21.63883 52.92024, 21.60901 52.80957, 21.57937 52.69889, 21.54992 52.5882, 21.52065 52.4775, 21.49156 52.36679, 21.46264 52.25607, 21.82462 52.22026, 22.18607 52.18335, 22.54695 52.14534, 22.90726 52.10623, 22.93963 52.21653, 22.97221 52.32681, 23.00498 52.43708, 23.03795 52.54733, 23.07112 52.65757, 23.1045 52.7678, 23.13809 52.87801, 23.17188 52.98821, 22.98831 53.00835, 22.80458 53.02822, 22.62069 53.04781, 22.43665 53.06712, 22.25247 53.08614, 22.06813 53.10489, 21.69902 53.14154))"
"20887886",start_6_end_9,"6",9,"POLYGON ((27.52551 40.44782, 27.66932 40.42173, 27.81302 40.39542, 27.95661 40.36891, 28.1001 40.34218, 28.24349 40.31525, 28.38677 40.28811, 28.52995 40.26076, 28.67302 40.2332, 28.68942 40.28783, 28.70587 40.34246, 28.72236 40.39708, 28.73888 40.45169, 28.75545 40.5063, 28.77205 40.5609, 28.78869 40.61549, 28.80537 40.67007, 28.8221 40.72464, 28.83886 40.77921, 28.85566 40.83377, 28.8725 40.88832, 28.88938 40.94287, 28.90631 40.99741, 28.92327 41.05194, 28.94027 41.10646, 28.79538 41.13446, 28.65038 41.16226, 28.50526 41.18984, 28.36003 41.21722, 28.21469 41.24438, 28.06923 41.27133, 27.92367 41.29807, 27.778 41.32459, 27.76194 41.26985, 27.74591 41.21509, 27.72992 41.16034, 27.71397 41.10557, 27.69806 41.0508, 27.68218 40.99601, 27.66635 40.94123, 27.65055 40.88643, 27.63479 40.83163, 27.61907 40.77682, 27.60338 40.72201, 27.58773 40.66718, 27.57212 40.61236, 27.55655 40.55752, 27.54101 40.50268, 27.52551 40.44782))"
"20928112",start_8_end_11,"8",11,"POLYGON ((15.43769 38.22825, 15.50845 38.2242, 15.5792 38.22009, 15.64995 38.21593, 15.72069 38.21172, 15.79141 38.20746, 15.86213 38.20314, 15.93285 38.19878, 16.00355 38.19436, 16.07425 38.18988, 16.14494 38.18536, 16.21562 38.18078, 16.28629 38.17615, 16.35695 38.17147, 16.42761 38.16674, 16.49826 38.16196, 16.56889 38.15712, 16.57986 38.27005, 16.59088 38.38296, 16.60195 38.49586, 16.61308 38.60874, 16.62426 38.7216, 16.63549 38.83445, 16.64677 38.94728, 16.65811 39.06009, 16.58653 39.065, 16.51493 39.06986, 16.44333 39.07467, 16.37172 39.07943, 16.3001 39.08413, 16.22847 39.08878, 16.15683 39.09337, 16.08518 39.09791, 16.01353 39.1024, 15.94186 39.10684, 15.87019 39.11122, 15.79851 39.11555, 15.72682 39.11983, 15.65512 39.12406, 15.58342 39.12823, 15.5117 39.13234, 15.5023 39.01939, 15.49294 38.90642, 15.48362 38.79343, 15.47435 38.68043, 15.46512 38.56741, 15.45593 38.45437, 15.44679 38.34132, 15.43769 38.22825))"
"20933639",start_3_end_6,"3",6,"POLYGON ((21.00353 44.12735, 21.02519 44.23871, 21.04697 44.35004, 21.06886 44.46137, 21.09086 44.57267, 21.11298 44.68396, 21.13521 44.79523, 21.15756 44.90649, 21.18003 45.01773, 21.02303 45.03444, 20.86595 45.05092, 20.70879 45.06716, 20.55155 45.08317, 20.39423 45.09894, 20.23682 45.11448, 20.07934 45.12978, 19.92178 45.14485, 19.90176 45.03331, 19.88185 44.92176, 19.86204 44.8102, 19.84233 44.69862, 19.82272 44.58703, 19.80322 44.47542, 19.78382 44.3638, 19.76452 44.25216, 19.91965 44.23737, 20.07472 44.22235, 20.22971 44.20709, 20.38463 44.19161, 20.53947 44.17589, 20.69423 44.15994, 20.84892 44.14376, 21.00353 44.12735))"
"21254172",start_6_end_9,"6",9,"POLYGON ((15.41468 62.60538, 15.17299 62.61385, 14.93119 62.62194, 14.68926 62.62964, 14.44722 62.63695, 14.20507 62.64388, 13.96283 62.65042, 13.72048 62.65657, 13.47805 62.66234, 13.46522 62.54984, 13.4525 62.43735, 13.43989 62.32487, 13.42739 62.2124, 13.41499 62.09993, 13.40269 61.98747, 13.39049 61.87502, 13.37839 61.76257, 13.61391 61.75699, 13.84934 61.75104, 14.08469 61.74471, 14.31995 61.738, 14.55511 61.73092, 14.79017 61.72347, 15.02512 61.71564, 15.25996 61.70744, 15.27875 61.81966, 15.29769 61.93189, 15.31678 62.04413, 15.33604 62.15637, 15.35545 62.26861, 15.37503 62.38086, 15.39477 62.49312, 15.41468 62.60538))"
"21419556",start_5_end_8,"5",8,"POLYGON ((-0.212303 50.55834, -0.2367085 50.66945, -0.2612585 50.78055, -0.2859541 50.89164, -0.3107966 51.00272, -0.3357873 51.11379, -0.3609273 51.22485, -0.3862181 51.3359, -0.4116609 51.44694, -0.7679555 51.41444, -1.123778 51.38085, -1.479114 51.34619, -1.83395 51.31044, -1.805177 51.19978, -1.776575 51.08911, -1.748142 50.97842, -1.719877 50.86772, -1.691778 50.75701, -1.663845 50.64629, -1.636075 50.53555, -1.608468 50.4248, -1.260112 50.45977, -0.9112906 50.49369, -0.5620165 50.52654, -0.212303 50.55834))"
"21530178",start_5_end_8,"5",8,"POLYGON ((21.00353 44.12735, 20.98198 44.01598, 20.96053 43.9046, 20.9392 43.7932, 20.91798 43.68178, 20.89686 43.57034, 20.87585 43.45889, 20.85495 43.34743, 20.83416 43.23594, 20.98639 43.2196, 21.13856 43.20302, 21.29064 43.18623, 21.44265 43.1692, 21.59458 43.15195, 21.74643 43.13448, 21.8982 43.11678, 22.04988 43.09885, 22.07291 43.21003, 22.09606 43.3212, 22.11932 43.43234, 22.1427 43.54347, 22.16621 43.65458, 22.18983 43.76567, 22.21357 43.87675, 22.23743 43.9878, 22.08349 44.00605, 21.92946 44.02407, 21.77535 44.04186, 21.62115 44.05941, 21.46687 44.07674, 21.3125 44.09384, 21.15806 44.11071, 21.00353 44.12735))"
"21564875",start_6_end_9,"6",9,"POLYGON ((21.69902 53.14154, 21.72941 53.25217, 21.75998 53.3628, 21.79074 53.47341, 21.8217 53.58401, 21.85286 53.6946, 21.88421 53.80517, 21.91577 53.91574, 21.94752 54.0263, 21.759 54.04463, 21.57033 54.06267, 21.38152 54.08043, 21.19255 54.09789, 21.00344 54.11507, 20.81419 54.13195, 20.6248 54.14855, 20.43526 54.16485, 20.40738 54.05388, 20.37967 53.9429, 20.35214 53.83191, 20.32478 53.72091, 20.2976 53.6099, 20.27058 53.49888, 20.24374 53.38786, 20.21707 53.27683, 20.58835 53.24471, 20.95912 53.21145, 21.32935 53.17706, 21.69902 53.14154))"
"21665010",start_4_end_7,"4",7,"POLYGON ((21.75663 47.6829, 21.78232 47.79377, 21.80815 47.90461, 21.83412 48.01545, 21.86024 48.12626, 21.88651 48.23707, 21.91292 48.34786, 21.93948 48.45863, 21.96619 48.56939, 21.79862 48.58746, 21.63095 48.60527, 21.46317 48.62283, 21.29528 48.64013, 21.12729 48.65719, 20.95919 48.67399, 20.79099 48.69053, 20.62269 48.70682, 20.59887 48.59571, 20.57518 48.48459, 20.55162 48.37345, 20.5282 48.2623, 20.5049 48.15114, 20.48174 48.03997, 20.4587 47.92878, 20.43579 47.81758, 20.60123 47.80162, 20.76658 47.7854, 20.93184 47.76894, 21.09699 47.75223, 21.26205 47.73527, 21.42701 47.71806, 21.59187 47.70061, 21.75663 47.6829))"
"21689936",start_6_end_9,"6",9,"POLYGON ((16.12015 45.43525, 16.10768 45.32304, 16.09528 45.21081, 16.08295 45.09858, 16.07068 44.98633, 16.05847 44.87407, 16.04633 44.76181, 16.03425 44.64953, 16.02224 44.53724, 16.17879 44.52805, 16.3353 44.51863, 16.49176 44.50898, 16.64818 44.49909, 16.80454 44.48896, 16.96085 44.4786, 17.11711 44.46801, 17.27332 44.45718, 17.28779 44.56928, 17.30234 44.68138, 17.31696 44.79346, 17.33167 44.90553, 17.34645 45.01759, 17.3613 45.12963, 17.37624 45.24167, 17.39126 45.35369, 17.23256 45.36472, 17.0738 45.37551, 16.91499 45.38607, 16.75613 45.39638, 16.59721 45.40646, 16.43824 45.41629, 16.27922 45.42589, 16.12015 45.43525))"
"21692334",start_8_end_11,"8",11,"POLYGON ((29.28097 38.25998, 29.29702 38.31464, 29.31312 38.3693, 29.32925 38.42395, 29.34542 38.47859, 29.36162 38.53322, 29.37787 38.58784, 29.39415 38.64246, 29.41046 38.69707, 29.42682 38.75167, 29.44321 38.80626, 29.45964 38.86085, 29.47611 38.91543, 29.49262 38.96999, 29.50916 39.02456, 29.52575 39.07911, 29.54237 39.13365, 29.40189 39.16241, 29.26132 39.19097, 29.12063 39.21932, 28.97985 39.24747, 28.83895 39.27541, 28.69796 39.30315, 28.55686 39.33069, 28.41566 39.35802, 28.39989 39.30326, 28.38416 39.24849, 28.36847 39.19371, 28.35281 39.13893, 28.33719 39.08413, 28.32161 39.02933, 28.30606 38.97453, 28.29054 38.91971, 28.27507 38.86489, 28.25963 38.81006, 28.24422 38.75522, 28.22885 38.70038, 28.21352 38.64552, 28.19822 38.59066, 28.18295 38.5358, 28.16773 38.48092, 28.23749 38.46749, 28.30722 38.45401, 28.37694 38.44048, 28.44662 38.4269, 28.51629 38.41326, 28.58593 38.39958, 28.65554 38.38584, 28.72513 38.37206, 28.7947 38.35823, 28.86424 38.34434, 28.93376 38.33041, 29.00325 38.31642, 29.07271 38.30238, 29.14216 38.2883, 29.21157 38.27416, 29.28097 38.25998))"
"21718829",start_7_end_10,"7",10,"POLYGON ((21.75663 47.6829, 21.59187 47.70061, 21.42701 47.71806, 21.26205 47.73527, 21.09699 47.75223, 20.93184 47.76894, 20.76658 47.7854, 20.60123 47.80162, 20.43579 47.81758, 20.41301 47.70637, 20.39035 47.59515, 20.36782 47.48391, 20.34541 47.37266, 20.32312 47.2614, 20.30096 47.15012, 20.27891 47.03883, 20.25699 46.92753, 20.4197 46.91188, 20.58231 46.89598, 20.74484 46.87984, 20.90728 46.86346, 21.06962 46.84683, 21.23188 46.82996, 21.39404 46.81284, 21.5561 46.79548, 21.58069 46.90646, 21.60541 47.01743, 21.63027 47.12838, 21.65527 47.23931, 21.6804 47.35023, 21.70567 47.46114, 21.73108 47.57203, 21.75663 47.6829))"
"22029081",start_10_end_1,"10",1,"POLYGON ((-3.94444 38.2756, -3.967755 38.38686, -3.991178 38.49809, -4.014711 38.60931, -4.038354 38.72049, -4.062108 38.83166, -4.085974 38.9428, -4.109952 39.05392, -4.134044 39.16501, -4.276057 39.14397, -4.41799 39.12273, -4.559844 39.10128, -4.701618 39.07962, -4.84331 39.05775, -4.984921 39.03568, -5.126449 39.0134, -5.267894 38.99091, -5.254933 38.93554, -5.242003 38.88016, -5.229103 38.82477, -5.216233 38.76938, -5.203393 38.71398, -5.190583 38.65857, -5.177803 38.60316, -5.165053 38.54774, -5.152332 38.49232, -5.139641 38.43689, -5.126979 38.38145, -5.114347 38.32601, -5.101744 38.27056, -5.08917 38.2151, -5.076625 38.15964, -5.064109 38.10417, -4.994275 38.11527, -4.924421 38.12631, -4.854547 38.13731, -4.784654 38.14825, -4.714742 38.15915, -4.64481 38.16999, -4.574858 38.18078, -4.504888 38.19152, -4.434898 38.20221, -4.364889 38.21285, -4.294861 38.22343, -4.224815 38.23397, -4.154749 38.24445, -4.084665 38.25488, -4.014562 38.26527, -3.94444 38.2756))"
"22210598",start_4_end_7,"4",7,"POLYGON ((12.54957 50.98326, 12.90533 50.97488, 13.26097 50.96541, 13.61647 50.95485, 13.97181 50.9432, 13.99112 51.16754, 14.01066 51.39186, 14.03045 51.61617, 14.05048 51.84047, 13.68813 51.85239, 13.32561 51.86319, 12.60014 51.88144, 12.58727 51.65691, 12.57455 51.43237, 12.56198 51.20782, 12.54957 50.98326))"
