stratum,area,prop,se,pa,ua,seUa,sePa,oa,ciArea,f1,takeType,country,area_mapped
nature stable,13951.747498579967,0.3303263655057357,1434.1763349524156,0.8683699032234528,0.6428571428571429,0.06460957383809221,0.04854405900311736,0.7931092828820614,2810.9339639863874,0.7387874593393043,separate,DNK,18955.331009937738
crop/built stable,10300.628156689874,0.23878752560301292,1229.4046194027055,0.5285290962291455,0.9268292682926829,0.041175470771058875,0.06283137101473177,0.8759181386905261,2409.588776456475,0.6731761021491071,merged,EST,5895.58852286349
land take,45.83686383895132,0.0010625828960146336,5.132534829897697,0.7076311983966517,0.5769230769230769,0.0563019272854923,0.06555921845036881,0.8759181386905261,10.059583415996896,0.6356271216397555,merged,EST,56.22169780777554
nature stable,32790.74715451079,0.7601498915009723,1229.4069990085752,0.985279449696154,0.8703703703703705,0.0324722438991795,0.007289762096681309,0.8759181386905261,2409.593440398277,0.924267100696416,merged,EST,37185.40195436835
crop/built stable,10302.23060309727,0.23882467326106957,1229.406875916813,0.5284468868917616,0.9268292682926829,0.041175470771058875,0.06281258619977403,0.8756410318484125,2409.593199142856,0.6731094160576854,separate,EST,5895.58852286349
cropland loss,8.264538127827759,1.915872100007855e-4,2.796832516887224,0.26544430516149964,0.5526315789473685,0.0817428262655419,0.09376892767710589,0.8756410318484125,5.48169100388947,0.358629091343475,separate,EST,3.969687336725452
nature loss,30.268868046647864,7.016880906402723e-4,5.501640003902677,0.6041918593283129,0.35,0.07637626158259733,0.09185566346718459,0.8756410318484125,10.783016263554046,0.44323822027525617,separate,EST,52.25201047105009
nature stable,32796.44816576788,0.7602820514382893,1229.4105087131923,0.9851081784290431,0.8703703703703705,0.0324722438991795,0.0072882391419482415,0.8756410318484125,2409.6003192929224,0.9241917355163747,separate,EST,37185.40195436835
crop/built stable,30536.39558691276,0.23461326101265564,3698.158954465012,0.4792474153370037,0.8333333333333334,0.058202524647464844,0.05843924998005364,0.8528259899742145,7248.258359855724,0.6085307079488103,merged,GRC,17627.148535125747
land take,114.68224504193692,8.811117020331176e-4,17.35624650243985,0.6181834276650486,0.4395604395604396,0.05231815698566191,0.0864482319937483,0.8528259899742145,34.01761805158138,0.5137897512111053,merged,GRC,161.28535908109077
nature stable,99505.22899873868,0.7645056272853112,3698.174182843405,0.9677410812594156,0.859504132231405,0.03172233426002156,0.01000988571861392,0.8528259899742145,7248.288206928917,0.9104168965735087,merged,GRC,112367.87293648653
crop/built stable,30528.230553044534,0.2345505284869176,3698.1593018805,0.47937559411797454,0.8333333333333334,0.058202524647464844,0.0584678494031147,0.8525469114994135,7248.259040777568,0.6086340290845574,separate,GRC,17627.148535125747
cropland loss,42.81975518060013,3.289871710657851e-4,11.386860291622243,0.23470067955840151,0.45,0.07966275068156915,0.06936378480776575,0.8525469114994135,22.317836068568848,0.3085006600822929,separate,GRC,22.3329458653583
nature loss,55.794274522994726,4.2867130976274257e-4,14.654772232049197,0.43948979185647474,0.17647058823529413,0.053912655234774585,0.12452699862570003,0.8525469114994135,28.72282577645408,0.2518247101567287,separate,GRC,138.95241321573246
nature stable,99529.46224794524,0.7646918130322539,3698.1785560351013,0.9675054574525556,0.859504132231405,0.03172233426002156,0.010006169147208463,0.8525469114994135,7248.29677822714,0.9103126150320366,separate,GRC,112367.87293648653
crop/built stable,177021.73601354528,0.35226601765004767,13752.32914664313,0.5714131665545306,0.8461538461538461,0.05052227518686041,0.04247764816715226,0.8109542263086089,26954.069830960983,0.6821595653517527,merged,ESP,119847.73619950059
land take,369.77383053630234,7.358348056436399e-4,44.69416547066209,0.5639522566290017,0.4854368932038835,0.049486373240266356,0.06498945607795245,0.8109542263086089,87.59895464157135,0.5217573126554595,merged,ESP,429.5816595169934
nature stable,325131.37667914917,0.6469981475443088,13752.336152453987,0.9416561891357941,0.8026315789473685,0.032389816016993984,0.017632849806215826,0.8109542263086089,26954.083562097945,0.8666035590471328,merged,ESP,382245.56866421306
crop/built stable,177015.4669114034,0.3522535423930793,13752.331020947975,0.5714334034726306,0.8461538461538461,0.05052227518686041,0.04248024733455739,0.8107811760934753,26954.073504530978,0.6821739858291656,separate,ESP,119847.73619950059
cropland loss,180.07238728167366,3.5833668895665166e-4,32.60023568412819,0.2148049132911777,0.475,0.07996393417804536,0.0475200932941306,0.8107811760934753,63.895287828408726,0.2958295362858337,separate,ESP,81.43249165510586
nature loss,180.68749098581134,3.5956072018116636e-4,36.673040891009514,0.4587625771019441,0.23809523809523808,0.05409160326162522,0.09780482217743239,0.8107811760934753,71.87783934994333,0.3134905934673776,separate,ESP,348.1491678618875
nature stable,325146.6597335598,0.647028560197783,13752.340152651146,0.9416119279313687,0.8026315789473685,0.032389816016993984,0.01763144305756844,0.8107811760934753,26954.09140234031,0.8665848151255552,separate,ESP,382245.56866421306
crop/built stable,32009.375215966917,0.10518951281080628,5198.874042150609,0.6020524848364278,0.8536585365853658,0.05588506945068098,0.09614878248537967,0.9465985408235615,10189.605882775362,0.7061116328583891,merged,FIN,22655.58956482566
land take,181.75514631944762,5.972854878674013e-4,15.595275282775196,0.7319610507075852,0.7,0.04857520521621862,0.05241735927742746,0.9465985408235615,30.566177883227088,0.7156238435984376,merged,FIN,190.05383981641967
nature stable,272110.83245352143,0.8942132017013262,5198.87765110851,0.9872720978220167,0.9552238805970149,0.01793287788615256,0.004583884670186554,0.9465985408235615,10189.612956202871,0.9709836158881006,merged,FIN,281456.3194111657
crop/built stable,31995.25290919774,0.10514310395218934,5198.872008581219,0.6023182233166372,0.8536585365853658,0.05588506945068098,0.09623080243619826,0.9465251607192665,10189.601897052598,0.7062943684757517,separate,FIN,22655.58956482566
cropland loss,31.4642371579991,1.0339807494782482e-4,8.525822399291055,0.26420343644476,0.4878048780487805,0.07903342315131537,0.07739101703641538,0.9465251607192665,16.710304841195338,0.3427614365721535,separate,FIN,17.041567143625358
nature loss,152.4715594713952,5.010534866766053e-4,17.51214327248474,0.6715679886506536,0.5918367346938775,0.07094099868916398,0.06104102340187955,0.9465251607192665,34.32317010617548,0.6291865119449148,separate,FIN,173.01227267279432
nature stable,272122.7741099807,0.8942524444861861,5198.883368135851,0.9872287730240004,0.9552238805970149,0.01793287788615256,0.00458360964138217,0.9465251607192665,10189.624161370557,0.9709626619182504,separate,FIN,281456.3194111657
crop/built stable,223453.23166361084,0.41090245184967766,15706.39263748453,0.6955329606952985,0.8846153846153846,0.04473692292598459,0.04366058546004081,0.8352925171186152,30783.963896514742,0.7787612591742767,merged,FRA,176267.52845914103
land take,951.4047922273429,0.0017495140209753863,72.3492009413058,0.7558640225423349,0.6796875,0.041403754474642236,0.04710610175750505,0.8352925171186152,141.80182815521073,0.7157546347231052,merged,FRA,1058.0342485613075
nature stable,319406.2623541737,0.5873480341293469,15706.39955337699,0.9333034107006869,0.8165137614678899,0.037245312755239776,0.02314290446541063,0.8352925171186152,30783.97745141488,0.8710110868526927,merged,FRA,366485.3361023095
crop/built stable,223445.3476503129,0.41088795413858875,15706.393452107934,0.6955575017795902,0.8846153846153846,0.04473692292598459,0.04366336495868263,0.8347820064854836,30783.965493147272,0.7787766417921812,separate,FRA,176267.52845914103
cropland loss,405.56105544039417,7.457758870369435e-4,54.11949859365487,0.3157790994011764,0.6136363636363636,0.07425392901036847,0.04810021919730047,0.8347820064854836,106.07226810492962,0.4169793724662337,separate,FRA,208.70292640455418
nature loss,518.5013076898075,9.534588380343464e-4,67.87362419457655,0.6045186339472711,0.369047619047619,0.05296639920604616,0.06847320788188398,0.8347820064854836,133.02985892157645,0.45830709896089733,separate,FRA,849.3313221567533
nature stable,319441.48879656877,0.5874128111363399,15706.412207061048,0.9332004905729413,0.8165137614678899,0.037245312755239776,0.02313845028760141,0.8347820064854836,30784.00225217991,0.8709662642030204,separate,FRA,366485.3361023095
crop/built stable,15044.483204068765,0.26927357530505536,1622.7035159907882,0.5902265781596412,0.8571428571428572,0.05464943254828613,0.06162233976186776,0.8604172521444933,3180.44044892846,0.6990730676299967,merged,HRV,10406.006813565655
land take,86.07919539855847,0.0015406878647771438,9.759017637520186,0.7135489513948723,0.6463414634146342,0.05312275280193132,0.07124138629645901,0.8604172521444933,19.127323094030725,0.6782844682777529,merged,HRV,95.0298303455013
nature stable,40740.0635504616,0.7291857368301675,1622.715309765824,0.9605035310175907,0.8653846153846154,0.033630499743714876,0.013431781029907733,0.8604172521444933,3180.4635643027723,0.9104664821917575,merged,HRV,45369.58930601776
crop/built stable,15041.535640281005,0.26922081835562717,1622.7045636262153,0.5903422399198474,0.8571428571428572,0.05464943254828613,0.061644690536076144,0.860029273048795,3180.4425022561654,0.6991541885216273,separate,HRV,10406.006813565655
cropland loss,20.642683090354993,3.694729160338189e-4,4.7926152563771,0.35223143933369166,0.5641025641025641,0.08044135838502688,0.08621594944168025,0.860029273048795,9.393353294256311,0.43367299988992347,separate,HRV,12.889503504017041
nature loss,59.44505911870174,0.0010639769665723132,10.430679957554752,0.5462873312974185,0.3953488372093023,0.07544284088704806,0.09045601297813413,0.860029273048795,20.44375705107109,0.45872082749987486,separate,HRV,82.14032684148425
nature stable,40749.00256743886,0.7293457317617666,1622.7209200995715,0.960292827519848,0.8653846153846154,0.033630499743714876,0.013427166259218385,0.860029273048795,3180.474560354858,0.9103718101241342,separate,HRV,45369.58930601776
crop/built stable,50960.29041161605,0.556642532283067,2658.6035139671653,0.8093751919162075,0.9374999999999999,0.030496877279641687,0.036797272296671665,0.8615681087421361,5210.767136547273,0.8687389298706595,merged,HUN,44074.01787828452
land take,155.44945363697894,0.0016979843877574,15.303611888171107,0.7561669993096644,0.6129032258064516,0.050782235596722784,0.05941926166915246,0.8615681087421361,29.994528134194375,0.6770393287692319,merged,HUN,191.7851659963703
nature stable,40433.661152672474,0.4416594833291755,2658.6067220021214,0.9277543176448582,0.7971014492753623,0.04876877147472661,0.031061456358481718,0.8615681087421361,5210.773424180249,0.8574795937710378,merged,HUN,47283.59797364462
crop/built stable,50953.71353814745,0.5565706926708416,2658.60286681119,0.8094796623827589,0.9374999999999999,0.030496877279641687,0.036806296927643686,0.8613844872395898,5210.765868144868,0.8687991049063124,separate,HUN,44074.01787828452
cropland loss,54.671549159722304,5.971808504680171e-4,10.75345709153096,0.2674853408349993,0.425,0.07915823166939519,0.06262813084745074,0.8613844872395898,21.076388608697517,0.3283283071892836,separate,HUN,34.40903049638998
nature loss,108.19389628496008,0.001181808893143665,14.581035193907088,0.795899522290187,0.5471698113207547,0.06902828418342012,0.07442304115102433,0.8613844872395898,28.57830383736889,0.6485029187152197,separate,HUN,157.3761354999803
nature stable,40432.82203433338,0.44165031758554674,2658.6097577908836,0.927773571696961,0.7971014492753623,0.04876877147472661,0.031062726931807644,0.8613844872395898,5210.779374216887,0.8574878175024521,separate,HUN,47283.59797364462
crop/built stable,22784.953474286085,0.3339886910435621,2632.2752250520994,0.1992154197339749,0.9047619047619047,0.04584379641345078,0.024309939895659747,0.7219437328282792,5159.164638499179,0.326533015881933,merged,IRL,5078.321169744889
land take,170.25770164518465,0.002495688524303307,18.426032220832194,0.7758811764939725,0.5882352941176471,0.05369828995148687,0.06544360784482413,0.7219437328282792,36.11435953080568,0.6691520876522291,merged,IRL,224.56956796136353
nature stable,45265.52229589231,0.6635156204321344,2632.274767076663,0.9848625377977434,0.711864406779661,0.04187011593049813,0.005105420269200349,0.7219437328282792,5159.163740883818,0.8264011937448413,merged,IRL,62917.84273411734
crop/built stable,22773.089906568654,0.3338147913049682,2632.28575087119,0.1993192003641866,0.9047619047619047,0.04584379641345078,0.024333613189852343,0.7212833475194397,5159.185268725505,0.32667241299546723,separate,IRL,5078.321169744889
cropland loss,70.18871383709914,0.001028847247238823,17.36557085385089,0.10057124398149819,0.55,0.07966275068156915,0.028083020058222104,0.7212833475194397,34.03589344452621,0.17004804531876022,separate,IRL,12.834484116469918
nature loss,93.62139665730558,0.0013723305495677927,17.015693075418497,0.8543859876958327,0.37777777777777777,0.07309112127323451,0.06889078865349509,0.7212833475194397,33.35014559980784,0.5239044497825175,separate,IRL,211.7350838448936
nature stable,45283.833454760526,0.663784030898225,2632.2953896235695,0.9844642946938112,0.711864406779661,0.04187011593049813,0.005110388600444265,0.7212833475194397,5159.2041603330235,0.8262609605428841,separate,IRL,62917.84273411734
crop/built stable,105912.1446066079,0.35642583455731364,8403.2014180433,0.6330420590434577,0.875,0.04824031156174748,0.04688900631007123,0.8336942337402901,16469.972134200772,0.734610547950325,merged,ITA,77049.04758604789
land take,478.8557203988887,0.0016114917737683973,57.13780116486559,0.6240960610623413,0.48979591836734687,0.05075673503814357,0.06713700457270096,0.8336942337402901,111.98803243894729,0.5488498149236715,merged,ITA,610.1561032078207
